parameter,value
Cl_pop,13.4761046810386
beta_Cl_logtCLCRMLMIN,-0.587362134277735
V1_pop,25.1352542495891
beta_V1_ANTU_1,-0.194528383633858
beta_V1_logtCLCRMLMIN,-3.07062510811129
beta_V1_logtPROGDL,-2.05094732848224
Q_pop,23.4
beta_Q_LMP_1,0.939766863513609
beta_Q_logtAGEA,1.23849664392304
beta_Q_logtALBGDL,17.493228453592
beta_Q_logtPROGDL,-17.517736897046
V2_pop,3.49488765433374
beta_V2_SEXF_1,4.06090607411234
beta_V2_logtHCM,30.7679636946597
omega_Cl,0.294581334907159
omega_V1,0.328265182671332
omega_Q,5.10332069227712e-8
omega_V2,2.5534276467737e-8
a,1.44099292443172
b,0.0419547882707573
