pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.40463,0.144688,-2.81154,0.0156461,-1.55986,0.0891317,All
-0.982264,0.520876,-2.5914,0.00521536,-1.14848,0.386237,All
-0.559899,0.636626,-2.37125,0.0312922,-0.737106,0.53479,All
-0.137533,0.202563,-2.1511,0.0417229,-0.32573,0.415948,All
0.284833,0.434063,-1.93096,0.0521536,0.0856462,0.148553,All
0.707198,0.2315,-1.71081,0.119953,0.497022,0.475369,All
1.12956,0.173625,-1.49066,0.104307,0.908399,0.297106,All
1.55193,0.0578751,-1.27051,0.229476,1.31977,0.0891317,All
1.9743,0.0578751,-1.05037,0.203399,1.73115,0.0891317,All
2.39666,0.144688,-0.830219,0.271199,2.14253,0.148553,All
,,-0.610072,0.28163,,,All
,,-0.389925,0.344214,,,All
,,-0.169777,0.438091,,,All
,,0.05037,0.396368,,,All
,,0.270517,0.448521,,,All
,,0.490664,0.370291,,,All
,,0.710812,0.333783,,,All
,,0.930959,0.312922,,,All
,,1.15111,0.260768,,,All
,,1.37125,0.109523,,,All
,,1.5914,0.0834458,,,All
,,1.81155,0.0834458,,,All
,,2.0317,0.057369,,,All
,,2.25184,0.0469383,,,All
,,2.47199,0.0156461,,,All
,,2.69214,0.0260768,,,All
,,2.91228,0,,,All
,,3.13243,0.00521536,,,All
,,3.35258,0,,,All
,,3.57273,0.00521536,,,All
