id,time,y
1,0.5,64.0743472520172
1,1,1.4688616867121e-08
1,2,8.10518677314846e-27
1,4,2.97971316338793e-64
1,6,4.94697261732454e-102
1,8,3.00504358829619e-140
2,0.5,20.6675123118677
2,1,0.160223895992979
2,2,1.30102299528e-06
2,4,1.69833364410193e-19
2,6,2.03120988785572e-33
2,8,7.97834662136602e-46
3,0.5,5387.62069451396
3,1,96114.8790772395
3,2,1233.15127085009
3,4,579.712789015753
3,6,37.2902679932778
3,8,41.5869430926316
4,0.5,0.282957872377726
4,1,1.41000425309671
4,2,1.56988212964599
4,4,0.281768667399714
4,6,0.0886788639272464
4,8,0.166284541374677
5,0.5,0.449658683695781
5,1,0.00214364200704656
5,2,0.00578289893582593
5,4,0.4585857503508
5,6,0.0554519947054257
5,8,0.0168922847164668
6,0.5,36.5442460237212
6,1,0
6,2,0
6,4,0
6,6,0
6,8,0
7,0.5,12.3105736321551
7,1,355.602334269216
7,2,1.77826534741771
7,4,10.6558755575799
7,6,24.4149572587261
7,8,41.3263915836493
8,0.5,2.83065872930224
8,1,1.17095335792353
8,2,0.456457345472823
8,4,0.123085958974755
8,6,0.0714108797566331
8,8,0.933879348459267
9,0.5,0.471052721249525
9,1,0.350090441681907
9,2,4.84810773467608
9,4,0.0540897093968393
9,6,0.0232237539872451
9,8,5.8443340007896
10,0.5,967.139839686318
10,1,1.30739071016802e-05
10,2,3.44967739562046e-23
10,4,1.75468633058407e-58
10,6,4.03806717977225e-95
10,8,1.20846497392094e-127
11,0.5,5.21275368102723
11,1,2.93139092402988
11,2,1.56816005962525
11,4,4.2041890225868
11,6,9.91112911689379
11,8,49.1636043723467
12,0.5,413061.794020102
12,1,0.000770311786674954
12,2,1.39751548103037e-13
12,4,9.39129221982494e-34
12,6,1.67186436147499e-55
12,8,4.01591980305238e-76
13,0.5,0.425694061261329
13,1,0
13,2,0
13,4,0
13,6,0
13,8,0
14,0.5,12693.7962006787
14,1,378.245081199086
14,2,908.745378654143
14,4,615.038285729028
14,6,1818.55036937257
14,8,4452.53240617491
15,0.5,43.2027089103475
15,1,0.0707879848418827
15,2,0.0202498877032581
15,4,2.14348890853389e-08
15,6,2.50677388844991e-13
15,8,8.91545450018071e-19
16,0.5,192.081741001215
16,1,6.03095688490109e-163
16,2,0
16,4,0
16,6,0
16,8,0
17,0.5,0.177479377733497
17,1,0.137866655870125
17,2,1.53126238214873
17,4,0.0104364153446541
17,6,0.0191519951578611
17,8,0.0052319557444526
18,0.5,6.86304528929315
18,1,1.14223296087128
18,2,68.8162738444999
18,4,0.230128703361953
18,6,0.465407571729827
18,8,0.119524056361035
19,0.5,4107.65648466091
19,1,2.19809416005815e-37
19,2,6.14127975517835e-122
19,4,6.60457098563837e-286
19,6,0
19,8,0
20,0.5,0.0356466526188173
20,1,0.00300635535806183
20,2,0.00102251465134114
20,4,0.000869538303357559
20,6,0.00448148616026421
20,8,0.00133584834896631
21,0.5,87.9869014235305
21,1,2.58477379703004
21,2,6.10790301842439e-06
21,4,8.10184272993383e-14
21,6,3.68334722994757e-23
21,8,9.77241059587396e-29
22,0.5,2.61897388965077
22,1,0.610912461234416
22,2,2.36540484604305
22,4,0.0660843188571513
22,6,3.86508000812328
22,8,0.156734455472906
23,0.5,255.335928968277
23,1,11.4344923056707
23,2,0.000169538547687374
23,4,2.45237433641344e-12
23,6,3.77858046456629e-20
23,8,7.51151567333926e-31
24,0.5,1.5075093454056
24,1,1.03962477384571
24,2,0.526647045087062
24,4,69.1493437983915
24,6,1.80972875976136
24,8,13.6040862795095
25,0.5,5187.35457092689
25,1,451.629485040409
25,2,9.86048547573492
25,4,0.228758808299485
25,6,0.00114382542783816
25,8,4.49629879212829e-06
26,0.5,4.47288307734243
26,1,239.571525778133
26,2,0.768477371304386
26,4,0.112111694609973
26,6,21.029304436385
26,8,0.0600659772973357
27,0.5,0.000108230606689059
27,1,3.05647985964345e-05
27,2,0.0619298761614873
27,4,0.000314505760605036
27,6,0.00376210699943588
27,8,0.000538638806395846
28,0.5,29328.9932387515
28,1,0
28,2,0
28,4,0
28,6,0
28,8,0
29,0.5,670.806577245869
29,1,9.26585177812105e-11
29,2,1.35936021722812e-37
29,4,1.44649233931363e-87
29,6,2.92239971817024e-139
29,8,3.34061033859891e-190
30,0.5,131.779293432714
30,1,16.7172094346931
30,2,11.5260356539111
30,4,1.73142221345256
30,6,171.584627173288
30,8,1.5965180238627
31,0.5,4.51762503460839
31,1,6.29397395375995
31,2,3.44274410623267
31,4,0.000570402191979092
31,6,0.000916341488545515
31,8,6.24231486472164e-05
32,0.5,114.320522174562
32,1,1954.71819432916
32,2,95.5902616858006
32,4,25.3922962315238
32,6,278.909161481765
32,8,0.145345603351395
33,0.5,3.49959444542938
33,1,7.94644891869321
33,2,449.260632200259
33,4,34.8618578689351
33,6,17.9001700984045
33,8,1.42726955065129
34,0.5,5.95842413836161
34,1,2.29456410979881
34,2,25.4438851476421
34,4,792.363564134361
34,6,87.6131749319682
34,8,136.09421945628
35,0.5,216.360041275755
35,1,1.6881302799873e-28
35,2,5.73367852008237e-93
35,4,3.37591172257637e-217
35,6,0
35,8,0
36,0.5,0.936689840768416
36,1,2.79085771090635
36,2,0.685074996151548
36,4,2.46295954402543
36,6,4.15428241446365
36,8,5.77418039216865
37,0.5,339.794307909081
37,1,104.438612748365
37,2,4.56327074186935
37,4,131.046084843774
37,6,831.814006131291
37,8,164.790500682832
38,0.5,123.851555248509
38,1,0.964608687487356
38,2,542.734126219592
38,4,1.1452263812524
38,6,0.0103450546789294
38,8,0.0108731182546602
39,0.5,1100.3190524382
39,1,0
39,2,0
39,4,0
39,6,0
39,8,0
40,0.5,35.5096621605789
40,1,9.52517268055051
40,2,54.9522164996456
40,4,5.3484148981169
40,6,0.586315351935603
40,8,0.945950786044853
41,0.5,22.5911234354784
41,1,14.5646747370854
41,2,0.0425107053913387
41,4,0.0163109487038459
41,6,8.84675028049851e-07
41,8,2.07545080564084e-09
42,0.5,676.02621479898
42,1,53.5409295482287
42,2,0.643560074125188
42,4,223.489356316564
42,6,9.56640324895591
42,8,0.366936713305566
43,0.5,440.757399712854
43,1,2.00562123341104e-126
43,2,0
43,4,0
43,6,0
