iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,627.332,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,580.549,1,19.5152,44.9735,19.5886,1.15913,0.165055,0.529236,0.837028,0.667035,1.04181
3,560.919,1,19.9074,46.6226,19.478,1.34589,0.144051,0.501306,0.720094,0.489782,1.18627
4,531.126,1,19.8697,47.9831,17.3961,1.65034,0.103591,0.499802,0.712318,0.359323,1.22737
5,508.719,1,19.5455,48.1373,15.312,1.8608,0.0726676,0.494947,0.705317,0.347437,1.27671
6,496.021,1,19.4978,47.9526,13.7623,1.91736,0.0599553,0.498136,0.656634,0.364247,1.20857
7,491.056,1,19.4228,47.4968,13.5305,1.8998,0.0546374,0.476178,0.723874,0.343878,1.36646
8,480.003,1,19.4784,46.987,16.2978,1.91717,0.0449675,0.49748,0.748361,0.350379,1.30728
9,474.179,1,19.4464,47.6267,16.3657,1.85908,0.04425,0.498099,0.688562,0.35689,1.31894
10,469.685,1,19.3743,46.6717,17.8617,1.9131,0.0388215,0.49809,0.685554,0.400875,1.10154
11,465.757,1,19.4689,46.3991,18.5915,1.91306,0.0367762,0.49129,0.728531,0.377183,1.04638
12,462.672,1,19.5085,46.9634,19.4382,1.84182,0.0385317,0.48612,0.659145,0.380597,1.12276
13,454.554,1,19.4151,46.9543,18.5584,1.82643,0.0355998,0.492008,0.617227,0.368488,0.998922
14,448.334,1,19.3239,45.712,21.8846,1.82638,0.0327486,0.484977,0.57719,0.356418,0.952105
15,448.823,1,19.1094,45.7366,21.75,1.82638,0.0320888,0.492604,0.625524,0.350619,0.927911
16,445.286,1,19.3433,45.3109,21.2727,1.90191,0.0252944,0.497236,0.635974,0.35286,0.905747
17,439.123,1,19.4151,44.0784,21.04,1.83624,0.0234248,0.490945,0.65139,0.36775,0.94015
18,436.449,1,19.3347,44.0522,20.9204,1.89921,0.0184507,0.491868,0.621499,0.373556,0.858662
19,439.972,1,19.4289,44.0147,22.6597,1.95894,0.0158552,0.491799,0.659373,0.365375,0.892204
20,431.602,1,19.4239,44.41,22.8108,1.97973,2.29058e-06,0.489822,0.609563,0.354766,0.903033
21,433.478,1,19.5478,43.9714,22.6598,1.98815,0.00798049,0.487467,0.637276,0.356707,0.800642
22,436.376,1,19.4849,44.5859,23.3334,1.96948,0.0116144,0.488985,0.645253,0.345064,0.928202
23,434.312,1,19.3902,44.3274,24.8095,2.01639,2.22045e-16,0.489043,0.60874,0.362568,0.8539
24,430.002,1,19.371,44.7499,26.522,1.97536,2.22045e-16,0.492387,0.613993,0.360399,0.814344
25,431.023,1,19.2828,44.6686,23.4243,1.99925,2.22045e-16,0.499453,0.614731,0.345175,0.780702
26,434.899,1,19.3784,44.7244,22.9977,2.01941,2.3799e-06,0.494397,0.659095,0.349121,0.827232
27,432.793,1,19.4434,44.3605,22.5969,2.02881,2.22045e-16,0.491843,0.575059,0.352887,0.783918
28,430.657,1,19.5179,44.9674,21.9486,2.01228,2.22045e-16,0.490513,0.550906,0.341739,0.812652
29,428.176,1,19.5326,44.6428,22.2923,1.95437,2.22045e-16,0.487585,0.586708,0.359834,0.867017
30,427.513,1,19.4587,44.539,22.8523,1.96829,7.52317e-07,0.489527,0.554841,0.351724,0.828058
31,426.73,1,19.3677,44.4247,23.0203,1.93703,2.22045e-16,0.493262,0.622732,0.353873,0.829398
32,429.355,1,19.4203,44.6288,23.9282,1.98096,2.22045e-16,0.486983,0.576087,0.369737,0.795803
33,426.632,1,19.4407,44.9939,24.1112,1.95017,2.22045e-16,0.486713,0.560663,0.355268,0.856637
34,426.609,1,19.3243,44.6186,24.5173,1.94481,2.22045e-16,0.485183,0.580426,0.359651,0.84205
35,433.085,1,19.4314,44.9336,24.1307,2.0328,2.22045e-16,0.491678,0.557059,0.347049,0.819917
36,430.02,1,19.433,44.9153,22.3876,2.02502,2.22045e-16,0.487245,0.538725,0.34292,0.746362
37,426.506,1,19.2808,44.062,22.7389,1.96234,2.22045e-16,0.488235,0.556511,0.356606,0.792873
38,424.691,1,19.3019,43.8594,25.2644,1.93814,2.22045e-16,0.490929,0.613402,0.369639,0.707807
39,426.398,1,19.3259,43.8779,24.9501,1.94563,2.22045e-16,0.496022,0.631371,0.376323,0.712884
40,424.06,1,19.369,43.7652,26.6863,1.92811,2.22045e-16,0.488845,0.639506,0.36344,0.707122
41,425.395,1,19.0929,43.3553,22.3969,1.94734,2.22045e-16,0.502247,0.688851,0.366374,0.617047
42,421.548,1,19.198,43.0089,22.4635,1.91158,2.22045e-16,0.491825,0.70858,0.370893,0.585285
43,417.779,1,19.2674,42.8193,22.1929,1.89294,2.22045e-16,0.487185,0.677604,0.377784,0.535047
44,420.816,1,19.1593,43.1027,22.1857,1.91256,2.22045e-16,0.492063,0.727589,0.358875,0.56013
45,420.376,1,18.9745,43.06,22.5221,1.90116,2.22045e-16,0.491459,0.684186,0.370833,0.599759
46,422.999,1,19.1796,42.8027,22.7285,1.92667,2.22045e-16,0.490779,0.677429,0.375576,0.608868
47,424.983,1,19.2364,43.3029,23.2661,1.96512,2.22045e-16,0.484374,0.707577,0.337701,0.593957
48,418.699,1,19.3319,43.6988,23.1012,1.90233,2.22045e-16,0.492327,0.711332,0.334771,0.570043
49,421.138,1,19.3589,43.3848,25.1223,1.94141,2.22045e-16,0.488959,0.706677,0.339605,0.528093
50,416.496,1,19.2743,43.4449,25.9526,1.92352,2.22045e-16,0.491539,0.65698,0.322017,0.494599
51,415.752,1,19.3312,43.7674,26.4574,1.88772,2.22045e-16,0.49161,0.756036,0.32616,0.500492
52,421.385,1,19.3061,42.9037,25.3621,1.92428,2.22045e-16,0.487433,0.76892,0.342295,0.542003
53,418.249,1,19.2531,43.269,25.5771,1.9096,2.22045e-16,0.485737,0.774598,0.32611,0.507638
54,419.212,1,19.4521,43.0739,25.8263,1.92426,2.22045e-16,0.483011,0.766474,0.34829,0.471077
55,415.492,1,19.3862,43.3878,25.6115,1.8975,2.22045e-16,0.487271,0.710282,0.340383,0.476283
