iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,615.179,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,568.456,1,18.5946,33.8017,12.5963,0.602885,0.184497,0.427044,0.913022,0.675159,0.761684
3,533.934,1,18.176,36.1642,10.6742,0.838392,0.137254,0.423073,0.856553,0.601558,0.747331
4,508.831,1,18.1483,36.2154,10.1515,1.08451,0.103641,0.397654,0.936699,0.492262,0.776679
5,480.027,1,18.2594,36.7611,10.4135,1.07362,0.0825703,0.400116,0.851769,0.508629,0.785387
6,469.176,1,18.2751,36.9746,9.23657,1.07352,0.0777005,0.396414,0.841916,0.493183,0.670272
7,464.933,1,18.2683,37.1548,9.84595,1.09103,0.0709809,0.4,0.865643,0.490138,0.768411
8,455.614,1,18.2421,38.0896,9.365,1.12188,0.0634667,0.399643,0.950498,0.455845,0.762193
9,458.436,1,18.1334,38.5382,9.86245,1.08799,0.0649083,0.399598,1.05354,0.438441,0.824545
10,448.101,1,18.0688,38.5509,9.86201,1.09121,0.058121,0.397383,1.11965,0.441475,0.7527
11,448.336,1,17.956,38.7071,11.21,1.18535,0.0543891,0.399163,1.10779,0.431666,0.739147
12,448.055,1,18.0058,38.819,10.7538,1.20645,0.0542132,0.401099,1.12057,0.429386,0.683825
13,446.932,1,18.1019,38.0359,10.6146,1.15628,0.0555014,0.400733,1.06268,0.433281,0.745667
14,441.023,1,18.1088,38.3671,11.056,1.20503,0.0499167,0.394741,1.10793,0.416791,0.750587
15,439.08,1,18.1229,38.3036,10.7162,1.17227,0.0492586,0.399831,1.19367,0.415547,0.748076
16,440.162,1,18.1031,37.4746,10.3684,1.23531,0.0466392,0.395225,1.17815,0.414214,0.788574
17,434.904,1,17.9412,37.2993,10.329,1.14552,0.0486553,0.401802,1.02187,0.422733,0.793044
18,433.694,1,18.067,37.1551,10.3641,1.21789,0.045897,0.411553,0.983569,0.418715,0.743378
