parameter,value
Cl_pop,13.5079643035405
beta_Cl_logtIMCKGM2,-0.173927828574154
V1_pop,24.1937793265879
Q_pop,23.4
beta_Q_logtAGEA,2.30364915156217
beta_Q_logtRAL,-0.234872871239064
V2_pop,8.05232806409794
beta_V2_SEXF_1,1.0576061109498
omega_Cl,0.268404708049655
omega_V1,0.337006121959588
omega_Q,2.23925186479939e-8
omega_V2,0.501510422437933
a,1.71290886225706
b,0.0317870184715391
