parameter,value,se_sa,rse_sa
Cl_pop,6.67759225587286,3.41801062704518,51.1862733762918
beta_Cl_logtCLCRMLMIN,0.704955288047415,0.508089042384498,72.0739387304694
V1_pop,24.371662214112,2.19216119833917,8.9947135286892
Q_pop,23.4,,
V2_pop,12.8157706230689,4.06481105640257,31.7172581809927
omega_Cl,0.244048225780917,0.0465266265204511,19.0645215188813
omega_V1,0.264983426542513,0.0946689139175692,35.7263528337614
omega_Q,1.00725832591063,0.339942069895255,33.7492439774995
omega_V2,0.932803600677792,0.332448935074651,35.6397568398201
a,1.52425863658086,0.278408853921951,18.265197732221
b,0.0431028417594319,0.0166475978523872,38.6229704883539
