iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,841.615,1,13.5086,26.1537,23.8987,13.1157,1.5,1.5,1.2,1.5,1.5,1.5
2,827.327,1,28.0946,35.1896,29.6856,16.1032,1.425,1.425,1.16962,1.46202,1.46202,1.46202
3,816.561,1,29.0067,37.0601,31.3756,15.3674,1.35375,1.35375,1.14,1.425,1.5384,1.425
4,808.76,1,27.1664,31.9009,27.0589,21.3544,1.28606,1.28606,1.11113,1.38892,1.65949,1.38892
5,803.874,1,28.198,34.0617,33.0144,30.7448,1.22176,1.22176,1.083,1.35375,1.6418,1.35375
6,794.358,1,28.6322,27.7035,31.7701,30.8472,1.16067,1.16067,1.05558,1.36107,1.60023,1.31947
7,787.466,1,27.7418,24.7544,33.5809,28.7828,1.10264,1.10264,1.02885,1.32661,1.55971,1.28606
8,782.595,1,25.978,24.2657,29.649,25.2539,1.04751,1.04751,1.0028,1.34862,1.52022,1.2535
9,784.656,1,24.5885,32.4483,34.3913,25.0949,0.995131,0.995131,0.977407,1.54089,1.48172,1.28492
10,775.257,1,24.1775,27.3184,31.0086,20.1594,0.945374,0.945374,0.952659,1.64649,1.44421,1.25238
11,766.867,1,23.2843,24.1146,29.6867,21.6814,0.898105,0.898105,0.928537,1.6048,1.40764,1.22067
12,758.976,1,22.5731,20.0013,31.0021,23.3939,0.8532,0.8532,0.905026,1.56417,1.41884,1.18976
13,751.609,1,22.3251,23.3384,27.1052,24.0303,0.81054,0.81054,0.88211,1.52456,1.38291,1.15964
14,751.73,1,21.0348,25.863,32.3746,25.6193,0.770013,0.770013,0.859775,1.48596,1.34789,1.13027
15,742.918,1,21.1268,26.2574,27.9431,22.241,0.731512,0.731512,0.838005,1.55668,1.31376,1.10165
16,733.741,1,21.8252,26.0068,30.11,21.3521,0.694937,0.694937,0.816786,1.64392,1.2805,1.07376
17,726.158,1,22.3597,25.3206,31.9772,21.0912,0.66019,0.66019,0.796105,1.60416,1.24808,1.04657
18,716.74,1,21.2064,27.6867,26.3261,20.5562,0.627181,0.627181,0.775947,1.56354,1.21647,1.02007
19,699.754,1,21.0204,21.4831,29.0383,16.9433,0.595821,0.595821,0.756299,1.52395,1.18567,0.994243
20,703.983,1,21.2055,22.1675,31.7662,14.4193,0.56603,0.56603,0.737149,1.5137,1.17561,0.993573
21,693.699,1,20.3619,26.0564,30.6812,16.2812,0.537729,0.537729,0.718484,1.51988,1.14584,0.990815
22,686.255,1,19.6241,17.3676,30.6482,17.4797,0.510842,0.510842,0.700292,1.4814,1.12593,0.965727
23,675.943,1,19.8321,24.1281,28.3419,17.2508,0.4853,0.4853,0.68256,1.44679,1.1969,0.941274
24,666.445,1,19.3486,22.52,26.4916,18.7299,0.461035,0.461035,0.665277,1.41016,1.1666,0.917441
25,663.281,1,19.1218,29.4826,25.7389,18.7684,0.437984,0.437984,0.648432,1.37445,1.13706,0.894211
26,658.556,1,18.1603,24.3164,27.0265,16.6729,0.416084,0.416084,0.632013,1.45621,1.12498,0.871569
27,648.721,1,18.6168,26.4398,26.5486,14.5781,0.39528,0.39528,0.61601,1.48402,1.16341,0.8495
28,637.53,1,18.3022,25.7927,24.2794,15.0682,0.375516,0.375516,0.600413,1.44644,1.1886,0.82799
29,639.823,1,18.3959,27.817,24.1762,15.5998,0.35674,0.35674,0.58521,1.62946,1.29214,0.876842
30,627.679,1,18.0247,27.7743,22.3021,15.9204,0.338903,0.338903,0.570392,1.68037,1.3564,0.854639
31,626.491,1,18.0125,21.3842,21.4798,16.817,0.321958,0.321958,0.555949,1.7146,1.33509,0.920231
32,614.986,1,18.1524,25.499,21.9794,15.1367,0.30586,0.30586,0.541873,1.67119,1.30129,0.89693
33,610.802,1,18.0183,33.3473,23.3646,16.5739,0.290567,0.290567,0.528152,1.84619,1.26834,0.874219
34,601.011,1,17.9003,41.8572,21.6754,16.0556,0.276039,0.276039,0.514779,1.79944,1.23622,0.852084
35,589.916,1,18.064,32.5896,20.6887,18.2985,0.262237,0.262237,0.501744,1.75388,1.20842,0.830508
36,583.411,1,18.0988,45.4307,20.7031,18.743,0.249125,0.249125,0.48904,1.70947,1.17782,0.809479
37,578.741,1,17.5645,56.7626,21.0909,17.5936,0.236669,0.236669,0.476657,1.66618,1.22878,0.788983
38,573.954,1,17.3724,47.8584,19.8351,18.5227,0.224835,0.224835,0.464588,1.62399,1.19767,0.769006
39,565.802,1,17.4206,42.9726,17.8486,18.2444,0.213594,0.213594,0.464572,1.70277,1.28002,0.749534
40,561.748,1,17.502,44.7428,16.9053,17.8067,0.202914,0.202914,0.465319,1.65966,1.25648,0.73937
41,557.439,1,17.1912,46.0727,16.807,17.9938,0.192768,0.192768,0.462207,1.61764,1.26399,0.720649
42,548.132,1,17.1425,54.2397,16.7825,18.6896,0.18313,0.18313,0.461855,1.57668,1.26802,0.702402
43,539.874,1,17.1698,52.2721,16.5287,18.9007,0.173973,0.173973,0.473858,1.61856,1.23623,0.684616
44,533.351,1,17.1643,46.9723,18.2679,19.6074,0.165275,0.165275,0.465031,1.57757,1.20493,0.667281
45,534.425,1,17.3388,47.3059,18.195,19.9994,0.157011,0.157011,0.467393,1.53763,1.18244,0.650386
46,533.076,1,17.2395,44.559,19.7454,18.2252,0.14916,0.14916,0.463303,1.4987,1.17791,0.633917
47,531.806,1,17.1331,37.1871,18.8121,17.4106,0.141702,0.141702,0.474231,1.60278,1.26444,0.617866
48,524.959,1,17.127,36.3851,19.5115,17.4947,0.134617,0.134617,0.465145,1.56219,1.23242,0.602222
49,524.329,1,17.4422,35.1316,19.4177,18.6862,0.443229,0.132905,0.461651,1.6348,1.2268,0.59639
50,518.089,1,17.303,34.3538,19.4338,18.0727,0.421068,0.12626,0.462573,1.59341,1.25594,0.643061
51,514.32,1,17.257,28.6303,20.2077,17.5204,0.400015,0.119947,0.466104,1.55306,1.24352,0.626778
52,511.398,1,17.1922,25.7005,19.3028,18.842,0.380014,0.11395,0.467434,1.51374,1.24857,0.610908
53,508.239,1,17.1599,26.2524,19.0024,20.209,0.361013,0.108252,0.460283,1.51944,1.27642,0.629404
54,500.498,1,17.1316,25.0094,18.9776,18.3895,0.342962,0.10284,0.464047,1.48096,1.28794,0.613467
55,505.118,1,17.1219,30.3993,19.2109,18.519,0.325814,0.0976976,0.459405,1.44346,1.2618,0.60722
56,505.67,1,17.23,28.7528,18.9071,19.4769,0.309524,0.0928128,0.460715,1.40691,1.26546,0.591845
57,510.459,1,17.1765,27.198,18.4525,18.6731,0.294047,0.0881721,0.462806,1.42285,1.2679,0.576859
58,503.817,1,17.2577,31.9204,19.1785,19.3577,0.279345,0.0837635,0.456615,1.38683,1.23579,0.598395
59,474.535,1,17.1398,31.5411,18.4309,19.9556,1.02093,0.0686433,0.460598,1.35171,1.2045,0.606865
60,477.04,1,17.1594,31.3685,18.6397,19.2311,1.14944,0.0630018,0.461755,1.31749,1.19238,0.662926
61,473.239,1,17.055,34.0609,18.9972,18.3703,1.24749,0.0567378,0.460279,1.28413,1.21057,0.64614
62,466.323,1,17.3838,33.4173,20.0428,16.9154,1.18512,0.053901,0.45307,1.25161,1.17992,0.645076
63,455.202,1,17.3425,34.4138,20.7086,17.6383,1.12586,0.0512059,0.454849,1.21992,1.15004,0.630064
64,453.923,1,17.2931,35.5631,19.6779,18.5511,1.29108,0.0427662,0.460781,1.18903,1.12092,0.658899
65,454.708,1,17.1112,36.2463,19.907,18.3544,1.36631,0.0387023,0.467594,1.2365,1.11238,0.642215
66,449.632,1,17.1895,34.1682,19.4148,18.6099,1.37584,0.0363007,0.461545,1.20519,1.1212,0.625954
67,452.543,1,17.1533,33.4561,19.0599,19.0716,1.34674,0.0395979,0.452378,1.17468,1.12068,0.626901
68,446.741,1,17.2224,30.3963,19.1571,18.7648,1.44351,0.032683,0.451193,1.14493,1.09315,0.611028
69,451.602,1,17.0669,30.0681,19.7039,19.6072,1.51124,0.0306496,0.458165,1.1374,1.06547,0.622671
70,453.974,1,17.2578,31.1373,19.2514,19.4555,1.57526,0.0279271,0.459211,1.16802,1.06179,0.629911
71,452.275,1,17.2405,31.8044,19.3351,20.7453,1.43217,0.0349954,0.458063,1.30525,1.08141,0.613961
72,447.606,1,17.2481,30.5206,19.2993,21.1544,1.45475,0.030622,0.463199,1.2722,1.06916,0.603474
