pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-1.65114,0.0111111,-2.77191,0.00111111,-1.8994,0.0111111,All
-1.55455,0.0222222,-2.72,0.00222222,-1.76829,0.0222222,All
-1.28798,0.0333333,-2.70455,0.00333333,-1.42827,0.0333333,All
-1.27546,0.0444444,-2.573,0.00444444,-1.39744,0.0444444,All
-1.23915,0.0555556,-2.44392,0.00555556,-1.35498,0.0555556,All
-1.15005,0.0666667,-2.43388,0.00666667,-1.34559,0.0666667,All
-1.11973,0.0777778,-2.35935,0.00777778,-1.23216,0.0777778,All
-1.08956,0.0888889,-2.21599,0.00888889,-1.17305,0.0888889,All
-1.03265,0.1,-2.15323,0.01,-1.10309,0.1,All
-1.0254,0.111111,-2.09159,0.0111111,-1.10069,0.111111,All
-1.01898,0.122222,-2.0836,0.0122222,-1.06095,0.122222,All
-0.996745,0.133333,-2.07399,0.0133333,-1.04894,0.133333,All
-0.984052,0.144444,-2.07049,0.0144444,-1.04538,0.144444,All
-0.982082,0.155556,-2.07009,0.0155556,-1.03819,0.155556,All
-0.964097,0.166667,-2.06149,0.0166667,-1.00743,0.166667,All
-0.96301,0.177778,-2.05568,0.0177778,-0.991974,0.177778,All
-0.932455,0.188889,-2.04557,0.0188889,-0.980661,0.188889,All
-0.877168,0.2,-2.02737,0.02,-0.882918,0.2,All
-0.855654,0.211111,-1.96445,0.0211111,-0.828938,0.211111,All
-0.842421,0.222222,-1.94503,0.0222222,-0.807179,0.222222,All
-0.809931,0.233333,-1.91816,0.0233333,-0.78813,0.233333,All
-0.801149,0.244444,-1.91704,0.0244444,-0.772821,0.244444,All
-0.783799,0.255556,-1.91369,0.0255556,-0.768418,0.255556,All
-0.7693,0.266667,-1.90319,0.0266667,-0.751281,0.266667,All
-0.767786,0.277778,-1.89565,0.0277778,-0.736515,0.277778,All
-0.767468,0.288889,-1.8943,0.0288889,-0.724051,0.288889,All
-0.762205,0.3,-1.87083,0.03,-0.722715,0.3,All
-0.749291,0.311111,-1.85513,0.0311111,-0.716875,0.311111,All
-0.71951,0.322222,-1.85378,0.0322222,-0.682897,0.322222,All
-0.686591,0.333333,-1.84865,0.0333333,-0.635505,0.333333,All
-0.669574,0.344444,-1.8211,0.0344444,-0.617331,0.344444,All
-0.633215,0.355556,-1.78175,0.0355556,-0.607415,0.355556,All
-0.620703,0.366667,-1.75544,0.0366667,-0.556847,0.366667,All
-0.601898,0.377778,-1.74544,0.0377778,-0.535257,0.377778,All
-0.55786,0.388889,-1.73256,0.0388889,-0.511181,0.388889,All
-0.53398,0.4,-1.71903,0.04,-0.469817,0.4,All
-0.533834,0.411111,-1.70556,0.0411111,-0.457921,0.411111,All
-0.518299,0.422222,-1.70142,0.0422222,-0.436937,0.422222,All
-0.514826,0.433333,-1.69124,0.0433333,-0.422806,0.433333,All
-0.488715,0.444444,-1.68167,0.0444444,-0.374261,0.444444,All
-0.467289,0.455556,-1.67935,0.0455556,-0.34073,0.455556,All
-0.404655,0.466667,-1.67106,0.0466667,-0.322468,0.466667,All
-0.379057,0.477778,-1.66622,0.0477778,-0.283678,0.477778,All
-0.350059,0.488889,-1.65731,0.0488889,-0.27584,0.488889,All
-0.345812,0.5,-1.65408,0.05,-0.232931,0.5,All
-0.294477,0.511111,-1.62984,0.0511111,-0.158487,0.511111,All
