pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.40995,0.126686,-2.6684,0.0221846,-1.67403,0.0542309,All
-0.927566,0.63343,-2.46138,0.0166384,-1.22328,0.352501,All
-0.445184,0.481407,-2.25437,0.0110923,-0.772531,0.488078,All
0.0371987,0.304046,-2.04735,0.0610076,-0.321784,0.433847,All
0.519581,0.253372,-1.84033,0.077646,0.128964,0.29827,All
1.00196,0.152023,-1.63332,0.116469,0.579711,0.29827,All
1.48435,0.152023,-1.4263,0.177477,1.03046,0.189808,All
1.96673,0.0760116,-1.21928,0.2163,1.48121,0.162693,All
2.44911,0.0760116,-1.01226,0.277307,1.93195,0.108462,All
2.93149,0.0253372,-0.805245,0.232938,2.3827,0.0542309,All
,,-0.598228,0.349407,,,All
,,-0.391211,0.288399,,,All
,,-0.184193,0.415961,,,All
,,0.0228243,0.46033,,,All
,,0.229842,0.38823,,,All
,,0.436859,0.421507,,,All
,,0.643877,0.327222,,,All
,,0.850894,0.271761,,,All
,,1.05791,0.255123,,,All
,,1.26493,0.155292,,,All
,,1.47195,0.122015,,,All
,,1.67896,0.116469,,,All
,,1.88598,0.077646,,,All
,,2.093,0.0665537,,,All
,,2.30002,0.0332769,,,All
,,2.50703,0.0110923,,,All
,,2.71405,0.0166384,,,All
,,2.92107,0,,,All
,,3.12809,0,,,All
,,3.3351,0.00554614,,,All
