pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.4274,0.456342,-1.96038,0.01533,-1.79156,0.431675,All
-1.29349,1.00395,-1.81059,0.022995,-1.59337,0.801683,All
-1.15957,0.912685,-1.6608,0.0383251,-1.39518,1.04835,All
-1.02566,1.91664,-1.51101,0.0919802,-1.19698,1.23336,All
-0.891743,1.4603,-1.36122,0.130305,-0.998787,0.431675,All
-0.757828,1.18649,-1.21143,0.176295,-0.800593,0.740015,All
-0.623913,0.730148,-1.06164,0.298936,-0.602399,0.308339,All
-0.489998,0.365074,-0.911849,0.298936,-0.404204,0.370007,All
-0.356083,0,-0.762058,0.406246,-0.20601,0.0616679,All
-0.222168,0.182537,-0.612267,0.398581,-0.0078157,0.123336,All
,,-0.462476,0.574876,,,All
,,-0.312686,0.636196,,,All
,,-0.162895,0.605536,,,All
,,-0.0131043,0.559546,,,All
,,0.136686,0.528886,,,All
,,0.286477,0.482896,,,All
,,0.436268,0.329596,,,All
,,0.586059,0.337261,,,All
,,0.735849,0.260611,,,All
,,0.88564,0.21462,,,All
,,1.03543,0.16863,,,All
,,1.18522,0.0996452,,,All
,,1.33501,0.0919802,,,All
,,1.4848,0.0459901,,,All
,,1.63459,0.0459901,,,All
,,1.78438,0,,,All
,,1.93418,0.022995,,,All
,,2.08397,0,,,All
,,2.23376,0.00766501,,,All
,,2.38355,0.00766501,,,All
