parameter,value,se_sa,rse_sa
Cl_pop,20.6,4.05419864266288,19.6805759352567
beta_Cl_tSCRMGDL,-0.415,0.183051999618789,44.1089155707925
V1_pop,23.8,2.14768406243914,9.02388261529049
Q_pop,23.4,,
V2_pop,10.9509902683016,3.11833789758373,28.4753964818138
omega_Cl,0.224,0.0429691539669941,19.1826580209795
omega_V1,0.299,0.0718199977027776,24.0200661213303
omega_Q,0.946,0.35122016462817,37.1268672968467
omega_V2,0.795,0.20815098154197,26.1825134015056
a,1.86,0.205829761704919,11.0661162206946
