Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.91337,0.0986024,14.4406,0.0218873,46.7438,0.0112905,4.75869,0.0493946,All
9.85993,0.144111,17.3928,0.0389108,135.132,0.000812269,10.5727,0.04569,All
10.8065,0.106187,20.345,0.0778216,223.52,0,16.3867,0.0308716,All
11.7531,0.121357,23.2972,0.0802535,311.908,0,22.2006,0.00987892,All
12.6996,0.0455088,26.2494,0.0437747,400.296,0,28.0146,0.00740919,All
13.6462,0.0606784,29.2015,0.034047,488.684,0,33.8286,0.0172881,All
14.5927,0.0986024,32.1537,0.0243193,577.072,0,39.6426,0.00864406,All
15.5393,0.0834328,35.1059,0.0170235,665.46,0,45.4566,0.00493946,All
16.4859,0.0682632,38.0581,0.00486385,753.848,0,51.2705,0.00617433,All
17.4324,0.0834328,41.0103,0.00486385,842.236,0,57.0845,0.00246973,All
18.379,0.0986024,43.9624,0.00729578,930.625,0,62.8985,0,All
19.3256,0.0834328,46.9146,0.00729578,1019.01,0,68.7125,0,All
20.2721,0.0455088,49.8668,0.00243193,1107.4,8.12269e-05,74.5265,0.00246973,All
