Cl_pop,0.83949,-0.0072665,0.25036,-0.13971,0.00027378,0.00031854,-0.011504,-0.00091729,0.005846,-8.1086e-5
V1_pop,-0.0072665,8.4429,-26.01,-0.39586,0.0029323,-3.2543e-5,0.21502,0.16283,-0.17747,0.0075701
Q_pop,0.25036,-26.01,206.31,-12.534,-0.012513,0.19289,-3.4677,-0.84077,1.3756,-0.046571
V2_pop,-0.13971,-0.39586,-12.534,18.02,-0.0037092,-0.14183,1.4785,0.032701,-0.31896,0.0092917
omega_Cl,0.00027378,0.0029323,-0.012513,-0.0037092,0.0023733,3.0608e-5,-8.8642e-6,-3.2189e-5,2.9352e-5,-7.9546e-6
omega_V1,0.00031854,-3.2543e-5,0.19289,-0.14183,3.0608e-5,0.0091763,-0.032518,-0.0042106,0.0064258,-0.00034759
omega_Q,-0.011504,0.21502,-3.4677,1.4785,-8.8642e-6,-0.032518,0.35108,0.023101,-0.067513,0.0027252
omega_V2,-0.00091729,0.16283,-0.84077,0.032701,-3.2189e-5,-0.0042106,0.023101,0.055598,-0.016775,0.0008058
a,0.005846,-0.17747,1.3756,-0.31896,2.9352e-5,0.0064258,-0.067513,-0.016775,0.086019,-0.0030397
b,-8.1086e-5,0.0075701,-0.046571,0.0092917,-7.9546e-6,-0.00034759,0.0027252,0.0008058,-0.0030397,0.00028374
