pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.38967,0.142997,-3.10809,0.0103392,-1.56658,0.0921441,All
-0.962313,0.54339,-2.886,0.00516958,-1.16866,0.368577,All
-0.534955,0.600589,-2.6639,0.0103392,-0.770729,0.58358,All
-0.107597,0.200196,-2.4418,0.0155087,-0.372801,0.399291,All
0.319761,0.400393,-2.2197,0.0310175,0.025126,0.153574,All
0.747119,0.314594,-1.99761,0.0568654,0.423053,0.460721,All
1.17448,0.114398,-1.77551,0.0723741,0.82098,0.368577,All
1.60183,0.0857985,-1.55341,0.0878828,1.21891,0.0921441,All
2.02919,0.057199,-1.33132,0.237801,1.61683,0.0921441,All
2.45655,0.114398,-1.10922,0.253309,2.01476,0.153574,All
,,-0.887122,0.279157,,,All
,,-0.665025,0.263648,,,All
,,-0.442928,0.325683,,,All
,,-0.220831,0.48594,,,All
,,0.00126588,0.392888,,,All
,,0.223363,0.356701,,,All
,,0.44546,0.429075,,,All
,,0.667557,0.346362,,,All
,,0.889654,0.263648,,,All
,,1.11175,0.263648,,,All
,,1.33385,0.103392,,,All
,,1.55595,0.12407,,,All
,,1.77804,0.108561,,,All
,,2.00014,0.0672045,,,All
,,2.22224,0.0310175,,,All
,,2.44433,0.0155087,,,All
,,2.66643,0,,,All
,,2.88853,0.0103392,,,All
,,3.11063,0,,,All
,,3.33272,0.00516958,,,All
