pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.47694,0.0792066,-3.15526,0.00474297,-1.64121,0.0582223,All
-1.01402,0.475239,-2.91318,0.00948594,-1.22137,0.232889,All
-0.551093,0.60725,-2.67111,0.00948594,-0.801521,0.698668,All
-0.0881688,0.369631,-2.42904,0.00474297,-0.381674,0.349334,All
0.374756,0.23762,-2.18696,0.0853734,0.0381726,0.349334,All
0.83768,0.211218,-1.94489,0.0569156,0.458019,0.262,All
1.3006,0.158413,-1.70282,0.147032,0.877866,0.232889,All
1.76353,0.0792066,-1.46074,0.147032,1.29771,0.203778,All
2.22645,0.0792066,-1.21867,0.137546,1.71756,0.116445,All
2.68938,0.0792066,-0.976594,0.251377,2.13741,0.116445,All
,,-0.73452,0.260863,,,All
,,-0.492446,0.336751,,,All
,,-0.250373,0.355723,,,All
,,-0.00829876,0.388923,,,All
,,0.233775,0.493269,,,All
,,0.475849,0.407895,,,All
,,0.717923,0.346237,,,All
,,0.959996,0.279835,,,All
,,1.20207,0.184976,,,All
,,1.44414,0.12806,,,All
,,1.68622,0.0853734,,,All
,,1.92829,0.0664016,,,All
,,2.17037,0.0284578,,,All
,,2.41244,0.0284578,,,All
,,2.65451,0.0189719,,,All
,,2.89659,0,,,All
,,3.13866,0,,,All
,,3.38073,0,,,All
,,3.62281,0,,,All
,,3.86488,0.00474297,,,All
