standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.91292,0.00666667,-2.38482,0.00666667,-2.4302,0.00666667,-2.29492,0.00666667,All
-1.71097,0.0133333,-2.3121,0.0133333,-2.14141,0.0133333,-2.18335,0.0133333,All
-1.7014,0.02,-1.91265,0.02,-2.02254,0.02,-2.17993,0.02,All
-1.69221,0.0266667,-1.7818,0.0266667,-1.93945,0.0266667,-2.05152,0.0266667,All
-1.68387,0.0333333,-1.76821,0.0333333,-1.79934,0.0333333,-1.94575,0.0333333,All
-1.66437,0.04,-1.76457,0.04,-1.64778,0.04,-1.91489,0.04,All
-1.66066,0.0466667,-1.73355,0.0466667,-1.59645,0.0466667,-1.85754,0.0466667,All
-1.65935,0.0533333,-1.59228,0.0533333,-1.58004,0.0533333,-1.83089,0.0533333,All
-1.61904,0.06,-1.54051,0.06,-1.5325,0.06,-1.78153,0.06,All
-1.56213,0.0666667,-1.49755,0.0666667,-1.43376,0.0666667,-1.74509,0.0666667,All
-1.53351,0.0733333,-1.47177,0.0733333,-1.42658,0.0733333,-1.74463,0.0733333,All
-1.52322,0.08,-1.44668,0.08,-1.40395,0.08,-1.69557,0.08,All
-1.51657,0.0866667,-1.40625,0.0866667,-1.35375,0.0866667,-1.68519,0.0866667,All
-1.51444,0.0933333,-1.37878,0.0933333,-1.32295,0.0933333,-1.62687,0.0933333,All
-1.50504,0.1,-1.36124,0.1,-1.30298,0.1,-1.57498,0.1,All
-1.47663,0.106667,-1.32907,0.106667,-1.28258,0.106667,-1.55139,0.106667,All
-1.44917,0.113333,-1.31456,0.113333,-1.26933,0.113333,-1.49577,0.113333,All
-1.44612,0.12,-1.31282,0.12,-1.23585,0.12,-1.42778,0.12,All
-1.42529,0.126667,-1.26205,0.126667,-1.22938,0.126667,-1.38023,0.126667,All
-1.41848,0.133333,-1.2486,0.133333,-1.16302,0.133333,-1.29703,0.133333,All
