standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.75311,0.202164,-2.17368,0.0340025,-2.18395,0.0583105,-2.11699,0.100879,All
-1.43349,0.359403,-1.75139,0.119009,-1.69145,0.0728882,-1.76115,0.181582,All
-1.11387,0.314478,-1.32909,0.204015,-1.19895,0.276975,-1.4053,0.121054,All
-0.794256,0.0449254,-0.906803,0.289022,-0.706445,0.349863,-1.04945,0.28246,All
-0.474638,0.0224627,-0.484512,0.493037,-0.213945,0.233242,-0.693603,0.383339,All
-0.15502,0.336941,-0.0622202,0.40803,0.278555,0.510217,-0.337755,0.28246,All
0.164599,0.786195,0.360071,0.221016,0.771056,0.379018,0.0180924,0.221933,All
0.484217,0.49418,0.782362,0.289022,1.26356,0.204087,0.37394,0.383339,All
0.803835,0.269552,1.20465,0.255019,1.75606,0.0583105,0.729788,0.504393,All
1.12345,0.224627,1.62694,0.0850063,2.24856,0.0291553,1.08564,0.383339,All
1.44307,0.202164,2.04924,0.0340025,2.74106,0,1.44148,0.14123,All
1.76269,0.0224627,2.47153,0.0340025,3.23356,0,1.79733,0,All
2.08231,0.0898508,2.89382,0.0850063,3.72606,0.0145776,2.15318,0.0403515,All
