iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.9067,0.0546752,24.2758,0.170783,43.619,0.6775,21.0493,0.696412
2,13.9489,0.0494985,24.0933,0.1657,41.2654,0.623377,21.1286,0.609438
3,13.9466,0.0458946,24.1073,0.156923,39.5831,0.618881,20.8405,0.567196
4,13.9554,0.0452772,24.1135,0.156496,39.4811,0.641603,20.8517,0.563479
5,13.9511,0.0447311,24.0912,0.157857,39.9098,0.641266,20.6396,0.555976
6,13.9413,0.044382,24.0212,0.157897,40.5315,0.630519,20.603,0.544124
7,13.9432,0.0442148,24.0558,0.159339,40.9529,0.634702,20.3663,0.528354
8,13.9575,0.0440624,24.0811,0.157117,40.3914,0.628554,20.2383,0.519816
9,13.9534,0.0437108,24.0971,0.154746,41.0696,0.624656,20.1722,0.516399
10,13.9609,0.0433896,24.159,0.154017,41.2928,0.633271,20.2866,0.526068
11,13.9576,0.0432144,24.2679,0.153887,40.9881,0.641851,20.0482,0.527377
12,13.9577,0.0429871,24.3265,0.153264,40.9512,0.638632,20.0102,0.528199
13,13.9509,0.0426719,24.3918,0.151551,40.8158,0.639546,20.0436,0.537129
14,13.9516,0.0423223,24.4605,0.151509,41.3626,0.654889,20.185,0.543905
15,13.9575,0.0423877,24.4527,0.151355,42.3614,0.67471,20.2905,0.545866
16,13.9629,0.0423026,24.4405,0.152607,42.7582,0.684472,20.5785,0.546561
17,13.9626,0.0420953,24.4705,0.153138,43.8944,0.700872,20.5565,0.54499
18,13.9626,0.0417475,24.4622,0.152676,44.1476,0.699123,20.5319,0.544027
19,13.9651,0.0415274,24.4187,0.153876,44.1003,0.695468,20.4422,0.538889
20,13.9632,0.0415446,24.3621,0.154559,44.5376,0.692569,20.4454,0.535126
21,13.9635,0.041576,24.3122,0.153652,44.9585,0.689297,20.3219,0.532037
22,13.9664,0.041614,24.3127,0.153171,44.8442,0.685928,20.2352,0.530588
23,13.9652,0.0417067,24.3143,0.153474,44.7816,0.685299,20.1699,0.531084
24,13.9666,0.0420088,24.3251,0.153623,44.7368,0.68741,20.1378,0.531331
25,13.9675,0.0419165,24.3578,0.154265,44.8911,0.691755,20.1737,0.534837
26,13.9693,0.0419696,24.3683,0.154535,46.0396,0.70192,20.2209,0.533754
27,13.9684,0.0419321,24.3681,0.15491,46.7761,0.70608,20.2633,0.535128
28,13.9688,0.0419583,24.382,0.156179,46.8719,0.712703,20.2926,0.534811
29,13.9718,0.0419126,24.3783,0.15593,47.0683,0.719606,20.1796,0.532608
30,13.9735,0.0418335,24.3667,0.155907,46.9701,0.723609,20.1012,0.532396
31,13.9706,0.04181,24.3493,0.155897,46.8114,0.721387,20.0671,0.534077
32,13.9695,0.0418237,24.3251,0.156041,46.6953,0.723967,20.04,0.534249
33,13.9728,0.041728,24.3254,0.155296,46.5451,0.727445,20.1109,0.535272
34,13.971,0.0417076,24.3256,0.155037,46.9134,0.729024,20.1408,0.535322
35,13.9725,0.0417315,24.3168,0.155479,47.3267,0.731221,20.072,0.536654
36,13.973,0.0418241,24.3166,0.155754,47.1097,0.731878,19.9992,0.536065
37,13.9741,0.0417383,24.3208,0.155139,46.9293,0.730127,19.9654,0.534889
38,13.975,0.041766,24.326,0.154657,46.8559,0.730992,19.9596,0.534036
39,13.9777,0.0418307,24.335,0.15405,46.5512,0.728954,19.9506,0.532438
40,13.979,0.0418547,24.3436,0.153845,46.5171,0.728141,19.9214,0.529619
41,13.9748,0.0419187,24.3375,0.153763,46.5167,0.729701,19.9856,0.529603
42,13.9764,0.0421119,24.3446,0.154029,46.4031,0.73022,19.9684,0.527646
43,13.9761,0.0419801,24.3562,0.154183,46.2582,0.731524,19.9563,0.528022
44,13.9743,0.0419779,24.3594,0.15409,46.3084,0.731184,19.963,0.52742
45,13.9743,0.0419575,24.3624,0.153723,46.3993,0.731912,19.937,0.526757
46,13.9754,0.0419284,24.3674,0.15336,46.5851,0.731965,19.9053,0.526159
47,13.9756,0.041907,24.3657,0.153645,46.631,0.732848,19.8338,0.527112
48,13.9775,0.0419305,24.3653,0.154022,46.59,0.735111,19.8122,0.530759
49,13.9802,0.0420968,24.3743,0.154962,46.656,0.73687,19.8048,0.535367
50,13.9829,0.0420275,24.3815,0.155648,46.6083,0.737618,19.826,0.536393
51,13.9833,0.0419457,24.3888,0.15572,46.4058,0.738956,19.8622,0.537338
52,13.9825,0.0419083,24.3921,0.155719,46.4988,0.740717,19.8838,0.536737
53,13.9824,0.0418245,24.3947,0.1558,46.3909,0.739583,19.8741,0.535598
54,13.9826,0.0418634,24.4043,0.155568,46.275,0.738102,19.8721,0.534006
55,13.982,0.0418938,24.4175,0.155277,46.2763,0.737882,19.8893,0.533528
56,13.9788,0.04191,24.4326,0.155364,46.3602,0.73898,19.8898,0.534207
57,13.9775,0.0418585,24.4432,0.155101,46.3036,0.73712,19.8938,0.534974
58,13.977,0.0417884,24.4556,0.154912,46.2409,0.734811,19.8994,0.534845
59,13.9764,0.0417108,24.4592,0.154699,46.1326,0.733214,19.9083,0.534971
60,13.9772,0.0417661,24.464,0.154516,46.0196,0.732795,19.8792,0.533809
61,13.9787,0.0417881,24.4665,0.154097,46.0516,0.731512,19.8561,0.534417
62,13.9794,0.0417402,24.4655,0.153713,46.0919,0.730768,19.8245,0.534007
63,13.9792,0.0416721,24.4599,0.153272,46.0731,0.72833,19.8101,0.534694
64,13.9755,0.041768,24.4655,0.153269,46.1032,0.727681,19.781,0.535044
65,13.9744,0.0417802,24.4716,0.153248,46.0294,0.726359,19.7768,0.534385
66,13.9713,0.041705,24.4794,0.153393,45.9828,0.72673,19.7615,0.532615
67,13.9714,0.0416723,24.486,0.153295,45.9168,0.730008,19.7618,0.533796
68,13.9704,0.0416838,24.4956,0.153143,45.871,0.730247,19.74,0.533017
69,13.9695,0.0416539,24.5004,0.153454,45.7622,0.729583,19.7495,0.533783
70,13.9671,0.0416783,24.5047,0.153447,45.8119,0.729214,19.7198,0.533216
71,13.9676,0.0416012,24.5114,0.153387,45.7374,0.728391,19.685,0.533099
72,13.9709,0.0416372,24.5153,0.15332,45.6704,0.727243,19.6462,0.533655
73,13.9735,0.0417303,24.5239,0.153166,45.5786,0.727052,19.6365,0.532198
74,13.9744,0.0417431,24.5257,0.153211,45.514,0.727501,19.6076,0.531954
75,13.9735,0.0417757,24.5339,0.152956,45.4598,0.725893,19.6149,0.531811
76,13.9733,0.0417514,24.5399,0.152591,45.3792,0.72431,19.6414,0.531114
77,13.9721,0.0417214,24.547,0.152288,45.2177,0.722677,19.6623,0.530817
78,13.9715,0.0416816,24.5546,0.151906,45.0481,0.720929,19.6546,0.529614
79,13.9708,0.0417295,24.5578,0.151732,45.0347,0.720248,19.706,0.531271
80,13.9705,0.0417429,24.5629,0.151726,44.9481,0.720098,19.6862,0.530911
81,13.9704,0.0417325,24.5657,0.151891,44.844,0.719917,19.6704,0.529782
82,13.9708,0.0416878,24.5676,0.151922,44.7606,0.718554,19.6572,0.529567
83,13.971,0.0416547,24.5641,0.152247,44.6813,0.717426,19.6313,0.530296
84,13.9723,0.0416851,24.5665,0.152433,44.6111,0.718198,19.5977,0.53008
85,13.9733,0.0417125,24.5694,0.15275,44.5615,0.718718,19.5836,0.530329
