pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-0.805404,0.0866674,-4.10401,0.00702941,-1.40274,0.085261,All
-0.66438,0,-3.77734,0.0105441,-1.11604,0.170522,All
-0.523355,0.346669,-3.45067,0.00702941,-0.82934,0.213153,All
-0.382331,0.260002,-3.124,0.0105441,-0.542639,0.468936,All
-0.241306,0.433337,-2.79733,0.0140588,-0.255938,0.468936,All
-0.100282,1.47335,-2.47066,0.0105441,0.0307637,1.74785,All
0.0407426,2.86002,-2.14399,0.0175735,0.317465,0.383675,All
0.181767,1.56001,-1.81732,0.0140588,0.604166,0.127892,All
0.322792,0.693339,-1.49065,0.035147,0.890867,0.085261,All
0.463816,0.0866674,-1.16398,0.130044,1.17757,0.085261,All
,,-0.837307,0.165191,,,All
,,-0.510637,0.144103,,,All
,,-0.183967,0.903279,,,All
,,0.142703,1.12822,,,All
,,0.469373,0.200338,,,All
,,0.796043,0.140588,,,All
,,1.12271,0.05975,,,All
,,1.44938,0.0421764,,,All
,,1.77605,0.0175735,,,All
,,2.10272,0.0140588,,,All
,,2.42939,0.0035147,,,All
,,2.75606,0.00702941,,,All
,,3.08273,0.00702941,,,All
,,3.4094,0.0316323,,,All
,,3.73607,0.00702941,,,All
,,4.06274,0.0140588,,,All
,,4.38941,0,,,All
,,4.71608,0,,,All
,,5.04275,0.0175735,,,All
,,5.36942,0.0035147,,,All
