trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtWTKG_abscissa,trans_Cl_vs_logtWTKG_spline,trans_Cl_vs_logtWTKG_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtWTKG_abscissa,trans_Q_vs_logtWTKG_spline,trans_Q_vs_logtWTKG_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtWTKG_abscissa,trans_V1_vs_logtWTKG_spline,trans_V1_vs_logtWTKG_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtWTKG_abscissa,trans_V2_vs_logtWTKG_spline,trans_V2_vs_logtWTKG_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.26,2.60772,2.82089,59,2.5666,2.50896,-0.137992,2.56531,2.50574,0.481481,2.60772,2.82089,0.26,3.42291,1.96683,59,0.717049,1.26387,-0.137992,0.695758,1.21065,0.481481,3.42291,1.96683,0.26,3.39809,3.33737,59,3.39861,3.30941,-0.137992,3.40024,3.31348,0.481481,3.39809,3.33737,0.26,3.67792,3.2065,59,4.12716,4.06987,-0.137992,4.16535,4.16535,0.481481,3.67792,3.2065,All
0.267677,2.61663,2.81532,59.3131,2.54205,2.51254,-0.133726,2.54542,2.50909,0.495698,2.61663,2.81532,0.267677,3.27338,1.97925,59.3131,1.23,1.30602,-0.133726,1.11548,1.25064,0.495698,3.27338,1.97925,0.267677,3.40244,3.33716,59.3131,3.36067,3.31012,-0.133726,3.36969,3.31399,0.495698,3.40244,3.33716,0.267677,3.68267,3.19622,59.3131,4.07664,4.0249,-0.133726,4.12141,4.12141,0.495698,3.68267,3.19622,All
0.275354,2.62554,2.80974,59.6263,2.5175,2.51611,-0.129461,2.52552,2.51245,0.509914,2.62554,2.80974,0.275354,3.12384,1.99167,59.6263,1.74294,1.34817,-0.129461,1.53521,1.29064,0.509914,3.12384,1.99167,0.275354,3.40679,3.33694,59.6263,3.32273,3.31084,-0.129461,3.33914,3.3145,0.509914,3.40679,3.33694,0.275354,3.68742,3.18594,59.6263,4.02612,3.97992,-0.129461,4.07747,4.07747,0.509914,3.68742,3.18594,All
0.28303,2.63445,2.80416,59.9394,2.49296,2.51969,-0.125196,2.50563,2.5158,0.52413,2.63445,2.80416,0.28303,2.9743,2.0041,59.9394,2.25589,1.39031,-0.125196,1.95493,1.33064,0.52413,2.9743,2.0041,0.28303,3.41114,3.33673,59.9394,3.28479,3.31155,-0.125196,3.30859,3.31502,0.52413,3.41114,3.33673,0.28303,3.69217,3.17566,59.9394,3.9756,3.93494,-0.125196,4.03353,4.03353,0.52413,3.69217,3.17566,All
0.290707,2.64335,2.79859,60.2525,2.55236,2.52327,-0.12093,2.49089,2.51915,0.538346,2.64335,2.79859,0.290707,2.82477,2.01652,60.2525,2.471,1.43246,-0.12093,2.35634,1.37063,0.538346,2.82477,2.01652,0.290707,3.41549,3.33652,60.2525,3.2684,3.31226,-0.12093,3.27924,3.31553,0.538346,3.41549,3.33652,0.290707,3.69692,3.16538,60.2525,3.92551,3.88997,-0.12093,3.98958,3.98958,0.538346,3.69692,3.16538,All
0.298384,2.65226,2.79301,60.5657,2.63191,2.52685,-0.116665,2.5574,2.52251,0.552563,2.65226,2.79301,0.298384,2.67523,2.02894,60.5657,2.61462,1.47461,-0.116665,2.46899,1.41063,0.552563,2.67523,2.02894,0.298384,3.41984,3.3363,60.5657,3.25718,3.31297,-0.116665,3.26888,3.31604,0.552563,3.41984,3.3363,0.298384,3.70167,3.15509,60.5657,3.87553,3.84499,-0.116665,3.94564,3.94564,0.552563,3.70167,3.15509,All
0.306061,2.66117,2.78743,60.8788,2.71146,2.53043,-0.1124,2.6239,2.52586,0.566779,2.66117,2.78743,0.306061,2.5257,2.04137,60.8788,2.75824,1.51675,-0.1124,2.58164,1.45063,0.566779,2.5257,2.04137,0.306061,3.42419,3.33609,60.8788,3.24596,3.31368,-0.1124,3.25851,3.31656,0.566779,3.42419,3.33609,0.306061,3.70642,3.14481,60.8788,3.82554,3.80001,-0.1124,3.9017,3.9017,0.566779,3.70642,3.14481,All
0.313737,2.67008,2.78186,61.1919,2.73093,2.53401,-0.108134,2.69041,2.52921,0.580995,2.67008,2.78186,0.313737,2.37616,2.05379,61.1919,2.76904,1.5589,-0.108134,2.69429,1.49062,0.580995,2.37616,2.05379,0.313737,3.42854,3.33588,61.1919,3.25011,3.31439,-0.108134,3.24815,3.31707,0.580995,3.42854,3.33588,0.313737,3.71117,3.13453,61.1919,3.77633,3.75504,-0.108134,3.85776,3.85776,0.580995,3.71117,3.13453,All
0.321414,2.67899,2.77628,61.5051,2.71247,2.53759,-0.103869,2.74171,2.53257,0.595211,2.67899,2.77628,0.321414,2.22662,2.06621,61.5051,2.69597,1.60105,-0.103869,2.77539,1.53062,0.595211,2.22662,2.06621,0.321414,3.4329,3.33566,61.5051,3.26398,3.31511,-0.103869,3.24196,3.31759,0.595211,3.4329,3.33566,0.321414,3.71591,3.12425,61.5051,3.72761,3.71006,-0.103869,3.81382,3.81382,0.595211,3.71591,3.12425,All
0.329091,2.6879,2.7707,61.8182,2.69401,2.54116,-0.0996034,2.72578,2.53592,0.609428,2.6879,2.7707,0.329091,2.07709,2.07863,61.8182,2.6229,1.64319,-0.0996034,2.71696,1.57062,0.609428,2.07709,2.07863,0.329091,3.43725,3.33545,61.8182,3.27785,3.31582,-0.0996034,3.25423,3.3181,0.609428,3.43725,3.33545,0.329091,3.72066,3.11397,61.8182,3.67888,3.66508,-0.0996034,3.76988,3.76988,0.609428,3.72066,3.11397,All
0.336768,2.69681,2.76513,62.1313,2.67555,2.54474,-0.095338,2.70985,2.53928,0.623644,2.69681,2.76513,0.336768,1.92755,2.09106,62.1313,2.54983,1.68534,-0.095338,2.65853,1.61061,0.623644,1.92755,2.09106,0.336768,3.4416,3.33524,62.1313,3.29172,3.31653,-0.095338,3.2665,3.31861,0.623644,3.4416,3.33524,0.336768,3.72541,3.10369,62.1313,3.63016,3.62011,-0.095338,3.72593,3.72593,0.623644,3.72541,3.10369,All
0.344444,2.70572,2.75955,62.4444,2.65709,2.54832,-0.0910726,2.69392,2.54263,0.63786,2.70572,2.75955,0.344444,1.77802,2.10348,62.4444,2.47676,1.72748,-0.0910726,2.60009,1.65061,0.63786,1.77802,2.10348,0.344444,3.44595,3.33502,62.4444,3.30558,3.31724,-0.0910726,3.27877,3.31913,0.63786,3.44595,3.33502,0.344444,3.73016,3.09341,62.4444,3.58144,3.57513,-0.0910726,3.68199,3.68199,0.63786,3.73016,3.09341,All
0.352121,2.71423,2.75397,62.7576,2.63862,2.5519,-0.0868073,2.678,2.54598,0.652076,2.71423,2.75397,0.352121,1.69582,2.1159,62.7576,2.40368,1.76963,-0.0868073,2.54166,1.6906,0.652076,1.69582,2.1159,0.352121,3.44505,3.33481,62.7576,3.31945,3.31795,-0.0868073,3.29104,3.31964,0.652076,3.44505,3.33481,0.352121,3.72849,3.08313,62.7576,3.53271,3.53015,-0.0868073,3.63805,3.63805,0.652076,3.72849,3.08313,All
0.359798,2.72173,2.74839,63.0707,2.62016,2.55548,-0.0825419,2.66207,2.54934,0.666293,2.72173,2.74839,0.359798,1.78998,2.12832,63.0707,2.33061,1.81178,-0.0825419,2.48323,1.7306,0.666293,1.78998,2.12832,0.359798,3.4304,3.3346,63.0707,3.33332,3.31867,-0.0825419,3.30331,3.32016,0.666293,3.4304,3.3346,0.359798,3.71,3.07285,63.0707,3.48399,3.48517,-0.0825419,3.59411,3.59411,0.666293,3.71,3.07285,All
0.367475,2.72922,2.74282,63.3838,2.6017,2.55906,-0.0782765,2.64614,2.55269,0.680509,2.72922,2.74282,0.367475,1.88414,2.14075,63.3838,2.25754,1.85392,-0.0782765,2.4248,1.7706,0.680509,1.88414,2.14075,0.367475,3.41576,3.33439,63.3838,3.34718,3.31938,-0.0782765,3.31558,3.32067,0.680509,3.41576,3.33439,0.367475,3.6915,3.06257,63.3838,3.43527,3.4402,-0.0782765,3.55017,3.55017,0.680509,3.6915,3.06257,All
0.375152,2.73671,2.73724,63.697,2.58324,2.56264,-0.0740111,2.63021,2.55604,0.694725,2.73671,2.73724,0.375152,1.9783,2.15317,63.697,2.18447,1.89607,-0.0740111,2.36637,1.81059,0.694725,1.9783,2.15317,0.375152,3.40111,3.33417,63.697,3.36105,3.32009,-0.0740111,3.32785,3.32118,0.694725,3.40111,3.33417,0.375152,3.67301,3.05229,63.697,3.38654,3.39522,-0.0740111,3.50623,3.50623,0.694725,3.67301,3.05229,All
0.382828,2.74421,2.73166,64.0101,2.56478,2.56622,-0.0697458,2.61428,2.5594,0.708941,2.74421,2.73166,0.382828,2.07246,2.16559,64.0101,2.11139,1.93822,-0.0697458,2.30794,1.85059,0.708941,2.07246,2.16559,0.382828,3.38646,3.33396,64.0101,3.37492,3.3208,-0.0697458,3.34013,3.3217,0.708941,3.38646,3.33396,0.382828,3.65452,3.04201,64.0101,3.33782,3.35024,-0.0697458,3.46229,3.46229,0.708941,3.65452,3.04201,All
0.390505,2.7517,2.72609,64.3232,2.54631,2.56979,-0.0654804,2.59835,2.56275,0.723158,2.7517,2.72609,0.390505,2.16662,2.17802,64.3232,2.03832,1.98036,-0.0654804,2.24951,1.89059,0.723158,2.16662,2.17802,0.390505,3.37181,3.33375,64.3232,3.38879,3.32151,-0.0654804,3.3524,3.32221,0.723158,3.37181,3.33375,0.390505,3.63602,3.03173,64.3232,3.2891,3.30527,-0.0654804,3.41834,3.41834,0.723158,3.63602,3.03173,All
0.398182,2.75919,2.72051,64.6364,2.52785,2.57337,-0.061215,2.58242,2.56611,0.737374,2.75919,2.72051,0.398182,2.26078,2.19044,64.6364,1.96525,2.02251,-0.061215,2.19108,1.93058,0.737374,2.26078,2.19044,0.398182,3.35717,3.33353,64.6364,3.40265,3.32222,-0.061215,3.36467,3.32273,0.737374,3.35717,3.33353,0.398182,3.61753,3.02145,64.6364,3.24037,3.26029,-0.061215,3.3744,3.3744,0.737374,3.61753,3.02145,All
0.405859,2.76668,2.71493,64.9495,2.50939,2.57695,-0.0569496,2.56649,2.56946,0.75159,2.76668,2.71493,0.405859,2.35494,2.20286,64.9495,1.89218,2.06466,-0.0569496,2.13265,1.97058,0.75159,2.35494,2.20286,0.405859,3.34252,3.33332,64.9495,3.41652,3.32294,-0.0569496,3.37694,3.32324,0.75159,3.34252,3.33332,0.405859,3.59904,3.01117,64.9495,3.19165,3.21531,-0.0569496,3.33046,3.33046,0.75159,3.59904,3.01117,All
0.413535,2.77418,2.70936,65.2626,2.50184,2.58053,-0.0526842,2.55056,2.57281,0.765806,2.77418,2.70936,0.413535,2.4491,2.21528,65.2626,1.81784,2.1068,-0.0526842,2.07422,2.01058,0.765806,2.4491,2.21528,0.413535,3.32787,3.33311,65.2626,3.3985,3.32365,-0.0526842,3.38921,3.32375,0.765806,3.32787,3.33311,0.413535,3.58055,3.00088,65.2626,3.1441,3.17034,-0.0526842,3.28652,3.28652,0.765806,3.58055,3.00088,All
0.421212,2.78167,2.70378,65.5758,2.49638,2.58411,-0.0484189,2.53463,2.57617,0.780022,2.78167,2.70378,0.421212,2.54326,2.22771,65.5758,1.74326,2.14895,-0.0484189,2.01579,2.05057,0.780022,2.54326,2.22771,0.421212,3.31322,3.33289,65.5758,3.37434,3.32436,-0.0484189,3.40148,3.32427,0.780022,3.31322,3.33289,0.421212,3.56205,2.9906,65.5758,3.09679,3.12536,-0.0484189,3.24258,3.24258,0.780022,3.56205,2.9906,All
0.428889,2.78916,2.6982,65.8889,2.49092,2.58769,-0.0441535,2.5187,2.57952,0.794239,2.78916,2.6982,0.428889,2.63742,2.24013,65.8889,1.66869,2.19109,-0.0441535,1.95736,2.09057,0.794239,2.63742,2.24013,0.428889,3.29857,3.33268,65.8889,3.35019,3.32507,-0.0441535,3.41375,3.32478,0.794239,3.29857,3.33268,0.428889,3.54356,2.98032,65.8889,3.04947,3.08038,-0.0441535,3.19864,3.19864,0.794239,3.54356,2.98032,All
0.436566,2.79666,2.69263,66.202,2.48547,2.59127,-0.0398881,2.50605,2.58287,0.808455,2.79666,2.69263,0.436566,2.73158,2.25255,66.202,1.59411,2.23324,-0.0398881,1.89458,2.13057,0.808455,2.73158,2.25255,0.436566,3.28393,3.33247,66.202,3.32603,3.32578,-0.0398881,3.41554,3.3253,0.808455,3.28393,3.33247,0.436566,3.52507,2.97004,66.202,3.00215,3.03541,-0.0398881,3.1547,3.1547,0.808455,3.52507,2.97004,All
0.444242,2.80415,2.68705,66.5152,2.48001,2.59484,-0.0356227,2.50131,2.58623,0.822671,2.80415,2.68705,0.444242,2.82574,2.26497,66.5152,1.51953,2.27539,-0.0356227,1.82137,2.17056,0.822671,2.82574,2.26497,0.444242,3.26928,3.33225,66.5152,3.30188,3.32649,-0.0356227,3.39214,3.32581,0.822671,3.26928,3.33225,0.444242,3.50658,2.95976,66.5152,2.95483,2.99043,-0.0356227,3.11075,3.11075,0.822671,3.50658,2.95976,All
0.451919,2.81164,2.68147,66.8283,2.47456,2.59842,-0.0313574,2.49656,2.58958,0.836887,2.81164,2.68147,0.451919,2.91991,2.2774,66.8283,1.44495,2.31753,-0.0313574,1.74815,2.21056,0.836887,2.91991,2.2774,0.451919,3.25463,3.33204,66.8283,3.27772,3.32721,-0.0313574,3.36874,3.32632,0.836887,3.25463,3.33204,0.451919,3.48808,2.94948,66.8283,2.90751,2.94545,-0.0313574,3.06681,3.06681,0.836887,3.48808,2.94948,All
0.459596,2.81914,2.67589,67.1414,2.48134,2.602,-0.027092,2.49181,2.59294,0.851104,2.81914,2.67589,0.459596,3.01407,2.28982,67.1414,1.40422,2.35968,-0.027092,1.67494,2.25055,0.851104,3.01407,2.28982,0.459596,3.23998,3.33183,67.1414,3.25506,3.32792,-0.027092,3.34534,3.32684,0.851104,3.23998,3.33183,0.459596,3.46959,2.9392,67.1414,2.86049,2.90047,-0.027092,3.02287,3.02287,0.851104,3.46959,2.9392,All
