standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.87336,0.00666667,-2.31424,0.00666667,-2.9495,0.00666667,-2.29186,0.00666667,All
-1.81298,0.0133333,-2.25661,0.0133333,-2.55187,0.0133333,-2.23862,0.0133333,All
-1.79532,0.02,-2.065,0.02,-2.51677,0.02,-1.98702,0.02,All
-1.74986,0.0266667,-1.94217,0.0266667,-2.50071,0.0266667,-1.98085,0.0266667,All
-1.69895,0.0333333,-1.69735,0.0333333,-2.32591,0.0333333,-1.9104,0.0333333,All
-1.65701,0.04,-1.5782,0.04,-2.29116,0.04,-1.88866,0.04,All
-1.63452,0.0466667,-1.51632,0.0466667,-2.16505,0.0466667,-1.887,0.0466667,All
-1.63314,0.0533333,-1.51532,0.0533333,-2.01135,0.0533333,-1.8153,0.0533333,All
-1.57548,0.06,-1.42799,0.06,-1.879,0.06,-1.76152,0.06,All
-1.55563,0.0666667,-1.36899,0.0666667,-1.82909,0.0666667,-1.71039,0.0666667,All
-1.52782,0.0733333,-1.34582,0.0733333,-1.76081,0.0733333,-1.68579,0.0733333,All
-1.46402,0.08,-1.31873,0.08,-1.75872,0.08,-1.64048,0.08,All
-1.39447,0.0866667,-1.23086,0.0866667,-1.72775,0.0866667,-1.55062,0.0866667,All
-1.37028,0.0933333,-1.15583,0.0933333,-1.58713,0.0933333,-1.51643,0.0933333,All
-1.35392,0.1,-1.1041,0.1,-1.55643,0.1,-1.41755,0.1,All
-1.34248,0.106667,-1.05579,0.106667,-1.49738,0.106667,-1.38928,0.106667,All
-1.30727,0.113333,-1.0039,0.113333,-1.40468,0.113333,-1.36513,0.113333,All
-1.30542,0.12,-0.994042,0.12,-1.39607,0.12,-1.34015,0.12,All
-1.30286,0.126667,-0.989182,0.126667,-1.36223,0.126667,-1.33236,0.126667,All
-1.29451,0.133333,-0.955922,0.133333,-1.33084,0.133333,-1.29974,0.133333,All
-1.29113,0.14,-0.941705,0.14,-1.29874,0.14,-1.27338,0.14,All
-1.29019,0.146667,-0.927931,0.146667,-1.29425,0.146667,-1.2546,0.146667,All
-1.27567,0.153333,-0.897517,0.153333,-1.28944,0.153333,-1.24289,0.153333,All
-1.26422,0.16,-0.848763,0.16,-1.28486,0.16,-1.23184,0.16,All
-1.25698,0.166667,-0.844749,0.166667,-1.16288,0.166667,-1.19462,0.166667,All
-1.19879,0.173333,-0.823185,0.173333,-1.16186,0.173333,-1.0978,0.173333,All
-1.17444,0.18,-0.799763,0.18,-1.1365,0.18,-1.08006,0.18,All
-1.14998,0.186667,-0.743538,0.186667,-1.0753,0.186667,-1.06548,0.186667,All
-1.01406,0.193333,-0.71713,0.193333,-1.03694,0.193333,-1.05634,0.193333,All
-0.915109,0.2,-0.693545,0.2,-1.00746,0.2,-0.94538,0.2,All
-0.856032,0.206667,-0.68659,0.206667,-0.964664,0.206667,-0.892885,0.206667,All
-0.812643,0.213333,-0.683915,0.213333,-0.955686,0.213333,-0.836435,0.213333,All
-0.681593,0.22,-0.676783,0.22,-0.948867,0.22,-0.813448,0.22,All
-0.652099,0.226667,-0.67656,0.226667,-0.927432,0.226667,-0.807492,0.226667,All
-0.597486,0.233333,-0.669445,0.233333,-0.86442,0.233333,-0.802494,0.233333,All
-0.59219,0.24,-0.656128,0.24,-0.860841,0.24,-0.784044,0.24,All
-0.590714,0.246667,-0.631571,0.246667,-0.821723,0.246667,-0.783211,0.246667,All
-0.588721,0.253333,-0.601333,0.253333,-0.805805,0.253333,-0.763268,0.253333,All
-0.567309,0.26,-0.568475,0.26,-0.768001,0.26,-0.762101,0.26,All
-0.546323,0.266667,-0.562604,0.266667,-0.740462,0.266667,-0.756076,0.266667,All
-0.545508,0.273333,-0.560333,0.273333,-0.726432,0.273333,-0.725382,0.273333,All
