iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,658.868,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,649.851,1,8.36553,21.9828,12.8299,0.95,0.285,0.5788,0.974679,0.974679,0.974679,0.974679
3,642.663,1,7.78226,21.3272,10.6879,0.9025,0.27075,0.667354,0.95,0.95,0.95,0.95
4,628.061,1,9.53451,22.9381,9.94741,0.857375,0.257212,0.450869,0.925945,0.925945,0.925945,0.925945
5,615.399,1,10.704,22.4943,9.08435,0.814506,0.244352,0.330343,0.9025,0.9025,0.9025,0.9025
6,609.321,1,8.50849,21.7077,8.93114,0.773781,0.232134,0.556622,0.879648,0.879648,0.879648,0.879648
7,595.971,1,10.211,19.5152,9.59298,0.735092,0.220528,0.3367,0.857375,0.988918,0.857375,0.857375
8,589.907,1,9.08818,20.5841,9.92252,0.698337,0.209501,0.480094,0.835666,1.03079,0.835666,0.835666
9,577.711,1,9.82088,20.6142,9.78564,0.66342,0.199026,0.39086,0.814506,1.00469,0.814506,0.814506
10,579.333,1,9.24259,20.0437,8.51453,0.630249,0.189075,0.439246,0.793882,1.05901,0.793882,0.824569
11,578.853,1,8.56525,20.8861,9.5042,0.598737,0.179621,0.515754,0.773781,1.17642,0.773781,0.803691
12,570.757,1,9.36236,20.4367,10.393,0.5688,0.17064,0.432163,0.754188,1.14664,0.754188,0.783341
13,556.55,1,10.1563,19.9262,9.77422,0.54036,0.162108,0.353572,0.735092,1.1176,0.735092,0.783847
14,545.269,1,9.51786,20.7031,10.4921,0.513342,0.154003,0.438816,0.716479,1.08931,0.716479,0.764
15,535.546,1,9.02227,21.2132,10.5611,0.487675,0.146302,0.485764,0.698337,1.06172,0.698337,0.744655
16,541.415,1,9.11872,21.3739,11.2571,0.463291,0.138987,0.478235,0.680655,1.03484,0.680655,0.7258
17,521.333,1,8.64527,20.8676,11.1257,0.440127,0.132038,0.529083,0.66342,1.00864,0.66342,0.707422
