standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.6868,0.273062,-2.31422,0.0357429,-2.53964,0.0389046,-2.03374,0.0712535,All
-1.42387,0.163837,-1.91249,0.0178715,-1.98602,0.0778092,-1.73146,0.190009,All
-1.16095,0.436899,-1.51076,0.232329,-1.4324,0.233428,-1.42918,0.285014,All
-0.898024,0.300368,-1.10903,0.250201,-0.878775,0.246396,-1.1269,0.190009,All
-0.635098,0.382286,-0.707299,0.321686,-0.325152,0.194523,-0.824618,0.261263,All
-0.372173,0.300368,-0.30557,0.357429,0.22847,0.518728,-0.522339,0.40377,All
-0.109247,0.163837,0.096159,0.536144,0.782093,0.350141,-0.22006,0.40377,All
0.153678,0.382286,0.497888,0.250201,1.33572,0.194523,0.0822197,0.332516,All
0.416604,0.245755,0.899617,0.232329,1.88934,0.0778092,0.384499,0.451272,All
0.679529,0.136531,1.30135,0.285943,2.44296,0,0.686778,0.166258,All
0.942455,0.518817,1.70308,0.0357429,2.99658,0,0.989058,0.237512,All
1.20538,0.409592,2.1048,0.0536144,3.55021,0,1.29134,0.380019,All
1.46831,0.382286,2.50653,0.0714859,4.10383,0.0129682,1.59362,0.190009,All
