parameter,value
Cl_pop,13.5083641251122
V1_pop,26.1225429107841
beta_V1_ANTU_1,-0.334960261679349
beta_V1_logtCLCRMLMIN,-3.38246658726703
beta_V1_logtPROGDL,-1.95151082999978
Q_pop,23.4
beta_Q_LMP_1,0.889864197597212
beta_Q_logtAGEA,1.68711204460497
beta_Q_logtALBGDL,17.0972390354805
beta_Q_logtCLCRMLMIN,1.50121334980965
beta_Q_logtPROGDL,-16.5916212123483
V2_pop,2.32295923411762
beta_V2_SEXF_1,5.08374560518687
beta_V2_logtHCM,42.5717468032533
beta_V2_logtRAL,0.283375227947169
omega_Cl,0.259672321553023
omega_V1,0.345768976755405
omega_Q,4.62250023834097e-8
omega_V2,5.39287901505131e-8
a,1.3109760281953
b,0.0424641397069272
