popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
2.4372,3.51189,2.4372,-0.624611,5.49901,1.39541,1.36609,1.39541,-1.6664,4.45722,All
2.60909,3.61722,2.60909,-0.452722,5.6709,1.51733,1.48181,1.51733,-1.54449,4.57914,All
2.7931,3.73072,2.7931,-0.268711,5.85491,1.64989,1.60787,1.64989,-1.41192,4.7117,All
2.99009,3.85223,2.99009,-0.0717225,6.0519,1.79404,1.74508,1.79404,-1.26777,4.85585,All
3.20097,3.9823,3.20097,0.139159,6.26278,1.95078,1.89469,1.95078,-1.11103,5.01259,All
3.42673,4.13043,3.42673,0.364914,6.48854,2.12122,2.05737,2.12122,-0.940596,5.18303,All
3.6684,4.29822,3.6684,0.60659,6.73021,2.30654,2.23439,2.30654,-0.75527,5.36835,All
3.8601,4.4354,3.8601,0.798284,6.92191,2.50806,2.42757,2.50806,-0.553752,5.56987,All
3.92712,4.4843,3.92712,0.865312,6.98894,2.72718,2.63787,2.72718,-0.334628,5.789,All
4.20409,4.69103,4.20409,1.14228,7.2659,2.96545,2.86736,2.96545,-0.0963595,6.02726,All
4.50059,4.92129,4.50059,1.43878,7.56241,3.2064,3.09944,3.2064,0.144592,6.26822,All
4.81801,5.17942,4.81801,1.75619,7.87982,3.22454,3.1169,3.22454,0.162726,6.28635,All
5.15781,5.45574,5.15781,2.09599,8.21962,3.50626,3.38914,3.50626,0.444447,6.56807,All
5.28299,5.56176,5.28299,2.22118,8.3448,3.81259,3.68641,3.81259,0.750782,6.87441,All
5.52157,5.77033,5.52157,2.45976,8.58338,4.14569,4.00974,4.14569,1.08388,7.2075,All
5.91099,6.11077,5.91099,2.84918,8.9728,4.50789,4.36218,4.50789,1.44608,7.5697,All
6.32787,6.48517,6.32787,3.26606,9.38968,4.90174,4.74686,4.90174,1.83993,7.96355,All
6.70589,6.83872,6.70589,3.64407,9.7677,5.0174,4.85995,5.0174,1.95558,8.07921,All
6.77416,6.90298,6.77416,3.71235,9.83597,5.32999,5.16625,5.32999,2.26818,8.3918,All
7.25192,7.35268,7.25192,4.19011,10.3137,5.79566,5.62354,5.79566,2.73385,8.85748,All
7.76337,7.8457,7.76337,4.70156,10.8252,6.30202,6.12227,6.30202,3.24021,9.36383,All
8.12878,8.20389,8.12878,5.06697,11.1906,6.82839,6.64231,6.82839,3.76658,9.8902,All
8.3109,8.38369,8.3109,5.24909,11.3727,6.85261,6.66633,6.85261,3.7908,9.91442,All
8.89704,8.9711,8.89704,5.83523,11.9589,7.45131,7.25998,7.45131,4.3895,10.5131,All
9.52452,9.60873,9.52452,6.46271,12.5863,8.10232,7.90673,8.10232,5.0405,11.1641,All
9.55167,9.63702,9.55167,6.48986,12.6135,8.63938,8.44222,8.63938,5.57757,11.7012,All
10.1963,10.3086,10.1963,7.13445,13.2581,8.8102,8.61295,8.8102,5.74839,11.872,All
10.9154,11.0579,10.9154,7.85356,13.9772,9.57993,9.38226,9.57993,6.51812,12.6417,All
10.9746,11.1196,10.9746,7.91276,14.0364,10.4169,10.222,10.4169,7.35509,13.4787,All
11.6852,11.86,11.6852,8.62339,14.747,10.4504,10.2556,10.4504,7.38856,13.5122,All
12.3975,12.6149,12.3975,9.33565,15.4593,11.327,11.1374,11.327,8.2652,14.3888,All
12.5093,12.7344,12.5093,9.44751,15.5711,12.2614,12.08,12.2614,9.19955,15.3232,All
