iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
422,475.726,1,20.371,24.7181,11.5114,1.45259,0.0635044,-0.397476,-3.74249,0.223751,0.87272,0.231548,0.962474
423,468.487,1,20.4386,24.7545,10.8537,1.3993,0.0619577,-0.403035,-3.6865,0.222834,0.85917,0.219477,0.979528
424,469.291,1,20.94,24.6254,11.647,1.47566,0.0572666,-0.42303,-3.11096,0.224888,0.943296,0.206927,1.0086
425,457.867,1,20.7004,24.7677,12.551,1.47466,0.0507268,-0.415024,-2.26161,0.222569,0.944348,0.209244,0.928221
426,451.042,1,20.8458,24.6401,12.2003,1.41464,0.0476329,-0.422231,-3.12688,0.22643,1.01718,0.220642,0.847645
427,458.265,1,20.5771,24.47,12.2505,1.44773,0.0502446,-0.40317,-3.32928,0.240496,1.04371,0.208669,0.857964
428,455.777,1,20.4013,24.4392,12.4971,1.47371,0.0485667,-0.402975,-2.39189,0.218888,1.04285,0.211182,0.867113
429,456.738,1,20.8497,24.3915,12.2349,1.51527,0.0473454,-0.412579,-3.24224,0.220743,1.05018,0.199091,0.899461
430,465.791,1,20.3212,24.5671,13.6068,1.45602,0.0529433,-0.403492,-3.34598,0.219942,1.04701,0.218102,0.98545
431,453.379,1,20.4247,24.3121,13.074,1.33585,0.0511377,-0.409808,-3.1752,0.227048,1.01666,0.229019,0.911571
432,454.003,1,20.6167,23.9431,12.5261,1.22606,0.0552366,-0.414081,-3.91485,0.219141,1.02858,0.241183,0.976656
433,466.165,1,20.9652,24.0096,11.464,1.33332,0.0594527,-0.436808,-4.13103,0.21866,1.10658,0.217703,0.926949
434,464.131,1,20.2502,24.1901,11.578,1.36892,0.0565183,-0.393585,-3.82931,0.219418,1.04654,0.228429,0.944567
435,464.664,1,20.3758,24.2172,12.804,1.38616,0.0567718,-0.396345,-4.62963,0.222855,1.06537,0.229833,0.882179
436,455.327,1,20.4486,24.2721,13.026,1.36862,0.0536031,-0.409848,-4.2566,0.216149,1.07683,0.228238,0.799103
437,466.374,1,20.8079,24.2779,12.6917,1.40534,0.0553168,-0.423117,-3.17289,0.225968,1.12735,0.251967,0.792216
438,461.271,1,21.1853,24.3778,11.3213,1.44937,0.0511647,-0.435137,-3.65952,0.226277,1.05452,0.239599,0.821709
439,465.033,1,20.7779,24.9269,11.7991,1.47086,0.0522612,-0.417913,-3.54222,0.234078,1.00059,0.229642,0.891978
440,454.731,1,21.0656,24.9488,12.118,1.34526,0.0507264,-0.43185,-3.25619,0.232806,1.12622,0.224865,0.856578
441,449.748,1,20.4021,25.0059,12.9862,1.28415,0.0484187,-0.40758,-4.00744,0.228822,1.12209,0.23707,0.920295
442,460.35,1,20.6038,24.8606,14.23,1.39639,0.0492409,-0.411463,-4.62104,0.226981,1.17526,0.234644,0.924523
443,460.181,1,20.9576,24.897,14.4069,1.39637,0.0490571,-0.42618,-4.18623,0.22548,1.37623,0.240557,0.787898
444,459.76,1,20.3655,24.8235,14.831,1.44669,0.0463007,-0.406513,-4.03282,0.223997,1.39308,0.241534,0.746863
445,466.303,1,20.9154,24.322,14.1374,1.4733,0.0464494,-0.419383,-4.26074,0.229103,1.51313,0.254211,0.751725
446,461.008,1,20.5844,24.4282,14.2014,1.41056,0.0445371,-0.401235,-4.00762,0.226438,1.5746,0.246534,0.828289
447,466.049,1,20.2546,24.3631,15.0293,1.41064,0.0467688,-0.394132,-2.89581,0.229102,1.50677,0.245921,0.885998
448,458.647,1,20.7152,24.5968,13.9321,1.49931,0.043314,-0.415155,-3.3718,0.229387,1.40303,0.214357,0.809026
449,460.15,1,20.38,24.2078,13.5777,1.40912,0.0469852,-0.407344,-3.38992,0.217384,1.42158,0.218389,0.903752
450,455.384,1,20.2813,24.2891,14.3794,1.40908,0.0457026,-0.4086,-3.29302,0.218219,1.4697,0.203848,0.875443
451,462.455,1,20.3148,23.7842,14.7535,1.40915,0.0499422,-0.406028,-2.51268,0.221907,1.48363,0.204184,0.890542
452,467.516,1,20.9465,23.8974,13.6905,1.50015,0.0512037,-0.425475,-3.44019,0.214206,1.37403,0.214546,0.809221
453,466.036,1,20.8946,24.1679,13.6391,1.50019,0.0531076,-0.419865,-3.72475,0.217576,1.25899,0.202722,0.813358
454,455.535,1,20.8256,24.2913,13.975,1.48578,0.0463753,-0.421908,-3.96785,0.22072,1.25784,0.197727,0.811015
455,459.954,1,19.979,24.3359,14.0894,1.46319,0.0507223,-0.385833,-3.48928,0.205363,1.28472,0.199713,0.860133
456,463.858,1,20.3549,24.6254,14.0157,1.52424,0.0481778,-0.409286,-4.04287,0.213457,1.25806,0.203307,0.890127
457,463.309,1,19.9144,24.4403,14.1742,1.38972,0.0526308,-0.388621,-3.89099,0.223061,1.30104,0.19132,0.972646
458,469.677,1,20.3284,24.7104,11.9186,1.38983,0.0586359,-0.392201,-3.19617,0.222842,1.26669,0.208954,0.92356
459,471.748,1,19.6766,24.4535,11.1006,1.36185,0.0586569,-0.370705,-4.96476,0.21644,1.30346,0.201129,1.03
460,467.444,1,20.6482,24.7221,10.693,1.35757,0.0539136,-0.418392,-5.90065,0.220017,1.35432,0.210927,1.00135
461,475.646,1,20.725,25.2892,10.1946,1.44432,0.0549889,-0.411954,-6.72934,0.220536,1.28601,0.227299,1.0157
462,467.591,1,20.9067,25.3332,10.5017,1.33071,0.0580845,-0.415992,-5.73025,0.223177,1.19109,0.219244,0.984491
463,469.45,1,20.6523,25.7675,10.7823,1.38128,0.0556741,-0.411492,-5.45189,0.229386,1.15469,0.233844,0.95851
464,473.89,1,20.626,26.1557,9.69718,1.49451,0.0550875,-0.41062,-6.32062,0.240109,1.07129,0.210172,0.995369
465,477.936,1,20.4571,25.9778,10.633,1.53255,0.0560352,-0.40365,-5.94117,0.225835,1.15497,0.214543,0.968204
466,473.157,1,20.5399,25.9574,9.78827,1.63294,0.049126,-0.407812,-6.83314,0.230793,1.16199,0.220478,0.829458
467,475.704,1,20.7337,25.6836,9.87372,1.57907,0.0482658,-0.412333,-5.86849,0.237261,1.2397,0.244063,0.887478
468,481.491,1,20.2319,25.9154,10.5436,1.70895,0.0466726,-0.390945,-6.66203,0.237727,1.20413,0.256454,0.824572
469,478.654,1,20.2764,25.8922,10.7614,1.57441,0.0513004,-0.399811,-5.72846,0.230413,1.23521,0.259383,0.82937
470,471.095,1,20.8939,25.2311,11.0314,1.4862,0.050888,-0.43105,-5.36872,0.22151,1.20084,0.251129,0.895611
471,473.37,1,20.9206,25.1547,11.6412,1.41993,0.0553798,-0.42413,-6.73591,0.232848,1.19617,0.249694,0.904236
472,470.135,1,19.9439,24.2342,13.6993,1.45565,0.0524003,-0.381711,-4.8419,0.228626,1.14065,0.250498,0.904072
473,468.431,1,20.914,24.1325,12.6048,1.45562,0.0525651,-0.426745,-4.58031,0.223821,1.24345,0.22696,0.898469
474,461.477,1,20.5025,24.2106,13.6331,1.34169,0.0554723,-0.410334,-5.16366,0.225293,1.22586,0.214903,0.846393
475,464.529,1,20.9503,24.1258,13.3501,1.44297,0.0515311,-0.424999,-5.51768,0.223097,1.17119,0.205499,0.97439
476,463.594,1,20.6919,24.2286,13.0902,1.44294,0.0500146,-0.409949,-4.50004,0.227879,1.21422,0.208823,0.963663
477,460.793,1,20.4762,24.7446,13.3494,1.34275,0.0522538,-0.405214,-4.6866,0.223608,1.28322,0.215956,0.937294
478,463.092,1,20.6475,25.1345,12.8357,1.43286,0.0513842,-0.412924,-4.12641,0.222821,1.20539,0.221709,0.869891
479,466.85,1,20.3346,25.2693,12.2119,1.39368,0.0554531,-0.402836,-4.42761,0.22397,1.18511,0.22,0.906485
480,469.467,1,21.358,25.143,12.5093,1.44371,0.0548439,-0.44778,-4.57258,0.223184,1.10609,0.226822,0.943501
481,474.284,1,20.0746,25.5618,12.8487,1.44368,0.0546443,-0.394462,-3.63486,0.226411,1.16555,0.241616,0.997443
482,468.754,1,20.4413,25.0785,12.3859,1.4663,0.0512074,-0.4027,-4.9051,0.226698,1.14317,0.229995,0.976849
483,459.564,1,20.6066,25.3147,11.7309,1.42155,0.0480405,-0.411975,-5.36247,0.231576,1.25266,0.205358,0.926749
484,473.08,1,21.3344,25.6457,10.0039,1.4477,0.0532662,-0.43237,-6.01948,0.235962,1.34486,0.205952,0.986813
485,475.287,1,21.3753,25.5692,11.2226,1.39393,0.0584533,-0.44216,-6.1247,0.229117,1.33221,0.209066,0.971563
486,486.363,1,20.0881,25.307,10.8724,1.36509,0.0670283,-0.394477,-6.01108,0.2279,1.34705,0.205643,0.98822
487,476.25,1,20.0829,25.5058,10.357,1.2993,0.0671389,-0.391734,-4.55755,0.21245,1.33228,0.212228,0.872695
488,474.055,1,20.2678,25.3535,10.5632,1.2993,0.0691264,-0.401496,-4.42293,0.216761,1.31476,0.19825,0.805498
489,465.126,1,20.5769,25.5238,9.63398,1.34295,0.0628158,-0.40737,-4.80211,0.215342,1.05918,0.174347,1.02068
490,464.001,1,20.8814,25.3441,10.1883,1.38075,0.0554202,-0.409315,-5.27038,0.233343,1.19097,0.176536,1.044
491,470.128,1,20.3712,25.8346,9.88777,1.38073,0.0556086,-0.397452,-6.70076,0.226393,1.27464,0.200464,1.08406
492,473.675,1,20.9652,25.6906,9.72068,1.38077,0.0568284,-0.424082,-5.65503,0.230207,1.26573,0.194877,1.14813
493,472.756,1,21.2659,24.8497,10.1004,1.35758,0.0623531,-0.434019,-4.31192,0.230856,1.27003,0.189994,0.926885
494,478.564,1,21.0561,24.7362,11.1885,1.4233,0.061492,-0.430235,-4.71596,0.223637,1.30985,0.196827,0.965795
495,482.068,1,20.4895,24.6258,10.106,1.52173,0.060462,-0.402988,-4.84893,0.222534,1.21404,0.189045,1.02772
496,480.669,1,20.4841,24.8373,9.65223,1.52168,0.0584115,-0.412595,-4.13509,0.224289,1.20872,0.216866,0.906189
497,473.988,1,20.3056,24.6991,11.1512,1.47089,0.0601669,-0.411299,-4.81693,0.211376,1.09996,0.201601,0.943559
498,474.308,1,20.7458,24.3765,11.365,1.5013,0.0595876,-0.410691,-4.88423,0.225014,1.10927,0.198802,0.903284
499,468.065,1,20.9199,24.9049,10.2513,1.39639,0.0581642,-0.426403,-5.10695,0.228132,1.16668,0.205713,0.883279
500,470.843,2,20.2931,25.0706,10.7855,1.35804,0.0606038,-0.39368,-5.28715,0.221556,1.2306,0.210497,0.928216
501,473.965,2,19.725,24.7426,11.7182,1.35799,0.0584293,-0.378278,-5.07125,0.231774,1.28611,0.211447,1.03529
502,480.008,2,20.7904,24.4143,11.4003,1.42687,0.0596424,-0.418031,-5.96713,0.233165,1.32269,0.199287,1.02221
503,470.338,2,20.6702,24.4633,12.4439,1.36202,0.0564727,-0.413326,-6.26012,0.225265,1.33809,0.213243,0.967621
504,470.145,2,20.7669,24.6935,11.0215,1.32173,0.0580158,-0.418561,-6.45785,0.224811,1.30571,0.216338,1.00201
505,472.319,2,20.4126,24.1779,12.4458,1.24577,0.0645633,-0.401553,-5.01442,0.221942,1.2779,0.205541,1.02899
506,475.658,2,19.9679,24.8541,12.9141,1.32279,0.0608542,-0.384002,-5.41936,0.216189,1.34411,0.206876,1.10436
507,476.012,2,20.0549,25.0154,12.9766,1.34819,0.0584466,-0.383907,-4.8271,0.216962,1.53957,0.202137,1.05005
508,472.569,2,20.5561,25.2968,13.5998,1.41349,0.0532983,-0.410458,-5.41762,0.215471,1.58682,0.201787,0.997141
509,474.235,2,20.6598,25.5833,12.5155,1.3666,0.0544844,-0.411474,-4.61247,0.235978,1.55337,0.196386,1.06974
510,470.152,2,20.8305,25.4829,12.5543,1.4265,0.0506944,-0.412285,-4.10835,0.238813,1.42593,0.195924,1.04921
511,470.997,2,20.4983,24.7805,13.2716,1.35446,0.0615631,-0.406269,-4.17306,0.220746,1.45088,0.186491,0.851661
512,462.669,2,20.113,24.5346,13.4254,1.36449,0.0575743,-0.398356,-4.75979,0.224357,1.30116,0.194086,0.791131
513,463.857,2,20.2303,24.5912,12.2235,1.36448,0.0567381,-0.403246,-4.33972,0.227504,1.25119,0.21463,0.776311
514,458.22,2,20.3916,24.8446,12.2494,1.3644,0.0537601,-0.405872,-4.11599,0.227302,1.17728,0.230146,0.770033
515,461.766,2,20.5353,25.4163,12.3151,1.46009,0.0525947,-0.40641,-4.60153,0.224241,1.09504,0.241086,0.743692
516,464.604,2,21.0552,25.4949,11.8839,1.46006,0.0528518,-0.425198,-4.44397,0.228371,1.19255,0.244311,0.735612
517,467.35,2,20.5484,25.8699,11.4356,1.37406,0.0585997,-0.409671,-4.4413,0.226134,1.08996,0.249933,0.801163
518,471.41,2,20.663,25.2633,11.9388,1.49133,0.0523442,-0.41259,-3.26974,0.225643,1.09219,0.26815,0.858622
519,466.651,2,20.3478,24.9009,10.9881,1.4664,0.0481789,-0.402389,-4.61108,0.227478,1.11098,0.270208,0.918884
520,470.265,2,20.3263,24.424,12.0048,1.46641,0.0485097,-0.3957,-3.80331,0.230534,1.17655,0.270543,0.939353
521,467.085,2,20.1834,24.1725,12.2051,1.4429,0.0495185,-0.392935,-4.41364,0.233381,1.08469,0.275293,0.906375
522,470.297,2,20.0512,24.2157,11.6345,1.44301,0.0542348,-0.39516,-4.63757,0.229471,0.962077,0.268725,0.918399
523,470.869,2,20.0763,23.9989,13.864,1.37413,0.0590201,-0.39015,-3.70112,0.220907,0.924402,0.272442,0.97096
524,474.108,2,20.2845,23.3951,13.0316,1.37414,0.0582121,-0.399326,-4.24868,0.225561,0.955656,0.27214,1.03501
525,475.059,2,20.4991,23.5954,13.321,1.41288,0.0577065,-0.409063,-4.13946,0.222817,1.02114,0.249675,1.06295
526,471.612,2,20.7405,24.0341,12.8879,1.50628,0.0526592,-0.411866,-3.39008,0.235361,1.01953,0.248191,0.939389
527,458.8,2,20.4067,23.8748,11.9788,1.48325,0.0475677,-0.402378,-2.83635,0.230925,1.01568,0.242891,0.868074
528,461.351,2,21.0475,23.9692,12.7935,1.55311,0.0458142,-0.426027,-3.12833,0.233481,0.991131,0.247731,0.823989
529,466.983,2,20.7677,24.19,12.0722,1.60733,0.0456734,-0.416507,-2.28614,0.231747,0.961375,0.256668,0.856262
530,461.963,2,20.7127,24.7353,11.3534,1.59694,0.0417503,-0.42359,-3.11857,0.223869,0.930549,0.278528,0.894151
531,461.731,2,20.3968,24.6894,11.3097,1.56891,0.0446894,-0.413693,-2.92006,0.22518,0.897597,0.277142,0.842689
532,459.956,2,20.7819,25.1636,11.2203,1.5689,0.0449574,-0.417501,-2.61852,0.229564,0.816988,0.284969,0.858433
533,454.295,2,20.7079,25.4006,11.2979,1.52307,0.0451565,-0.415747,-2.91654,0.228537,0.782262,0.283051,0.839114
534,455.13,2,20.9749,25.3247,10.8254,1.55176,0.0416203,-0.425064,-3.30036,0.224924,0.832743,0.270873,0.920419
535,458.982,2,20.698,25.1739,10.3563,1.56597,0.0424688,-0.406965,-2.86155,0.235642,0.817071,0.273455,0.912282
536,465.587,2,20.8973,24.482,10.7853,1.64092,0.0437744,-0.413814,-3.15137,0.235918,0.841203,0.276403,0.84136
537,455.436,2,20.7353,25.0879,11.5307,1.61835,0.0404964,-0.408058,-3.05284,0.227828,0.890655,0.252968,0.85721
538,454.713,2,20.3475,24.8432,12.0698,1.61833,0.0409748,-0.396527,-2.93901,0.22267,0.855879,0.24843,0.868255
539,452.05,2,19.8831,25.3166,12.7254,1.5034,0.0450788,-0.375557,-2.93377,0.219074,0.917915,0.245942,0.83866
540,453.27,2,20.7299,25.7199,12.6831,1.57008,0.0400468,-0.417264,-2.70275,0.219308,0.895796,0.261465,0.867951
541,453.121,2,20.3219,25.2384,12.9708,1.57007,0.0386492,-0.405376,-2.68314,0.223243,0.911389,0.266092,0.871862
542,462.401,2,20.4828,24.7471,13.4837,1.56215,0.043962,-0.409158,-2.68872,0.22401,0.90842,0.271199,0.872741
543,454.085,2,20.3197,24.245,12.5318,1.53774,0.0442571,-0.39905,-2.60438,0.221128,0.904376,0.25989,0.81968
544,457.359,2,20.5681,24.4106,13.0047,1.52863,0.0466606,-0.409771,-2.87279,0.221938,0.897393,0.247958,0.845272
545,456.583,2,20.1808,24.6266,12.0722,1.41062,0.050331,-0.393877,-3.96964,0.22326,0.934148,0.245369,0.906167
546,467.256,2,19.9191,24.6862,12.8502,1.52224,0.0509816,-0.386475,-4.07379,0.224181,0.943373,0.242377,0.879772
547,463.243,2,20.1916,24.1492,12.9626,1.58177,0.044127,-0.394261,-4.26443,0.236818,0.991074,0.244123,0.88121
548,457.525,2,20.2694,24.0929,13.9034,1.51146,0.0446034,-0.397005,-4.3566,0.236155,1.02772,0.248166,0.841971
549,456.246,2,20.8393,24.023,12.2634,1.48218,0.0445059,-0.421606,-4.06584,0.232113,1.05827,0.251597,0.829056
550,454.376,2,20.7582,23.6584,12.9645,1.548,0.0432253,-0.414527,-3.22873,0.218694,1.06776,0.22611,0.821756
551,455.364,2,20.5657,23.473,13.4836,1.49438,0.0468817,-0.413092,-2.93752,0.21591,1.06291,0.227054,0.803583
552,449.986,2,20.5547,23.9074,13.8985,1.44038,0.0459454,-0.414542,-2.7928,0.221486,1.13032,0.242402,0.729424
553,441.62,2,20.3374,24.1229,14.1736,1.39823,0.0439654,-0.404039,-2.95791,0.21712,1.12754,0.240919,0.731634
554,446.585,2,20.5064,24.2678,13.546,1.47073,0.040739,-0.409261,-3.10126,0.215067,1.13849,0.244337,0.739447
555,444.597,2,20.6028,24.1155,13.4343,1.52202,0.0366645,-0.409068,-2.70652,0.22315,1.15465,0.255122,0.68751
556,440.99,2,20.5983,24.3894,13.5563,1.46952,0.0368483,-0.407628,-2.96285,0.232184,1.19661,0.235449,0.727093
557,449.489,2,20.5825,24.1904,13.3654,1.46963,0.0406359,-0.410637,-3.24629,0.230007,1.1566,0.228433,0.770398
558,446.107,2,20.3911,24.2854,13.5557,1.46964,0.0418013,-0.408357,-3.1332,0.233599,1.04478,0.23447,0.762323
559,448.184,2,20.9603,23.8563,13.3553,1.41234,0.0457719,-0.425985,-3.19514,0.234256,1.03457,0.224791,0.793762
560,449.198,2,20.5905,23.9225,13.9371,1.33984,0.0495746,-0.412757,-3.63675,0.231553,1.00342,0.237923,0.801704
561,462.459,2,20.8158,24.1321,13.632,1.38062,0.0515088,-0.425195,-4.50366,0.232432,1.01328,0.252797,0.841083
562,463.163,2,20.847,24.3783,12.9853,1.4219,0.0511695,-0.421983,-4.56049,0.230064,1.03248,0.247489,0.878437
563,454.912,2,21.0899,24.5976,12.5446,1.39373,0.0519097,-0.428283,-4.29748,0.226613,1.00641,0.253233,0.795812
564,455.488,2,20.9892,24.7438,11.4503,1.34759,0.0537191,-0.42529,-4.7635,0.226973,1.003,0.264928,0.754221
565,459.849,2,20.9584,24.4295,11.4792,1.34758,0.054494,-0.425764,-4.91353,0.228925,0.993897,0.277636,0.765925
566,451.682,2,20.623,24.4745,12.6909,1.35845,0.0504433,-0.412346,-4.42092,0.230882,0.96529,0.274297,0.788815
567,454.942,2,20.1182,24.2674,12.7371,1.33949,0.0531617,-0.390233,-4.97485,0.232107,0.929671,0.271141,0.770889
568,454.753,2,20.1108,24.6873,12.2227,1.33275,0.055225,-0.387644,-5.16978,0.229227,0.896284,0.264472,0.767431
569,465.81,2,20.2,24.8275,12.2861,1.40678,0.0543505,-0.394237,-4.76195,0.229924,0.89236,0.278905,0.811886
570,464.409,2,20.2246,24.7348,12.2349,1.43087,0.0536893,-0.395043,-5.28338,0.230104,0.886316,0.278753,0.826229
571,466.493,2,20.2292,24.9431,12.5961,1.40082,0.0552173,-0.394053,-5.56046,0.231064,0.922228,0.279231,0.850693
572,471.35,2,20.2868,25.0975,12.2411,1.38319,0.0571012,-0.393666,-5.44657,0.226945,1.00586,0.295977,0.822945
573,479.8,2,20.1118,25.5043,11.7682,1.42679,0.0565668,-0.38866,-5.39732,0.232581,1.03827,0.311243,0.851084
574,466.162,2,20.3659,25.7512,11.5415,1.42677,0.0559172,-0.402811,-5.06028,0.22308,1.0268,0.295613,0.796577
575,476.919,2,20.3412,25.5359,11.5459,1.4678,0.0582771,-0.403162,-4.40667,0.216979,1.07913,0.286513,0.760917
576,470.479,2,20.2089,24.7388,12.2805,1.4982,0.0542081,-0.399166,-4.13904,0.220541,1.09286,0.280024,0.766285
577,465.416,2,20.3945,25.054,12.8606,1.44002,0.0550214,-0.398838,-4.01991,0.223844,1.06846,0.281255,0.757065
578,471.569,2,20.7943,24.7695,12.601,1.48135,0.0522004,-0.417543,-4.08047,0.22536,1.02932,0.299029,0.816362
579,475.74,2,20.8312,25.2767,12.3259,1.51051,0.0538198,-0.417065,-4.77308,0.222128,1.01343,0.310686,0.797588
580,464.483,2,20.927,25.2299,11.7869,1.46014,0.0539376,-0.417212,-4.50113,0.221929,0.973781,0.309394,0.776677
581,462.396,2,20.7574,25.2582,11.7729,1.47982,0.0519245,-0.413088,-3.93581,0.222124,1.02671,0.310911,0.682959
582,464.163,2,20.6327,24.8077,12.1573,1.47981,0.0510429,-0.410913,-3.38263,0.223835,0.997093,0.329887,0.666747
583,464.329,2,20.3245,24.822,13.2688,1.50542,0.0496099,-0.398701,-2.78969,0.219507,1.01246,0.320174,0.696019
584,467.592,2,20.1144,24.7,13.1518,1.55713,0.0454234,-0.393413,-2.46128,0.22122,1.12875,0.307664,0.72468
585,470.738,2,20.1135,25.0032,12.7734,1.59117,0.0450884,-0.390899,-2.53892,0.225362,1.19295,0.306245,0.69267
586,463.925,2,20.4551,25.01,13.5123,1.56419,0.0465404,-0.402614,-2.67554,0.227204,1.12604,0.306171,0.666349
587,466.696,2,20.5002,24.9481,13.3544,1.56421,0.0479425,-0.406302,-2.45122,0.225286,1.02096,0.311096,0.716402
588,457.29,2,20.4738,24.8797,12.7601,1.52864,0.0465845,-0.409187,-2.58452,0.219092,0.96505,0.307314,0.754221
589,464.355,2,20.5866,25.0832,12.4183,1.52865,0.047225,-0.414516,-2.83393,0.224232,0.980754,0.299591,0.759308
590,464.766,2,20.5682,25.2144,12.7765,1.49126,0.0485985,-0.410368,-3.05278,0.224726,0.973729,0.303154,0.804841
591,465.739,2,20.6985,25.015,13.3611,1.49125,0.0479324,-0.413267,-3.10848,0.224142,0.975041,0.305255,0.849359
592,461.761,2,20.3658,24.7574,13.124,1.45035,0.0474859,-0.402754,-3.06592,0.223776,1.0149,0.299845,0.878955
593,461.687,2,20.2824,24.3659,12.6942,1.43209,0.0464934,-0.402352,-3.04364,0.222325,1.09402,0.293268,0.891085
594,463.45,2,20.5262,24.5951,13.4551,1.44988,0.0470611,-0.411245,-2.97228,0.222024,1.13744,0.28435,0.846597
595,459.432,2,20.5117,24.5529,13.1122,1.44985,0.0451343,-0.411742,-3.64152,0.217457,1.22982,0.281323,0.824913
596,458.303,2,20.4332,24.5075,12.9455,1.42451,0.0468238,-0.408956,-3.79083,0.217209,1.22668,0.280928,0.777785
597,457.119,2,20.8352,24.5905,13.1717,1.38342,0.0489936,-0.42545,-3.75074,0.219704,1.18363,0.275096,0.777985
598,453.723,2,20.9733,24.6668,13.7382,1.38341,0.0484688,-0.427649,-3.48277,0.218962,1.10092,0.261697,0.839181
599,460.467,2,20.688,24.6478,13.5282,1.43547,0.0477548,-0.413356,-3.2819,0.220637,1.08242,0.258295,0.843285
600,463.864,2,20.45,24.6619,14.0613,1.43548,0.0493112,-0.403889,-3.42632,0.221542,1.11984,0.249454,0.882652
601,465.09,2,20.3134,24.4155,13.9455,1.40907,0.0531477,-0.398179,-3.33638,0.218903,1.13995,0.239541,0.861865
602,471.856,2,20.4603,24.3258,13.4839,1.47588,0.0525528,-0.407104,-2.90738,0.216639,1.23143,0.23501,0.831494
603,470.144,2,20.2368,24.06,13.3034,1.45925,0.0537553,-0.399315,-2.76661,0.216469,1.2735,0.236952,0.810079
604,467.334,2,20.3483,24.01,13.8009,1.45926,0.0541653,-0.398674,-2.80372,0.222583,1.23085,0.239123,0.778205
605,466.986,2,20.4638,24.2295,13.604,1.44824,0.0536276,-0.406899,-3.12939,0.225943,1.23549,0.244534,0.761405
606,467.42,2,20.4929,24.3417,14.0657,1.39959,0.0562084,-0.408455,-3.4448,0.228355,1.24404,0.24051,0.754537
607,464.063,2,20.3904,24.3047,13.8539,1.43276,0.0522099,-0.406066,-3.30936,0.224515,1.22154,0.242621,0.808067
608,463.513,2,20.5093,24.6793,13.8122,1.43271,0.0500247,-0.408803,-3.36757,0.223486,1.18428,0.260498,0.85305
609,464.379,2,20.5824,25.0167,13.5886,1.43268,0.0492498,-0.413226,-3.36602,0.224951,1.16228,0.258127,0.914793
610,467.743,2,20.6629,25.0559,13.5026,1.39944,0.0521534,-0.417331,-3.74946,0.225013,1.14901,0.250737,0.936281
611,456.751,2,20.584,25.0806,13.522,1.38979,0.0501494,-0.415296,-3.6824,0.22286,1.15023,0.247407,0.920759
612,451.639,2,20.4193,25.1423,13.6127,1.37342,0.0482886,-0.407664,-3.63284,0.223185,1.11924,0.251035,0.905656
613,450.368,2,20.3552,25.0326,13.3243,1.36138,0.048539,-0.399025,-3.59109,0.22307,1.07981,0.250907,0.870835
614,460.757,2,20.4216,25.2614,12.922,1.36764,0.0496026,-0.406457,-3.79988,0.222018,1.07935,0.250976,0.909796
615,471.503,2,20.3215,25.1033,13.1413,1.39814,0.050808,-0.403639,-3.76867,0.223396,1.1175,0.253171,0.941307
616,461.399,2,20.4543,25.1123,13.3673,1.39764,0.0496657,-0.409094,-3.87467,0.221929,1.16343,0.254822,0.923314
617,456.846,2,20.2841,25.0231,13.8496,1.36893,0.050377,-0.400782,-3.91792,0.220971,1.15039,0.251922,0.901892
618,457.694,2,20.1397,24.8839,13.6474,1.35366,0.0517943,-0.393779,-3.55112,0.219912,1.10004,0.259495,0.864919
619,458.503,2,20.2639,25.0057,13.2291,1.33179,0.0524605,-0.39663,-3.25478,0.220809,1.05279,0.271174,0.879596
620,458.068,2,20.4898,25.0791,13.6815,1.33182,0.0531259,-0.403646,-3.44011,0.21929,1.04914,0.263124,0.877261
621,464.361,2,20.5058,24.9599,13.7027,1.37143,0.0526192,-0.404617,-3.45491,0.222401,1.06025,0.262266,0.86701
622,462.112,2,20.5489,24.9283,13.3445,1.39952,0.0524198,-0.409995,-3.14298,0.219226,1.05277,0.2589,0.85183
623,465.63,2,20.5568,24.8047,13.5376,1.39955,0.0532885,-0.412518,-3.07489,0.215429,1.12176,0.256338,0.832791
624,464.826,2,20.352,24.7317,13.7773,1.39958,0.0538342,-0.401767,-3.07989,0.21527,1.11228,0.25115,0.852475
625,465.121,2,20.3918,24.4571,13.9361,1.43456,0.0536577,-0.406397,-3.31291,0.215122,1.10629,0.247386,0.819803
626,467.955,2,20.5936,24.4039,14.1567,1.47202,0.0523867,-0.411084,-2.98796,0.221921,1.15119,0.238925,0.809864
627,455.299,2,20.386,24.2381,14.4653,1.4674,0.0501848,-0.403983,-2.68768,0.219917,1.13316,0.234025,0.811411
628,470.707,2,20.4221,24.2345,14.8979,1.48842,0.0494904,-0.404616,-2.65341,0.221967,1.19125,0.249,0.805309
629,462.121,2,20.7048,24.3593,15.1729,1.46068,0.0481411,-0.416426,-2.82493,0.225301,1.28798,0.251338,0.797644
630,474.924,2,20.707,24.4902,14.9021,1.46339,0.0506346,-0.420372,-2.97709,0.221005,1.31167,0.256156,0.798435
631,477.613,2,20.9408,24.4693,14.446,1.48761,0.0521848,-0.428445,-3.04971,0.221385,1.30144,0.248223,0.824642
632,478.685,2,20.9677,24.3578,14.6025,1.52286,0.0513096,-0.4291,-2.81789,0.225233,1.26309,0.245828,0.883008
633,487.79,2,20.5876,24.0611,14.1266,1.54834,0.0523601,-0.410733,-2.75782,0.22741,1.31599,0.246014,0.897294
