trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.720606,2.47719,2.51082,1.33446,2.47719,2.51082,0.720606,1.89046,2.20829,1.33446,1.89046,2.20829,0.720606,3.29839,3.29839,1.33446,3.29839,3.29839,0.720606,3.27316,3.05328,1.33446,3.27316,3.05328,All
0.728283,2.47194,2.50599,1.34867,2.47194,2.50599,0.728283,1.87967,2.20602,1.34867,1.87967,2.20602,0.728283,3.29839,3.29839,1.34867,3.29839,3.29839,0.728283,3.23089,3.05237,1.34867,3.23089,3.05237,All
0.73596,2.46669,2.50115,1.36289,2.46669,2.50115,0.73596,1.86887,2.20376,1.36289,1.86887,2.20376,0.73596,3.29839,3.29839,1.36289,3.29839,3.29839,0.73596,3.18861,3.05146,1.36289,3.18861,3.05146,All
0.743636,2.46144,2.49631,1.3771,2.46144,2.49631,0.743636,1.85807,2.20149,1.3771,1.85807,2.20149,0.743636,3.29839,3.29839,1.3771,3.29839,3.29839,0.743636,3.14634,3.05055,1.3771,3.14634,3.05055,All
0.751313,2.45619,2.49148,1.39132,2.45619,2.49148,0.751313,1.84727,2.19923,1.39132,1.84727,2.19923,0.751313,3.29839,3.29839,1.39132,3.29839,3.29839,0.751313,3.10406,3.04965,1.39132,3.10406,3.04965,All
0.75899,2.45094,2.48664,1.40554,2.45094,2.48664,0.75899,1.83647,2.19696,1.40554,1.83647,2.19696,0.75899,3.29839,3.29839,1.40554,3.29839,3.29839,0.75899,3.06179,3.04874,1.40554,3.06179,3.04874,All
0.766667,2.44569,2.4818,1.41975,2.44569,2.4818,0.766667,1.82568,2.1947,1.41975,1.82568,2.1947,0.766667,3.29839,3.29839,1.41975,3.29839,3.29839,0.766667,3.01952,3.04783,1.41975,3.01952,3.04783,All
0.774343,2.44045,2.47696,1.43397,2.44045,2.47696,0.774343,1.81488,2.19243,1.43397,1.81488,2.19243,0.774343,3.29839,3.29839,1.43397,3.29839,3.29839,0.774343,2.97724,3.04693,1.43397,2.97724,3.04693,All
0.78202,2.4352,2.47213,1.44819,2.4352,2.47213,0.78202,1.80408,2.19016,1.44819,1.80408,2.19016,0.78202,3.29839,3.29839,1.44819,3.29839,3.29839,0.78202,2.93497,3.04602,1.44819,2.93497,3.04602,All
0.789697,2.42995,2.46729,1.4624,2.42995,2.46729,0.789697,1.79328,2.1879,1.4624,1.79328,2.1879,0.789697,3.29839,3.29839,1.4624,3.29839,3.29839,0.789697,2.89269,3.04511,1.4624,2.89269,3.04511,All
0.797374,2.4247,2.46245,1.47662,2.4247,2.46245,0.797374,1.78249,2.18563,1.47662,1.78249,2.18563,0.797374,3.29839,3.29839,1.47662,3.29839,3.29839,0.797374,2.85042,3.04421,1.47662,2.85042,3.04421,All
0.805051,2.41945,2.45762,1.49083,2.41945,2.45762,0.805051,1.77169,2.18337,1.49083,1.77169,2.18337,0.805051,3.29839,3.29839,1.49083,3.29839,3.29839,0.805051,2.80814,3.0433,1.49083,2.80814,3.0433,All
0.812727,2.4142,2.45278,1.50505,2.4142,2.45278,0.812727,1.76089,2.1811,1.50505,1.76089,2.1811,0.812727,3.29839,3.29839,1.50505,3.29839,3.29839,0.812727,2.76587,3.04239,1.50505,2.76587,3.04239,All
0.820404,2.40887,2.44794,1.51927,2.40887,2.44794,0.820404,1.75421,2.17884,1.51927,1.75421,2.17884,0.820404,3.29839,3.29839,1.51927,3.29839,3.29839,0.820404,2.72682,3.04149,1.51927,2.72682,3.04149,All
0.828081,2.40212,2.44311,1.53348,2.40212,2.44311,0.828081,1.82164,2.17657,1.53348,1.82164,2.17657,0.828081,3.29839,3.29839,1.53348,3.29839,3.29839,0.828081,2.74589,3.04058,1.53348,2.74589,3.04058,All
0.835758,2.39536,2.43827,1.5477,2.39536,2.43827,0.835758,1.88907,2.17431,1.5477,1.88907,2.17431,0.835758,3.29839,3.29839,1.5477,3.29839,3.29839,0.835758,2.76495,3.03967,1.5477,2.76495,3.03967,All
0.843434,2.38861,2.43343,1.56192,2.38861,2.43343,0.843434,1.95649,2.17204,1.56192,1.95649,2.17204,0.843434,3.29839,3.29839,1.56192,3.29839,3.29839,0.843434,2.78401,3.03877,1.56192,2.78401,3.03877,All
0.851111,2.38185,2.4286,1.57613,2.38185,2.4286,0.851111,2.02392,2.16978,1.57613,2.02392,2.16978,0.851111,3.29839,3.29839,1.57613,3.29839,3.29839,0.851111,2.80307,3.03786,1.57613,2.80307,3.03786,All
0.858788,2.37509,2.42376,1.59035,2.37509,2.42376,0.858788,2.09135,2.16751,1.59035,2.09135,2.16751,0.858788,3.29839,3.29839,1.59035,3.29839,3.29839,0.858788,2.82213,3.03695,1.59035,2.82213,3.03695,All
0.866465,2.36834,2.41892,1.60456,2.36834,2.41892,0.866465,2.15878,2.16525,1.60456,2.15878,2.16525,0.866465,3.29839,3.29839,1.60456,3.29839,3.29839,0.866465,2.84119,3.03605,1.60456,2.84119,3.03605,All
0.874141,2.36158,2.41409,1.61878,2.36158,2.41409,0.874141,2.22621,2.16298,1.61878,2.22621,2.16298,0.874141,3.29839,3.29839,1.61878,3.29839,3.29839,0.874141,2.86026,3.03514,1.61878,2.86026,3.03514,All
0.881818,2.35483,2.40925,1.633,2.35483,2.40925,0.881818,2.29364,2.16072,1.633,2.29364,2.16072,0.881818,3.29839,3.29839,1.633,3.29839,3.29839,0.881818,2.87932,3.03423,1.633,2.87932,3.03423,All
0.889495,2.34807,2.40441,1.64721,2.34807,2.40441,0.889495,2.36107,2.15845,1.64721,2.36107,2.15845,0.889495,3.29839,3.29839,1.64721,3.29839,3.29839,0.889495,2.89838,3.03333,1.64721,2.89838,3.03333,All
0.897172,2.34132,2.39958,1.66143,2.34132,2.39958,0.897172,2.42849,2.15619,1.66143,2.42849,2.15619,0.897172,3.29839,3.29839,1.66143,3.29839,3.29839,0.897172,2.91744,3.03242,1.66143,2.91744,3.03242,All
0.904848,2.33456,2.39474,1.67565,2.33456,2.39474,0.904848,2.49592,2.15392,1.67565,2.49592,2.15392,0.904848,3.29839,3.29839,1.67565,3.29839,3.29839,0.904848,2.9365,3.03151,1.67565,2.9365,3.03151,All
0.912525,2.3278,2.3899,1.68986,2.3278,2.3899,0.912525,2.56335,2.15165,1.68986,2.56335,2.15165,0.912525,3.29839,3.29839,1.68986,3.29839,3.29839,0.912525,2.95556,3.0306,1.68986,2.95556,3.0306,All
0.920202,2.32105,2.38507,1.70408,2.32105,2.38507,0.920202,2.63078,2.14939,1.70408,2.63078,2.14939,0.920202,3.29839,3.29839,1.70408,3.29839,3.29839,0.920202,2.97463,3.0297,1.70408,2.97463,3.0297,All
0.927879,2.31429,2.38023,1.71829,2.31429,2.38023,0.927879,2.69821,2.14712,1.71829,2.69821,2.14712,0.927879,3.29839,3.29839,1.71829,3.29839,3.29839,0.927879,2.99369,3.02879,1.71829,2.99369,3.02879,All
0.935556,2.30754,2.37539,1.73251,2.30754,2.37539,0.935556,2.76564,2.14486,1.73251,2.76564,2.14486,0.935556,3.29839,3.29839,1.73251,3.29839,3.29839,0.935556,3.01275,3.02788,1.73251,3.01275,3.02788,All
0.943232,2.30078,2.37056,1.74673,2.30078,2.37056,0.943232,2.83307,2.14259,1.74673,2.83307,2.14259,0.943232,3.29839,3.29839,1.74673,3.29839,3.29839,0.943232,3.03181,3.02698,1.74673,3.03181,3.02698,All
0.950909,2.29402,2.36572,1.76094,2.29402,2.36572,0.950909,2.90049,2.14033,1.76094,2.90049,2.14033,0.950909,3.29839,3.29839,1.76094,3.29839,3.29839,0.950909,3.05087,3.02607,1.76094,3.05087,3.02607,All
0.958586,2.28727,2.36088,1.77516,2.28727,2.36088,0.958586,2.96792,2.13806,1.77516,2.96792,2.13806,0.958586,3.29839,3.29839,1.77516,3.29839,3.29839,0.958586,3.06993,3.02516,1.77516,3.06993,3.02516,All
0.966263,2.28051,2.35605,1.78938,2.28051,2.35605,0.966263,3.03535,2.1358,1.78938,3.03535,2.1358,0.966263,3.29839,3.29839,1.78938,3.29839,3.29839,0.966263,3.089,3.02426,1.78938,3.089,3.02426,All
0.973939,2.27376,2.35121,1.80359,2.27376,2.35121,0.973939,3.10278,2.13353,1.80359,3.10278,2.13353,0.973939,3.29839,3.29839,1.80359,3.29839,3.29839,0.973939,3.10806,3.02335,1.80359,3.10806,3.02335,All
0.981616,2.267,2.34637,1.81781,2.267,2.34637,0.981616,3.17021,2.13127,1.81781,3.17021,2.13127,0.981616,3.29839,3.29839,1.81781,3.29839,3.29839,0.981616,3.12712,3.02244,1.81781,3.12712,3.02244,All
0.989293,2.26024,2.34154,1.83202,2.26024,2.34154,0.989293,3.23764,2.129,1.83202,3.23764,2.129,0.989293,3.29839,3.29839,1.83202,3.29839,3.29839,0.989293,3.14618,3.02154,1.83202,3.14618,3.02154,All
0.99697,2.25349,2.3367,1.84624,2.25349,2.3367,0.99697,3.30506,2.12674,1.84624,3.30506,2.12674,0.99697,3.29839,3.29839,1.84624,3.29839,3.29839,0.99697,3.16524,3.02063,1.84624,3.16524,3.02063,All
1.00465,2.24673,2.33186,1.86046,2.24673,2.33186,1.00465,3.37249,2.12447,1.86046,3.37249,2.12447,1.00465,3.29839,3.29839,1.86046,3.29839,3.29839,1.00465,3.18431,3.01972,1.86046,3.18431,3.01972,All
1.01232,2.23998,2.32703,1.87467,2.23998,2.32703,1.01232,3.43992,2.12221,1.87467,3.43992,2.12221,1.01232,3.29839,3.29839,1.87467,3.29839,3.29839,1.01232,3.20337,3.01882,1.87467,3.20337,3.01882,All
1.02,2.23322,2.32219,1.88889,2.23322,2.32219,1.02,3.50735,2.11994,1.88889,3.50735,2.11994,1.02,3.29839,3.29839,1.88889,3.29839,3.29839,1.02,3.22243,3.01791,1.88889,3.22243,3.01791,All
