iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,612.256,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,573.156,1,19.0457,28.5098,14.4976,0.992066,0.168312,0.613341,0.947577,0.885755,0.923676
3,553.697,1,18.8506,26.626,16.2562,1.22221,0.128488,0.618616,1.08168,0.959397,0.980244
4,533.382,1,18.8625,27.7047,16.5768,1.37523,0.0987154,0.611404,1.09878,0.87888,1.08981
5,507.944,1,18.6906,26.5798,17.406,1.40967,0.0739135,0.610766,1.2237,0.899511,0.980433
6,499.224,1,18.7221,26.8107,16.5359,1.44343,0.064045,0.61682,1.27003,0.933648,0.983459
7,484.672,1,18.6047,26.6485,16.9282,1.36455,0.0573366,0.614099,1.26447,0.944939,0.973811
8,471.887,1,18.6614,26.4364,16.3097,1.33079,0.0503045,0.604502,1.28795,0.933457,0.977113
9,464.359,1,18.6063,26.4999,18.0389,1.40859,0.0425767,0.606344,1.2626,0.947151,0.885386
10,460.259,1,18.6348,26.5141,18.1358,1.48651,0.033978,0.605431,1.41983,0.939689,0.911107
11,443.742,1,18.8547,27.5775,17.2122,1.37152,0.0321829,0.604785,1.33093,0.878941,0.888666
12,444.299,1,18.7582,27.82,17.4293,1.37153,0.032022,0.609101,1.41635,0.865951,0.861133
13,444.096,1,18.7267,27.6637,18.2607,1.32164,0.0345854,0.608411,1.38305,0.847306,0.913067
14,438.465,1,18.7197,28.0159,18.2094,1.29358,0.0334493,0.609838,1.32003,0.82948,0.915064
15,436.207,1,18.6907,28.2427,18.1316,1.31554,0.0321318,0.60512,1.25471,0.805873,0.893377
16,429.908,1,18.7064,28.5999,17.5878,1.29112,0.0312779,0.606139,1.25539,0.799102,0.779569
17,429.935,1,18.7904,28.4074,17.9158,1.25252,0.0324296,0.600435,1.31135,0.801318,0.820192
18,432.186,1,18.8009,28.2303,17.2669,1.28785,0.0316191,0.600185,1.32779,0.798985,0.827493
19,435.161,1,18.9612,28.2469,17.7184,1.28788,0.0322483,0.599723,1.43597,0.78955,0.8654
20,435.144,1,18.904,27.8572,19.9431,1.28787,0.0310615,0.602832,1.46871,0.8,0.901132
21,432.13,1,18.7875,27.9846,19.8278,1.30703,0.0289295,0.603638,1.38763,0.802962,0.906576
22,427.33,1,18.8086,27.9721,18.9449,1.30699,0.0277525,0.603363,1.25131,0.798186,0.930594
23,422.365,1,18.6434,28.2611,18.0635,1.28832,0.0247205,0.607592,1.24065,0.781175,0.99043
24,419.051,1,18.7011,28.1652,18.8214,1.23959,0.026012,0.598667,1.29193,0.794276,0.93688
25,414.564,1,18.8486,28.6215,17.6893,1.26008,0.0226836,0.601518,1.25915,0.786954,0.92714
26,416.066,1,18.86,28.6744,17.6967,1.31269,0.0202955,0.609824,1.28706,0.780647,0.892179
27,413.086,1,18.8508,28.7128,17.3104,1.31262,0.018423,0.607468,1.30153,0.768054,0.911587
28,410.54,1,18.8763,28.7591,19.5121,1.25115,0.0206752,0.604268,1.36069,0.772817,0.901875
29,413.267,1,18.8574,29.2688,19.0937,1.26755,0.0208758,0.597283,1.43773,0.762629,0.901354
30,417.187,1,18.7983,29.4048,19.2673,1.27906,0.0234004,0.601375,1.33938,0.758913,0.879183
31,411.43,1,18.7803,29.0476,20.8103,1.263,0.0216534,0.604478,1.28263,0.757749,0.863456
32,408.377,1,18.782,29.7393,20.3848,1.29176,0.01687,0.599902,1.35575,0.733691,0.925352
33,405.686,1,18.9821,30.9167,19.7958,1.27652,0.017995,0.605225,1.41918,0.614705,0.902106
34,404.867,1,19,30.6493,18.9504,1.25873,0.0186667,0.604691,1.42993,0.629126,0.881267
35,398.7,1,18.9682,30.5643,20.9883,1.26415,0.0158388,0.602508,1.29393,0.642213,0.850683
36,394.387,1,18.9573,30.7777,19.886,1.32928,0.00640796,0.602279,1.27057,0.632507,0.837432
37,396.297,1,18.9648,31.1174,19.7036,1.32352,0.0091798,0.60977,1.31089,0.635673,0.800109
38,400.316,1,19.1066,31.1269,18.4874,1.36414,0.00713273,0.608767,1.33498,0.631104,0.828863
39,396.865,1,18.9659,31.0765,19.5498,1.35046,0.00251662,0.610804,1.40172,0.625225,0.84251
40,397.379,1,18.943,31.0374,19.0142,1.34381,2.22045e-16,0.608482,1.46423,0.637891,0.878156
41,396.09,1,18.9365,31.1655,19.0018,1.33247,2.22045e-16,0.608038,1.4881,0.634587,0.877567
42,396.271,1,18.986,31.3542,18.8089,1.33818,2.22045e-16,0.609219,1.4486,0.628692,0.882913
43,396.382,1,18.9575,31.2474,18.238,1.33894,2.22045e-16,0.611224,1.4464,0.612196,0.903567
44,391.153,1,19.0392,31.0227,18.0197,1.30434,2.22045e-16,0.606306,1.43682,0.611858,0.886097
45,391.538,1,19.057,31.0129,17.7116,1.2987,2.22045e-16,0.604611,1.47903,0.620147,0.915065
46,392.356,1,19.0696,31.278,18.6511,1.30113,2.22045e-16,0.608827,1.47297,0.621631,0.935019
47,395.655,1,19.1016,31.0938,19.0693,1.33404,2.22045e-16,0.608298,1.3958,0.623961,0.921298
48,398,1,19.0527,30.8279,18.4957,1.34844,2.22045e-16,0.609536,1.38698,0.626205,0.947013
49,398.103,1,19.0147,30.9426,19.22,1.33592,2.22045e-16,0.60302,1.45747,0.616121,1.01814
50,398.335,1,19.01,31.0314,18.3599,1.34429,2.22045e-16,0.602165,1.34186,0.612743,1.06097
