parameter,value
Cl_pop,13.4711450921478
V1_pop,24.3158212622793
beta_V1_ANTU_1,-0.221624406726598
beta_V1_logtCLCRMLMIN,-1.53857371257644
beta_V1_logtPROGDL,-0.506826008852816
Q_pop,23.4
beta_Q_LMP_1,1.03551938716584
beta_Q_logtAGEA,0.936182785044824
beta_Q_logtALBGDL,19.3439969126142
beta_Q_logtPROGDL,-19.4512247909867
V2_pop,12.3965073441403
beta_V2_SEXF_1,1.13872344452046
beta_V2_logtRAL,0.196993921301425
omega_Cl,0.256354185396061
omega_V1,5.56773838065532e-8
omega_Q,5.53288648407854e-8
omega_V2,0.659871905823151
a,1.41512028974004
b,0.049741577286265
