Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-3.49932,-0.0748546,0.0145726,-0.300178,0.180803,-0.0505223,-2.78819,-0.114187,0.0247285,-0.466379,1.07462,-0.0356724,-0.300178,1.11886,0.160944,-2.78819,-0.145838,-0.123635,-0.466379,-0.0525826,-0.037479,-3.49932,0.147133,0.0170825,-2.78819,-0.066882,-0.0259404,-0.466379,0.794408,0.0574886,-3.49932,-0.268128,-0.0279371,-0.300178,0.323123,-0.1712
-3.39521,-0.120727,0.014251,-0.293559,0.0950908,-0.0493002,-2.73547,-0.101595,0.0243354,-0.457987,1.03175,-0.0371764,-0.293559,0.58496,0.154662,-2.73547,-0.193,-0.123565,-0.457987,-0.0333144,-0.0368843,-3.39521,0.0526711,0.0164288,-2.73547,-0.0673589,-0.0255242,-0.457987,0.883211,0.0559975,-3.39521,-0.320075,-0.0278809,-0.293559,0.233398,-0.167956
-3.2911,-0.151259,0.0139294,-0.286939,0.0168783,-0.0480782,-2.68274,-0.0890035,0.0239423,-0.449596,0.988875,-0.0386805,-0.286939,0.101413,0.14838,-2.68274,-0.240162,-0.123496,-0.449596,-0.0140463,-0.0362896,-3.2911,-0.020094,0.0157751,-2.68274,-0.0678357,-0.0251079,-0.449596,0.972015,0.0545065,-3.2911,-0.358143,-0.0278246,-0.286939,0.150695,-0.164712
-3.18699,-0.173407,0.0136078,-0.28032,-0.0420965,-0.0468561,-2.63002,-0.0764117,0.0235492,-0.441204,0.946,-0.0401845,-0.28032,-0.252974,0.142099,-2.63002,-0.287324,-0.123426,-0.441204,0.00522188,-0.0356949,-3.18699,-0.0805451,0.0151215,-2.63002,-0.0683126,-0.0246917,-0.441204,1.06082,0.0530155,-3.18699,-0.387713,-0.0277684,-0.28032,0.0860023,-0.161468
-3.08288,-0.166654,0.0132862,-0.273701,-0.0914159,-0.0456341,-2.5773,-0.0652568,0.023156,-0.432813,0.903125,-0.0416885,-0.273701,-0.543398,0.135817,-2.5773,-0.324554,-0.123357,-0.432813,0.02449,-0.0351002,-3.08288,-0.0985469,0.0144678,-2.5773,-0.0685515,-0.0242754,-0.432813,1.14962,0.0515245,-3.08288,-0.387989,-0.0277122,-0.273701,0.0302244,-0.158224
-2.97877,-0.159901,0.0129646,-0.267082,-0.116624,-0.044412,-2.52457,-0.0564669,0.0227629,-0.424421,0.856286,-0.0431925,-0.267082,-0.674101,0.129535,-2.52457,-0.345635,-0.123288,-0.424421,0.0392553,-0.0345055,-2.97877,-0.116549,0.0138142,-2.52457,-0.0683917,-0.0238592,-0.424421,1.20467,0.0500335,-2.97877,-0.388266,-0.0276559,-0.267082,-0.00329243,-0.15498
-2.87466,-0.145756,0.012643,-0.260462,-0.141832,-0.04319,-2.47185,-0.0505301,0.0223698,-0.416029,0.798712,-0.0446965,-0.260462,-0.804805,0.123254,-2.47185,-0.34843,-0.123218,-0.416029,0.0418262,-0.0339108,-2.87466,-0.122761,0.0131605,-2.47185,-0.0677061,-0.023443,-0.416029,1.16832,0.0485425,-2.87466,-0.379188,-0.0275997,-0.260462,-0.0368093,-0.151736
-2.77055,-0.119167,0.0123214,-0.253843,-0.16704,-0.0419679,-2.41912,-0.0445933,0.0219766,-0.407638,0.741139,-0.0462005,-0.253843,-0.935508,0.116972,-2.41912,-0.351226,-0.123149,-0.407638,0.0443972,-0.0333161,-2.77055,-0.108947,0.0125069,-2.41912,-0.0670205,-0.0230267,-0.407638,1.13196,0.0470515,-2.77055,-0.354,-0.0275434,-0.253843,-0.0703261,-0.148492
-2.66644,-0.0864941,0.0119998,-0.247224,-0.177703,-0.0407459,-2.3664,-0.0386564,0.0215835,-0.399246,0.683565,-0.0477046,-0.247224,-0.972961,0.11069,-2.3664,-0.354021,-0.12308,-0.399246,0.0469682,-0.0327214,-2.66644,-0.0826977,0.0118532,-2.3664,-0.0663348,-0.0226105,-0.399246,1.09561,0.0455604,-2.66644,-0.315652,-0.0274872,-0.247224,-0.0908619,-0.145248
-2.56233,-0.0532209,0.0116782,-0.240605,-0.171576,-0.0395238,-2.31368,-0.0327196,0.0211904,-0.390854,0.625991,-0.0492086,-0.240605,-0.902781,0.104409,-2.31368,-0.356817,-0.12301,-0.390854,0.0495391,-0.0321268,-2.56233,-0.0544774,0.0111995,-2.31368,-0.0656492,-0.0221942,-0.390854,1.05925,0.0440694,-2.56233,-0.274518,-0.027431,-0.240605,-0.0964145,-0.142004
-2.45822,-0.0206501,0.0113566,-0.233985,-0.16545,-0.0383017,-2.26095,-0.0314059,0.0207973,-0.382463,0.565807,-0.0507126,-0.233985,-0.832601,0.0981269,-2.26095,-0.335094,-0.122941,-0.382463,0.0466254,-0.0315321,-2.45822,-0.0222688,0.0105459,-2.26095,-0.0639204,-0.021778,-0.382463,0.984124,0.0425784,-2.45822,-0.224062,-0.0273747,-0.233985,-0.101967,-0.13876
-2.35411,0.0101103,0.011035,-0.227366,-0.159324,-0.0370797,-2.20823,-0.0304156,0.0204041,-0.374071,0.503776,-0.0522166,-0.227366,-0.762421,0.0918452,-2.20823,-0.311657,-0.122872,-0.374071,0.0398291,-0.0309374,-2.35411,0.00966073,0.00989222,-2.20823,-0.0621185,-0.0213618,-0.374071,0.881547,0.0410874,-2.35411,-0.170685,-0.0273185,-0.227366,-0.10752,-0.135516
-2.25,0.033999,0.0107134,-0.220747,-0.149008,-0.0358576,-2.1555,-0.0294253,0.020011,-0.36568,0.441745,-0.0537206,-0.220747,-0.667215,0.0855635,-2.1555,-0.28822,-0.122802,-0.36568,0.0330327,-0.0303427,-2.25,0.037145,0.00923857,-2.1555,-0.0603167,-0.0209455,-0.36568,0.77897,0.0395964,-2.25,-0.112983,-0.0272622,-0.220747,-0.109598,-0.132271
-2.14589,0.0501031,0.0103918,-0.214128,-0.129941,-0.0346356,-2.10278,-0.028435,0.0196179,-0.357288,0.379714,-0.0552246,-0.214128,-0.521418,0.0792819,-2.10278,-0.264783,-0.122733,-0.357288,0.0262364,-0.029748,-2.14589,0.0579776,0.00858491,-2.10278,-0.0585149,-0.0205293,-0.357288,0.676393,0.0381054,-2.14589,-0.0536141,-0.027206,-0.214128,-0.104663,-0.129027
-2.04178,0.0538802,0.0100702,-0.207508,-0.10931,-0.0334135,-2.05006,-0.0274447,0.0192248,-0.348896,0.318796,-0.0567287,-0.207508,-0.368913,0.0730002,-2.05006,-0.241346,-0.122664,-0.348896,0.0165188,-0.0291533,-2.04178,0.0671262,0.00793125,-2.05006,-0.0567131,-0.0201131,-0.348896,0.555802,0.0366143,-2.04178,0.00551292,-0.0271498,-0.207508,-0.0988111,-0.125783
-1.93767,0.0521527,0.00974856,-0.200889,-0.0876683,-0.0321915,-1.99733,-0.0264544,0.0188316,-0.340505,0.259608,-0.0582327,-0.200889,-0.215906,0.0667185,-1.99733,-0.217909,-0.122594,-0.340505,0.00576553,-0.0285586,-1.93767,0.070729,0.00727759,-1.99733,-0.0549113,-0.0196968,-0.340505,0.430232,0.0351233,-1.93767,0.0627972,-0.0270935,-0.200889,-0.0929209,-0.122539
-1.83356,0.0418855,0.00942696,-0.19427,-0.0666542,-0.0309694,-1.94461,-0.0254641,0.0184385,-0.332113,0.200421,-0.0597367,-0.19427,-0.0723102,0.0604368,-1.94461,-0.194472,-0.122525,-0.332113,-0.00498777,-0.0279639,-1.83356,0.0651344,0.00662393,-1.94461,-0.0531095,-0.0192806,-0.332113,0.304663,0.0336323,-1.83356,0.113391,-0.0270373,-0.19427,-0.0883687,-0.119295
-1.72945,0.0277509,0.00910536,-0.187651,-0.0464324,-0.0297473,-1.89188,-0.0265335,0.0180454,-0.323721,0.144511,-0.0612407,-0.187651,0.0616204,0.0541552,-1.89188,-0.164748,-0.122456,-0.323721,-0.0161946,-0.0273692,-1.72945,0.054246,0.00597028,-1.89188,-0.0506697,-0.0188643,-0.323721,0.179569,0.0321413,-1.72945,0.153641,-0.026981,-0.187651,-0.0851861,-0.116051
-1.62534,0.0120468,0.00878375,-0.181031,-0.0289565,-0.0285253,-1.83916,-0.0286465,0.0176523,-0.31533,0.0926822,-0.0627447,-0.181031,0.170071,0.0478735,-1.83916,-0.136673,-0.122386,-0.31533,-0.0270446,-0.0267745,-1.62534,0.0406076,0.00531662,-1.83916,-0.0477257,-0.0184481,-0.31533,0.0611192,0.0306503,-1.62534,0.185795,-0.0269248,-0.181031,-0.0855916,-0.112807
-1.52123,-0.00294179,0.00846215,-0.174412,-0.0152663,-0.0273032,-1.78644,-0.0307595,0.0172591,-0.306938,0.0424343,-0.0642488,-0.174412,0.245992,0.0415918,-1.78644,-0.108597,-0.122317,-0.306938,-0.0376958,-0.0261798,-1.52123,0.0250532,0.00466296,-1.78644,-0.0447818,-0.0180319,-0.306938,-0.0543585,0.0291593,-1.52123,0.201099,-0.0268686,-0.174412,-0.090549,-0.109563
-1.41712,-0.0149567,0.00814054,-0.167793,-0.00549561,-0.0260812,-1.73371,-0.0328725,0.016866,-0.298547,-0.00408734,-0.0657528,-0.167793,0.289373,0.0353101,-1.73371,-0.0805221,-0.122248,-0.298547,-0.0474971,-0.0255851,-1.41712,0.00954534,0.0040093,-1.73371,-0.0418379,-0.0176156,-0.298547,-0.160327,0.0276683,-1.41712,0.198281,-0.0268123,-0.167793,-0.0998666,-0.106319
-1.31301,-0.0204827,0.00781894,-0.161174,0.00197435,-0.0248591,-1.68099,-0.0349855,0.0164729,-0.290155,-0.0459257,-0.0672568,-0.161174,0.313937,0.0290285,-1.68099,-0.0524468,-0.122178,-0.290155,-0.0562301,-0.0249904,-1.31301,-0.00348508,0.00335565,-1.68099,-0.038894,-0.0171994,-0.290155,-0.254343,0.0261772,-1.31301,0.171313,-0.0267561,-0.161174,-0.111571,-0.103075
-1.2089,-0.0198299,0.00749733,-0.154554,0.0056729,-0.0236371,-1.62826,-0.0372836,0.0160798,-0.281763,-0.0855162,-0.0687608,-0.154554,0.308476,0.0227468,-1.62826,-0.027384,-0.122109,-0.281763,-0.0642838,-0.0243957,-1.2089,-0.013527,0.00270199,-1.62826,-0.035759,-0.0167831,-0.281763,-0.341529,0.0246862,-1.2089,0.125428,-0.0266998,-0.154554,-0.126655,-0.0998311
-1.10479,-0.00856269,0.00717573,-0.147935,0.00751109,-0.022415,-1.57554,-0.0397711,0.0156866,-0.273372,-0.119064,-0.0702648,-0.147935,0.288803,0.0164651,-1.57554,-0.00830084,-0.12204,-0.273372,-0.0704961,-0.023801,-1.10479,-0.0176908,0.00204833,-1.57554,-0.0323202,-0.0163669,-0.273372,-0.410252,0.0231952,-1.10479,0.0515464,-0.0266436,-0.147935,-0.14302,-0.096587
-1.00068,0.00922758,0.00685413,-0.141316,0.00736979,-0.021193,-1.52281,-0.0422016,0.0152935,-0.26498,-0.146104,-0.0717688,-0.141316,0.254731,0.0101834,-1.52281,0.00658547,-0.12197,-0.26498,-0.0744463,-0.0232063,-1.00068,-0.0170219,0.00139467,-1.52281,-0.0287486,-0.0159507,-0.26498,-0.457259,0.0217042,-1.00068,-0.0337352,-0.0265874,-0.141316,-0.160279,-0.093343
-0.896571,0.0288401,0.00653252,-0.134697,0.00568453,-0.0199709,-1.47009,-0.0444955,0.0149004,-0.256588,-0.167864,-0.0732729,-0.134697,0.21082,0.00390174,-1.47009,0.0161943,-0.121901,-0.256588,-0.0764386,-0.0226116,-0.896571,-0.0126947,0.000741014,-1.47009,-0.0250377,-0.0155344,-0.256588,-0.485842,0.0202132,-0.896571,-0.111612,-0.0265311,-0.134697,-0.177333,-0.090099
-0.792461,0.0456932,0.00621092,-0.128077,0.00299493,-0.0187488,-1.41737,-0.0466171,0.0145073,-0.248197,-0.1811,-0.0747769,-0.128077,0.162251,-0.00237993,-1.41737,0.0208452,-0.121832,-0.248197,-0.0751871,-0.0220169,-0.792461,-0.00607249,8.73558e-05,-1.41737,-0.0212144,-0.0151182,-0.248197,-0.484063,0.0187222,-0.792461,-0.164762,-0.0264749,-0.128077,-0.193127,-0.0868549
-0.688351,0.0549892,0.00588931,-0.121458,0.000148844,-0.0175268,-1.36464,-0.0483963,0.0141141,-0.239805,-0.192932,-0.0762809,-0.121458,0.11419,-0.00866161,-1.36464,0.017456,-0.121762,-0.239805,-0.0734027,-0.0214222,-0.688351,0.00171441,-0.000566302,-1.36464,-0.0172357,-0.014702,-0.239805,-0.477284,0.0172312,-0.688351,-0.173676,-0.0264186,-0.121458,-0.207926,-0.0836109
-0.584241,0.0540347,0.00556771,-0.114839,-0.00282558,-0.0163047,-1.31192,-0.0499349,0.013721,-0.231414,-0.198575,-0.0777849,-0.114839,0.0703081,-0.0149433,-1.31192,0.00912721,-0.121693,-0.231414,-0.069348,-0.0208275,-0.584241,0.00947341,-0.00121996,-1.31192,-0.0131741,-0.0142857,-0.231414,-0.448838,0.0157401,-0.584241,-0.128912,-0.0263624,-0.114839,-0.219472,-0.0803668
-0.480131,0.0464784,0.0052461,-0.10822,-0.00536318,-0.0150827,-1.25919,-0.0507568,0.0133279,-0.223022,-0.200199,-0.0792889,-0.10822,0.0344578,-0.021225,-1.25919,-0.00882228,-0.121623,-0.223022,-0.0639017,-0.0202328,-0.480131,0.0163972,-0.00187362,-1.25919,-0.00902876,-0.0138695,-0.223022,-0.406709,0.0142491,-0.480131,-0.050158,-0.0263062,-0.10822,-0.227679,-0.0771228
-0.376021,0.0360016,0.0049245,-0.1016,-0.0067509,-0.0138606,-1.20647,-0.0508721,0.0129347,-0.21463,-0.198917,-0.0807929,-0.1016,0.0142328,-0.0275066,-1.20647,-0.03261,-0.121554,-0.21463,-0.0575383,-0.0196381,-0.376021,0.0207685,-0.00252728,-1.20647,-0.00491424,-0.0134532,-0.21463,-0.355104,0.0127581,-0.376021,0.042967,-0.0262499,-0.1016,-0.230666,-0.0738787
-0.271911,0.02561,0.00460289,-0.0949811,-0.00706197,-0.0126386,-1.15375,-0.0509873,0.0125416,-0.206239,-0.195457,-0.082297,-0.0949811,0.00728339,-0.0337883,-1.15375,-0.0563977,-0.121485,-0.206239,-0.0506157,-0.0190434,-0.271911,0.0234287,-0.00318093,-1.15375,-0.000799718,-0.013037,-0.206239,-0.297002,0.0112671,-0.271911,0.135127,-0.0261937,-0.0949811,-0.229639,-0.0706347
