pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.38653,0.129703,-2.96574,0.010887,-1.62241,0.0835428,All
-0.915363,0.648514,-2.75482,0.010887,-1.18351,0.306324,All
-0.4442,0.440989,-2.54389,0.0163305,-0.744617,0.5848,All
0.0269632,0.363168,-2.33297,0.010887,-0.30572,0.362019,All
0.498126,0.259405,-2.12205,0.032661,0.133177,0.306324,All
0.969289,0.155643,-1.91113,0.10887,0.572073,0.334171,All
1.44045,0.155643,-1.70021,0.0979829,1.01097,0.167086,All
1.91161,0.0518811,-1.48929,0.130644,1.44987,0.194933,All
2.38278,0.103762,-1.27837,0.185079,1.88876,0.11139,All
2.85394,0.0259405,-1.06745,0.261288,2.32766,0.0556952,All
,,-0.856525,0.277618,,,All
,,-0.645604,0.299392,,,All
,,-0.434682,0.337497,,,All
,,-0.223761,0.391932,,,All
,,-0.01284,0.381045,,,All
,,0.198081,0.397375,,,All
,,0.409002,0.413706,,,All
,,0.619924,0.283062,,,All
,,0.830845,0.315723,,,All
,,1.04177,0.299392,,,All
,,1.25269,0.223183,,,All
,,1.46361,0.130644,,,All
,,1.67453,0.0979829,,,All
,,1.88545,0.0762089,,,All
,,2.09637,0.0381045,,,All
,,2.30729,0.0435479,,,All
,,2.51821,0.010887,,,All
,,2.72914,0.00544349,,,All
,,2.94006,0,,,All
,,3.15098,0.010887,,,All
