Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.41856,0.06671,14.101,0.0274915,26.5295,0.0137559,3.83311,0.0311494,All
9.38716,0.0592977,16.7125,0.0522339,74.0243,0.00513957,8.90379,0.0552194,All
10.3558,0.177893,19.324,0.112715,121.519,0.00196513,13.9745,0.0410606,All
11.3244,0.126008,21.9356,0.0989694,169.014,0.000755819,19.0452,0.0226541,All
12.293,0.06671,24.5471,0.054983,216.509,0.000302327,24.1158,0.0127429,All
13.2616,0.0444733,27.1586,0.0192441,264.003,0.000151164,29.1865,0.00424765,All
14.2302,0.0741222,29.7702,0.0219932,311.498,0,34.2572,0.00707941,All
15.1988,0.103771,32.3817,0.0137458,358.993,0.000151164,39.3279,0.0113271,All
16.1674,0.0815344,34.9932,0.00274915,406.488,0,44.3986,0.0113271,All
17.136,0.103771,37.6047,0.00274915,453.983,0.000151164,49.4692,0.00566353,All
18.1046,0.103771,40.2163,0,501.477,0,54.5399,0.00424765,All
19.0732,0.06671,42.8278,0,548.972,0.000151164,59.6106,0.00424765,All
20.0418,0.0370611,45.4393,0.0054983,596.467,0.000151164,64.6813,0.00141588,All
