parameter,value
Cl_pop,13.4562099802796
V1_pop,24.0329119038041
beta_V1_logtCLCRMLMIN,-2.99245162178788
beta_V1_logtPROGDL,-2.18753670157782
Q_pop,23.4
beta_Q_LMP_1,0.841792174972121
beta_Q_logtAGEA,1.41496363687577
beta_Q_logtALBGDL,17.3751060176327
beta_Q_logtPROGDL,-16.8895406458629
beta_Q_logtWTKG,-0.309356285204239
V2_pop,3.79389808582578
beta_V2_SEXF_1,3.90750321319377
beta_V2_logtHCM,29.94181759216
omega_Cl,0.257232876369858
omega_V1,0.346294856911458
omega_Q,6.10411700557059e-8
omega_V2,4.65726641980738e-8
a,1.43704589047531
b,0.041633496585665
