parameter,value
Cl_pop,13.4834463817846
V1_pop,23.5474510080257
beta_V1_ANTU_1,2.96056072669732
beta_V1_logtCLCRMLMIN,-3.08727220164473
beta_V1_logtPROGDL,-1.80211894815907
Q_pop,23.4
beta_Q_LMP_1,0.937043362484464
beta_Q_logtAGEA,1.30887007611563
beta_Q_logtALBGDL,18.0447495113877
beta_Q_logtPROGDL,-17.969155472509
beta_Q_logtRAN,0.0101073719597015
V2_pop,3.07422772923508
beta_V2_SEXF_1,4.32239453343458
beta_V2_logtHCM,33.4378266451729
omega_Cl,0.257780588383045
omega_V1,1.70821072486283
omega_Q,5.02131787644126e-8
omega_V2,2.35434875788169e-8
a,1.42375811152413
b,0.0433170147370952
