iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,668.688,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,669.486,1,20.6012,23.1622,14.6205,0.95,0.285,-0.388662,0.974679,1.11792,0.974679,0.974679
3,652.192,1,18.6921,26.3972,14.3328,0.9025,0.27075,-0.262163,0.95,1.12305,0.95,0.95
4,644.226,1,18.8035,25.9532,13.7266,0.857375,0.257212,-0.275518,0.925945,1.16425,0.925945,0.925945
5,640.045,1,16.8537,26.2639,13.1765,0.814506,0.244352,-0.187399,0.9025,1.2739,0.9025,0.972167
6,624.697,1,17.7142,26.0232,11.3828,0.773781,0.232134,-0.245366,0.879648,1.24165,0.879648,0.947552
7,623.278,1,17.5001,25.0305,12.2799,0.735092,0.220528,-0.249685,0.857375,1.35876,0.857375,0.923559
8,607.999,1,18.1502,24.3092,14.495,0.698337,0.209501,-0.24986,0.835666,1.32436,0.835666,0.900174
9,595.88,1,18.2483,24.724,14.2674,0.66342,0.199026,-0.282328,0.814506,1.29082,0.814506,0.877381
10,597.245,1,17.8257,23.7858,11.1447,0.630249,0.189075,-0.287009,0.793882,1.46471,0.793882,0.855165
11,598.181,1,17.7105,25.0038,11.0309,0.598737,0.179621,-0.282024,0.773781,1.52625,0.773781,0.849371
12,593.257,1,18.2854,24.4838,12.2538,0.5688,0.17064,-0.312287,0.754188,1.48761,0.754188,0.897024
13,580.308,1,17.6336,23.6469,11.2109,0.54036,0.162108,-0.269942,0.735092,1.44994,0.735092,0.87431
14,570.368,1,18.6395,24.7219,11.0081,0.513342,0.154003,-0.313308,0.716479,1.55764,0.716479,0.852172
15,567.746,1,18.2499,25.7619,11.6091,0.487675,0.146302,-0.294959,0.698337,1.64278,0.698337,0.830595
16,561.459,1,18.1093,25.8196,11.64,0.463291,0.138987,-0.287736,0.680655,1.60118,0.680655,0.809564
17,547.603,1,17.847,26.3786,11.4582,0.440127,0.132038,-0.274533,0.66342,1.56064,0.66342,0.789065
18,540.851,1,17.9814,27.401,10.7359,0.41812,0.125436,-0.272414,0.646622,1.52112,0.646622,0.769086
19,529.671,1,17.486,26.9385,11.891,0.397214,0.119164,-0.237144,0.630249,1.48261,0.630249,0.749612
20,531.427,1,18.621,26.3931,12.2845,0.377354,0.113206,-0.302216,0.614291,1.44507,0.614291,0.807464
21,522.868,1,18.594,26.8609,13.7164,0.358486,0.107546,-0.298837,0.598737,1.42612,0.598737,0.787019
22,515.766,1,18.6101,27.0455,14.1208,0.607289,0.101784,-0.310533,0.583577,1.42732,0.583577,0.80807
23,518.454,1,18.1387,26.1007,13.6332,0.769877,0.0939077,-0.293039,0.5688,1.60042,0.5688,0.787609
24,508.412,1,18.434,27.2943,14.2835,0.731383,0.0892123,-0.297426,0.554398,1.56849,0.554398,0.769501
25,508.149,1,18.8623,27.9364,13.6204,0.850583,0.0824299,-0.322844,0.54036,1.70894,0.54036,0.830938
26,515.629,1,18.9267,28.0893,13.3689,0.932916,0.0827204,-0.327334,0.526678,1.71532,0.526678,0.891126
27,511.554,1,18.7691,27.1825,14.8667,0.88627,0.0785844,-0.324621,0.513342,1.67188,0.513342,0.984604
28,508.739,1,18.3558,28.1085,13.6605,1.02183,0.0767116,-0.294653,0.500344,1.70448,0.500344,0.959673
29,510.737,1,18.969,28.9384,13.3346,0.998504,0.0741058,-0.322376,0.487675,1.78736,0.487675,1.05474
30,501.367,1,18.6799,28.8297,14.4355,1.01983,0.0698879,-0.302893,0.475327,1.7421,0.475327,1.16554
31,491.377,1,18.1451,27.4018,14.838,0.968842,0.0663935,-0.288929,0.463291,1.69799,0.463291,1.17998
32,486.35,1,18.2515,26.345,14.1353,0.9204,0.0630739,-0.295595,0.45156,1.65499,0.45156,1.18038
33,481.187,1,18.77,26.8663,14.6917,1.0556,0.060382,-0.311714,0.440127,1.61309,0.440127,1.15049
34,476.814,1,18.2262,27.6047,15.5237,0.933964,0.0632205,-0.28212,0.428982,1.57224,0.428982,1.19031
35,483.939,1,18.1588,27.0228,16.0787,1.07886,0.0584493,-0.285422,0.41812,1.53243,0.41812,1.34591
36,487.595,1,18.6262,26.7131,14.9085,1.10939,0.0611146,-0.312744,0.407533,1.49363,0.407533,1.31184
37,477.238,1,18.0833,26.3227,16.3738,1.05392,0.0580588,-0.277233,0.397214,1.45581,0.397214,1.30504
38,471.993,1,18.3257,26.0642,17.01,1.17011,0.0515618,-0.293754,0.387157,1.41895,0.387157,1.27199
39,469.69,1,18.1551,26.3895,15.2966,1.20116,0.0488941,-0.287944,0.377354,1.38302,0.377354,1.24955
40,471.064,1,18.004,25.5683,14.6354,1.25373,0.0511393,-0.277494,0.367799,1.348,0.367799,1.21791
41,473.317,1,17.4806,25.2958,14.8496,1.2862,0.0485118,-0.253164,0.358486,1.31387,0.358486,1.22806
42,459.868,1,17.9166,25.3506,14.4832,1.22189,0.0460862,-0.278106,0.349409,1.2806,0.349409,1.19696
43,465.544,1,18.4311,25.8573,14.5406,1.13198,0.0550456,-0.300364,0.340562,1.24818,0.340562,1.16666
44,452.616,1,18.1066,26.1956,14.0298,1.07538,0.0522933,-0.282934,0.331938,1.22169,0.331938,1.13712
45,454.155,1,18.2235,25.9368,14.8363,1.02161,0.0496787,-0.297413,0.323534,1.19075,0.332717,1.13722
46,452.546,1,18.3095,26.2996,15.3616,1.07667,0.0516978,-0.293907,0.315341,1.1606,0.330593,1.15954
47,444.868,1,18.4948,26.3517,15.2504,1.02284,0.0491129,-0.308305,0.307357,1.13122,0.323221,1.21656
48,445.707,1,18.1599,26.6442,15.1046,0.995494,0.0518157,-0.284968,0.299574,1.10257,0.321478,1.24374
49,437.671,1,18.3658,26.6845,14.0716,1.02503,0.0471983,-0.296718,0.291989,1.07466,0.315648,1.21225
50,444.332,1,18.3757,25.8792,13.6192,1.09443,0.0469536,-0.292976,0.284596,1.05752,0.309428,1.21518
51,443.207,1,18.5596,26.5612,14.5297,1.07331,0.0485903,-0.292043,0.27739,1.04295,0.301593,1.26566
52,447.825,1,18.6743,26.8778,13.596,1.05139,0.0489241,-0.307843,0.270366,1.07479,0.322967,1.34961
53,454.491,1,18.8856,26.8637,11.9034,1.02809,0.0558316,-0.324992,0.26352,1.05367,0.314789,1.31544
54,450.298,1,18.7933,26.9322,12.0587,1.09746,0.0507809,-0.32036,0.256848,1.04321,0.320332,1.28213
55,453.055,1,18.1745,26.4995,12.4436,1.14499,0.0515931,-0.290448,0.250344,1.01679,0.312221,1.24967
56,446.585,1,18.2873,26.5933,12.3334,1.12101,0.0489067,-0.287068,0.244005,0.991047,0.316653,1.21802
57,449.177,1,18.6244,26.8072,11.3168,1.17864,0.0473876,-0.30129,0.237827,0.965953,0.317257,1.18983
58,434.37,1,18.517,26.4851,11.9853,1.11971,0.0450182,-0.296893,0.231805,0.941495,0.328244,1.1597
59,438.977,1,18.4581,26.7579,12.2222,1.10868,0.0480748,-0.299459,0.225936,0.973108,0.319933,1.13034
60,440.407,1,19.0889,27.0713,11.7484,1.14131,0.0482333,-0.324738,0.220215,1.03357,0.311832,1.10172
61,434.928,1,18.4654,26.5788,12.4745,1.08425,0.0458217,-0.299291,0.214639,1.07046,0.307746,1.07382
62,437.341,1,18.4818,26.7604,11.9358,1.13795,0.0468867,-0.297545,0.215543,1.04336,0.304535,1.04663
63,435.37,1,18.4604,26.883,11.3365,1.2118,0.0418463,-0.292414,0.217817,1.01694,0.304058,1.02853
64,427.137,1,18.5869,27.0225,11.6688,1.24704,0.0396153,-0.302638,0.212302,0.991191,0.303013,1.00249
65,429.726,1,18.5135,26.9333,11.5784,1.24709,0.0404985,-0.304266,0.206926,0.966094,0.302847,0.977107
66,437.537,1,18.3711,27.4194,11.4136,1.37497,0.0370341,-0.30359,0.201687,0.941632,0.332753,0.952366
67,430.831,1,18.7825,27.0251,11.0003,1.30148,0.0361973,-0.317739,0.210453,0.917789,0.324327,0.997355
68,426.961,1,18.4899,27.0304,10.7856,1.30143,0.0336748,-0.296442,0.21102,0.89455,0.325197,0.972101
69,424.563,1,18.7648,27.1714,10.1578,1.21811,0.0391269,-0.305344,0.211252,0.8719,0.316963,0.959492
70,422.073,1,18.4745,26.7156,10.4651,1.29075,0.0366057,-0.29103,0.222288,0.849823,0.308937,0.935197
71,422.508,1,18.8809,26.7336,11.2425,1.22621,0.0347754,-0.318041,0.223497,0.861039,0.313585,0.911517
72,424.944,1,18.7814,26.832,11.2928,1.30731,0.0350122,-0.309642,0.219845,0.842478,0.305645,0.888437
73,423.89,1,18.9347,26.2048,11.7893,1.30733,0.0357704,-0.319948,0.223473,0.821146,0.297906,0.868989
74,423.863,1,18.9424,25.7221,12.056,1.35608,0.0334836,-0.319532,0.21995,0.800354,0.313794,0.846985
75,415.758,1,18.5851,25.5098,11.966,1.38092,0.0275144,-0.307778,0.217305,0.780088,0.308013,0.865118
76,417.345,1,18.8048,25.7498,12.2074,1.34591,0.031348,-0.320811,0.212848,0.794168,0.300214,0.843212
