time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
0.00126332,0.010989,0,0,0.0224719,All
0.0313239,0.021978,0,0,0.0225996,All
0.0613846,0.032967,0.0111111,0,0.0227273,All
0.0914452,0.032967,0.0111111,0,0.0281609,All
0.121506,0.032967,0.0111111,0,0.0333333,All
0.151566,0.032967,0.0111111,0,0.0333333,All
0.181627,0.032967,0.0111111,0,0.0333333,All
0.211688,0.032967,0.0111111,0,0.0333333,All
0.241748,0.032967,0.0111111,0,0.0333333,All
0.271809,0.032967,0.011236,0,0.0337079,All
0.30187,0.032967,0.011236,0,0.0337079,All
0.33193,0.032967,0.011236,0,0.0340909,All
0.361991,0.032967,0.011236,0,0.0340909,All
0.392051,0.032967,0.011236,0,0.0394636,All
0.422112,0.032967,0.0113636,0,0.0444444,All
0.452173,0.032967,0.0222222,0,0.0444444,All
0.482233,0.032967,0.0222222,0,0.0449438,All
0.512294,0.032967,0.0222222,0,0.0507663,All
0.542354,0.032967,0.0222222,0,0.0555556,All
0.572415,0.032967,0.0224719,0,0.0561798,All
0.602476,0.032967,0.0224719,0,0.0561798,All
0.632536,0.032967,0.0225996,0,0.0561798,All
0.662597,0.032967,0.0333333,0,0.0666667,All
0.692658,0.032967,0.0333333,0,0.0666667,All
0.722718,0.032967,0.0333333,0.0111111,0.0666667,All
0.752779,0.032967,0.0337079,0.0111111,0.0674157,All
0.782839,0.032967,0.0337079,0.0111111,0.0777778,All
0.8129,0.032967,0.0400794,0.011236,0.0777778,All
0.842961,0.032967,0.0444444,0.011236,0.0786517,All
0.873021,0.043956,0.0444444,0.0222222,0.0888889,All
0.903082,0.0549451,0.0449438,0.0222222,0.0888889,All
0.933143,0.0769231,0.0449438,0.0222222,0.0898876,All
0.963203,0.0879121,0.0555556,0.0222222,0.1,All
0.993264,0.0879121,0.0555556,0.0222222,0.101124,All
1.02332,0.0989011,0.0561798,0.0227273,0.101698,All
1.05338,0.0989011,0.0666667,0.0333333,0.111111,All
1.08345,0.120879,0.0666667,0.0333333,0.11236,All
1.11351,0.120879,0.0674157,0.0333333,0.122909,All
1.14357,0.120879,0.0777778,0.0337079,0.129167,All
1.17363,0.120879,0.0786517,0.0444444,0.133333,All
1.20369,0.131868,0.0888889,0.0444444,0.144444,All
1.23375,0.142857,0.0898876,0.0449438,0.146067,All
1.26381,0.153846,0.1,0.0555556,0.15249,All
1.29387,0.153846,0.1,0.0561798,0.166667,All
1.32393,0.153846,0.111111,0.0666667,0.167603,All
1.35399,0.164835,0.11236,0.0666667,0.170455,All
1.38405,0.175824,0.122222,0.0674157,0.177778,All
1.41411,0.175824,0.125,0.0777778,0.188889,All
1.44417,0.186813,0.134831,0.0795455,0.195506,All
1.47423,0.186813,0.144444,0.0898876,0.202247,All
1.50429,0.197802,0.147727,0.1,0.213483,All
1.53435,0.208791,0.157303,0.111111,0.225996,All
1.56442,0.208791,0.166667,0.112998,0.233333,All
1.59448,0.208791,0.177778,0.122909,0.241379,All
1.62454,0.208791,0.188889,0.133333,0.247191,All
1.6546,0.208791,0.2,0.144444,0.258427,All
1.68466,0.21978,0.202247,0.146067,0.269663,All
1.71472,0.241758,0.215909,0.156429,0.277778,All
1.74478,0.241758,0.227273,0.173159,0.288889,All
1.77484,0.263736,0.238636,0.179775,0.3,All
1.8049,0.285714,0.25,0.188889,0.311111,All
1.83496,0.285714,0.266667,0.201124,0.325843,All
1.86502,0.285714,0.277778,0.215909,0.337079,All
1.89508,0.307692,0.288889,0.233333,0.348315,All
1.92514,0.340659,0.303371,0.244444,0.363636,All
1.9552,0.351648,0.318182,0.255556,0.375,All
1.98526,0.384615,0.333333,0.27682,0.387626,All
2.01532,0.384615,0.348315,0.291416,0.4,All
2.04539,0.395604,0.366667,0.311111,0.418092,All
2.07545,0.395604,0.37931,0.322222,0.433333,All
2.10551,0.395604,0.4,0.338994,0.449438,All
2.13557,0.406593,0.41573,0.355556,0.460674,All
2.16563,0.417582,0.433333,0.377778,0.483146,All
2.19569,0.43956,0.449438,0.393258,0.5,All
2.22575,0.43956,0.466667,0.411111,0.511364,All
2.25581,0.450549,0.488636,0.433333,0.533333,All
2.28587,0.483516,0.505618,0.460674,0.555556,All
2.31593,0.505495,0.522727,0.477273,0.573034,All
2.34599,0.516484,0.544444,0.494382,0.596603,All
2.37605,0.549451,0.566667,0.516854,0.617978,All
2.40611,0.582418,0.588889,0.533712,0.640449,All
2.43617,0.582418,0.611111,0.556818,0.662921,All
2.46623,0.604396,0.633333,0.577778,0.685393,All
2.49629,0.626374,0.655364,0.6,0.707865,All
2.52636,0.659341,0.677778,0.625,0.731835,All
2.55642,0.681319,0.7,0.646086,0.762704,All
2.58648,0.692308,0.730337,0.672306,0.786517,All
2.61654,0.714286,0.755556,0.696629,0.811111,All
2.6466,0.736264,0.777778,0.727273,0.836207,All
2.67666,0.791209,0.808989,0.754182,0.865918,All
2.70672,0.813187,0.840909,0.780934,0.888889,All
2.73678,0.824176,0.866667,0.811111,0.921348,All
2.76684,0.89011,0.897139,0.842697,0.943182,All
2.7969,0.912088,0.920455,0.866667,0.965909,All
2.82696,0.912088,0.943501,0.898876,0.977778,All
2.85702,0.956044,0.955556,0.922222,0.988889,All
2.88708,0.978022,0.9774,0.94382,1,All
2.91714,0.978022,0.988764,0.965909,1,All
2.9472,0.989011,1,0.977778,1,All
2.97726,1,1,1,1,All
