parameter,value
Cl_pop,13.5258660262474
V1_pop,26.3998727192931
beta_V1_ANTU_1,-0.247638478286671
beta_V1_logtCLCRMLMIN,-3.0416067762548
beta_V1_logtPROGDL,-2.00935049354415
Q_pop,23.4
beta_Q_LMP_1,0.908811741951234
beta_Q_logtAGEA,1.59423085275668
beta_Q_logtALBGDL,18.689910182294
beta_Q_logtPROGDL,-18.3433488391247
V2_pop,1.85772312196707
beta_V2_SEXF_1,5.69268887051742
beta_V2_logtHCM,46.0196517140261
beta_V2_logtRAL,0.285953582101724
beta_V2_logtSCRMGDL,0.514632820881543
omega_Cl,0.259013754203085
omega_V1,0.332990937675728
omega_Q,1.96186005514539e-8
omega_V2,3.22660132212284e-8
a,1.29004139899374
b,0.0448406966229295
