iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,350.782,1,19.9867,27.069,20.5526,1,-0.367397,1,1,1,1
2,332.436,1,21.0472,34.5259,25.7905,0.974679,-0.445882,0.974679,0.974679,0.974679,1.01579
3,326.043,1,26.6781,38.6296,28.6845,0.95,-0.590034,0.95,1.05392,0.95,0.990072
4,323.762,1,34.1757,44.204,28.6096,0.925945,-0.795248,0.925945,1.02723,0.954942,0.965003
5,325.328,1,32.046,49.7208,30.4833,0.9025,-0.849779,0.9025,1.07556,0.930763,0.940568
6,306.253,1,32.3631,42.0749,34.7919,0.879648,-0.776694,0.879648,1.04832,0.907195,0.916752
7,310.776,1,27.426,38.3968,43.2655,0.857375,-0.680031,0.857375,1.02178,0.884225,0.89354
8,301.198,1,31.2929,37.45,53.3289,0.835666,-0.673017,0.835666,1.01471,0.861836,0.896855
9,306.141,1,32.7421,45.6238,49.5992,0.814506,-0.715631,0.814506,1.07381,0.918111,0.974679
10,298.521,1,29.0739,37.3974,36.3562,0.793882,-0.691137,0.793882,1.16762,0.894863,0.971978
11,298.352,1,24.7363,40.4824,33.942,0.773781,-0.663991,0.773781,1.18171,0.944217,0.947367
12,294.181,1,28.3205,41.0747,29.7379,0.754188,-0.741781,0.754188,1.16011,0.962689,0.923379
13,278.364,1,36.5239,39.6669,22.5615,0.735092,-0.917547,0.735092,1.13073,0.938313,0.899998
14,269.733,1,29.2173,38.1513,25.6468,0.716479,-0.611496,0.716479,1.13654,0.914554,0.87721
15,263.694,1,24.7873,43.6656,24.1561,0.698337,-0.533026,0.698337,1.19857,0.891397,0.854998
16,260.774,1,22.2481,41.4526,26.0622,0.680655,-0.450835,0.680655,1.19078,0.868827,0.84535
17,260.597,1,22.6055,37.7059,25.9291,0.66342,-0.40616,0.66342,1.27191,0.846827,0.823946
18,250.898,1,28.531,35.9455,24.5567,0.646622,-0.656464,0.646622,1.25174,0.825385,0.809109
19,248.596,1,23.9505,41.323,28.0325,0.630249,-0.458647,0.630249,1.22004,0.804486,0.819561
20,247.593,1,32.9532,42.7613,26.6549,0.614291,-0.703238,0.614291,1.47127,0.850579,0.798809
21,233.711,1,27.6276,39.6744,26.4865,0.598737,-0.523337,0.598737,1.43402,0.829041,0.778583
22,232.833,1,24.4277,37.2272,23.9133,0.583577,-0.481115,0.583577,1.49476,0.80805,0.758869
23,234.155,1,28.2131,38.5977,26.9223,0.5688,-0.669053,0.5688,1.45691,0.787589,0.77147
24,225.797,1,21.287,36.5769,26.0238,0.554398,-0.344924,0.554398,1.49737,0.788049,0.751936
25,210.139,1,19.3042,36.3152,24.5152,0.54036,-0.244911,0.54036,1.45946,0.768096,0.732896
26,224.436,1,19.3548,37.0304,21.7294,0.526678,-0.284736,0.526678,1.59776,0.748647,0.824699
27,211.145,1,23.541,38.6327,24.3531,0.513342,-0.460601,0.513342,1.56197,0.729691,0.8646
28,204.328,1,21.7158,37.3183,20.0724,0.500344,-0.439922,0.500344,1.67287,0.711215,0.930674
29,206.015,1,21.7316,35.8514,20.476,0.487675,-0.398779,0.487675,1.83513,0.693206,0.907108
30,200.313,1,22.2024,36.8989,21.0185,0.475327,-0.389942,0.475327,1.78866,0.675654,0.983367
31,185.63,1,28.6144,37.7018,26.4427,0.463291,-0.589746,0.463291,1.74337,0.658546,0.958468
32,181.252,1,27.7693,36.0314,21.7813,0.45156,-0.56019,0.45156,1.69923,0.641871,0.934199
33,180.114,1,25.7361,35.9163,20.9801,0.440127,-0.514812,0.440127,1.73528,0.625619,0.910544
34,169.232,1,32.1094,39.0935,20.8344,0.428982,-0.685956,0.428982,1.69134,0.609778,0.887489
35,178.441,1,34.8034,40.6828,19.7834,0.41812,-0.755683,0.41812,1.64851,0.604918,0.919937
36,160.631,1,29.3336,40.6549,15.5233,0.407533,-0.58995,0.407533,1.6929,0.589601,1.00733
