iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,796.51,1,13.5086,26.1537,23.8987,13.1157,1.5,1.5,1.2,1.5,1.5,1.5
2,787.789,1,31.4682,40.2312,46.8313,13.7403,1.425,1.425,1.16962,1.46202,1.79915,1.50802
3,779.975,1,33.372,72.636,42.3191,14.9708,1.35375,1.35375,1.14,1.425,1.7536,1.46984
4,773.868,1,32.6516,69.7696,40.2468,14.6249,1.28606,1.28606,1.11113,1.38892,1.7092,1.73757
5,766.662,1,33.6571,73.4854,41.5363,13.1465,1.22176,1.22176,1.083,1.48192,1.66592,1.69358
6,757.821,1,32.6632,61.8479,41.4392,13.7716,1.16067,1.16067,1.05558,1.4444,1.62374,1.67072
7,753.045,1,32.8217,73.7318,43.7083,16.1976,1.10264,1.10264,1.02885,1.41069,1.58262,1.62841
8,746.674,1,30.9681,72.0416,47.3347,19.3539,1.04751,1.04751,1.0028,1.58761,1.54255,1.58718
9,743.155,1,30.9799,56.1228,50.7464,16.6948,0.995131,0.995131,0.977407,1.7449,1.50349,1.54699
10,738.793,1,30.6884,46.2838,45.7582,16.5206,0.945374,0.945374,0.952659,1.70072,1.46542,1.50782
11,734.932,1,30.4351,56.9629,47.7092,15.712,0.898105,0.898105,0.928537,1.65766,1.42832,1.67457
12,729.481,1,28.9341,50.7194,49.1154,11.8103,0.8532,0.8532,0.905026,1.61568,1.39215,1.63337
13,719.322,1,29.133,43.1295,47.2896,12.3493,0.81054,0.81054,0.88211,1.57477,1.3569,1.62942
14,710.208,1,27.1075,50.6251,46.1842,15.0681,0.770013,0.770013,0.859775,1.55057,1.32254,1.58817
15,703.448,1,27.3088,54.3504,53.7911,14.8481,0.731512,0.731512,0.838005,1.57281,1.28906,1.54795
16,695.928,1,26.6049,50.5602,44.1005,13.0444,0.694937,0.694937,0.816786,1.69338,1.25642,1.50876
17,686.416,1,25.9085,51.6957,44.1086,12.4161,0.66019,0.66019,0.796105,1.6505,1.2246,1.47056
18,683.518,1,25.0735,68.3278,46.7589,11.5515,0.627181,0.627181,0.775947,1.60871,1.19359,1.53274
19,678.354,1,25.3795,70.4621,44.516,13.6483,0.595821,0.595821,0.756299,1.56798,1.16337,1.49393
20,672.603,1,24.3068,68.1835,44.2041,12.6082,0.56603,0.56603,0.737149,1.52827,1.13391,1.6883
21,660.58,1,24.4709,75.1122,43.7789,11.3041,0.537729,0.537729,0.718484,1.48958,1.1052,1.64555
22,655.405,1,23.0379,54.5395,42.4086,10.1211,0.510842,0.510842,0.725929,1.61383,1.07722,1.64121
23,649.277,1,23.7322,63.0664,42.3985,9.9958,0.4853,0.4853,0.728053,1.73024,1.04994,1.73536
24,644.874,1,23.216,80.8004,38.1897,13.3918,0.461035,0.461035,0.744106,1.95557,1.04702,1.69142
25,635.643,1,22.9284,61.7799,40.2494,12.5477,0.437984,0.437984,0.761505,1.90605,1.02051,1.64859
26,632.728,1,23.1054,65.3522,38.2424,13.8552,0.416084,0.416084,0.742223,1.85779,1.02332,1.60685
27,624.063,1,23.326,67.2609,36.3575,15.3941,0.39528,0.39528,0.723429,1.81075,1.03621,1.56616
28,617.412,1,23.1192,81.7377,40.7868,12.7496,0.375516,0.375516,0.714765,1.7649,1.00997,1.53012
29,611.366,1,22.1598,103.971,38.0045,12.7863,0.35674,0.35674,0.728804,1.93417,0.984397,1.49138
30,601.967,1,21.684,91.581,36.7094,11.8114,0.338903,0.338903,0.734852,1.8852,0.968409,1.45362
31,593.161,1,21.6858,82.3758,34.1256,11.7736,0.321958,0.321958,0.734339,2.00824,0.943889,1.41681
32,589.822,1,21.5677,95.5112,39.6931,11.4101,0.30586,0.30586,0.730178,2.03593,0.919989,1.46647
33,581.823,1,21.9887,74.0157,36.8923,13.5685,0.290567,0.290567,0.711689,1.98438,0.896694,1.42934
34,571.733,1,21.6796,50.0633,36.6473,14.7502,0.276039,0.276039,0.71551,1.93414,0.873989,1.54978
35,569.561,1,21.1032,31.2153,35.4307,13.5951,0.262237,0.262237,0.717461,1.98085,0.855635,1.55656
36,561.204,1,21.2048,31.815,35.9385,13.9202,0.249125,0.249125,0.721837,1.9307,0.856913,1.51714
37,546.743,1,20.8464,34.4265,33.5037,13.5763,0.236669,0.236669,0.734064,1.88181,0.875731,1.47873
38,547.626,1,21.3507,40.271,34.7275,16.0472,0.224835,0.224835,0.738953,1.83416,0.911726,1.50958
39,545.549,1,21.2788,36.7225,35.7063,18.9464,0.213594,0.213594,0.720242,1.85952,0.917749,1.6239
40,533.665,1,20.9672,43.2563,35.077,18.2633,0.202914,0.202914,0.72462,1.89055,0.908975,1.58278
41,525.014,1,20.7896,36.4448,35.6506,19.9423,0.192768,0.192768,0.731549,1.84268,0.885959,1.66267
42,518.858,1,20.6892,41.5726,34.6305,16.9183,0.18313,0.18313,0.724022,1.79602,0.882211,1.72957
43,515.267,1,20.6562,38.9303,33.2431,14.9605,0.173973,0.173973,0.719545,1.75451,0.882808,1.7469
44,510.632,1,20.4673,36.9917,33.5761,14.5095,0.165275,0.165275,0.720676,1.85357,0.894042,1.70266
45,507.35,1,20.3755,35.7844,34.5422,13.2975,0.157011,0.157011,0.723348,1.80664,0.899241,1.83806
46,496.2,1,20.4537,43.8763,34.3688,12.9785,0.14916,0.14916,0.718255,1.7609,0.884846,1.79195
47,497.883,1,20.5384,37.7446,33.7494,11.5386,0.141702,0.141702,0.712423,1.7445,0.893536,1.87262
48,487.932,1,20.4001,33.9475,33.7746,11.8338,0.134617,0.134617,0.718575,1.89077,0.898212,1.82521
49,483.931,1,20.5177,21.7972,34.7125,13.9304,0.127886,0.127886,0.714227,2.02038,0.875469,1.77899
50,477.688,1,19.998,23.9164,33.116,16.1653,0.121492,0.121492,0.731275,2.08177,0.884703,1.73395
51,474.523,1,20.2278,24.7106,34.0026,16.15,0.115417,0.115417,0.728281,2.13234,0.890715,1.89106
52,467.338,1,20.3248,22.5501,33.2737,21.0111,0.109647,0.109647,0.720606,2.22367,0.868162,1.84318
53,460.549,1,20.2554,18.3381,33.3382,20.3263,0.0270487,0.105299,0.718394,2.16736,0.859675,1.79651
54,458.554,1,20.3563,24.7657,32.9538,19.4623,0.152298,0.102771,0.71666,2.11248,0.879069,1.75102
55,459.995,1,20.394,27.1463,32.745,21.3077,1.07405e-05,0.104968,0.716956,2.10109,0.876159,1.70668
56,455.038,1,20.4672,18.8035,33.3445,19.391,1.07368e-05,0.102788,0.713078,2.04789,0.853974,1.66347
57,453.826,1,20.3492,24.7917,33.5314,21.0492,1.07279e-05,0.102172,0.713865,2.07145,0.842549,1.62135
58,454.312,1,20.4337,21.965,33.3777,20.4178,1.07207e-05,0.102339,0.712788,2.019,0.857478,1.5803
59,448.855,1,20.3421,20.5614,33.5817,19.3828,1.06879e-05,0.0998499,0.721063,1.96788,0.85094,1.54028
60,446.014,1,20.4401,19.7529,33.56,17.8313,1.06719e-05,0.0990028,0.719774,1.91805,0.853991,1.50128
61,445.788,1,20.5337,20.1468,34.5413,19.6841,1.06728e-05,0.10043,0.72159,1.86948,0.832368,1.46327
62,449.627,1,20.4218,19.876,34.7927,19.2694,1.0671e-05,0.101684,0.726838,1.85069,0.820262,1.42622
63,454.443,1,20.3247,15.6167,34.7127,17.0806,2.22045e-16,0.103757,0.730408,1.87597,0.832032,1.3901
64,450.626,1,20.3833,14.9007,34.5004,20.2913,2.22045e-16,0.102548,0.721799,1.82847,0.844952,1.39198
65,447.307,1,20.5324,14.3498,34.6687,22.5531,2.22045e-16,0.10133,0.711619,1.78217,0.832529,1.35673
