parameter,value
Cl_pop,13.509244444936
V1_pop,24.3071873011715
beta_V1_logtCLCRMLMIN,-2.79833062035647
beta_V1_logtPROGDL,-2.28120269357904
Q_pop,23.4
beta_Q_LMP_1,0.889217495444
beta_Q_logtAGEA,1.35992643460303
beta_Q_logtALBGDL,16.9022879188132
beta_Q_logtPROGDL,-16.3532302930886
V2_pop,4.56877505394876
beta_V2_LLP_1,-0.656335342202953
beta_V2_SEXF_1,3.96863510971843
beta_V2_logtHCM,36.7233533922205
omega_Cl,0.25852156798742
omega_V1,0.34934476730326
omega_Q,3.87415403507599e-8
omega_V2,3.7635966959353e-8
a,1.39163246857565
b,0.0393411765459613
