standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.85141,0.0955841,-2.29668,0.0767352,-2.17777,0.102828,-1.92133,0.0699178,All
-1.55097,0.191168,-1.92243,0.0575514,-1.75885,0.102828,-1.61327,0.0699178,All
-1.25052,0.382336,-1.54819,0.095919,-1.33993,0.239932,-1.30522,0.209753,All
-0.950073,0.0477921,-1.17394,0.115103,-0.921007,0.17138,-0.997164,0.396201,All
-0.649626,0.525713,-0.79969,0.383676,-0.502086,0.291346,-0.68911,0.489424,All
-0.349179,0.597401,-0.425443,0.517962,-0.0831645,0.325623,-0.381056,0.372895,All
-0.0487324,0.0477921,-0.051195,0.364492,0.335757,0.394175,-0.0730015,0.302977,All
0.251714,0.430128,0.323052,0.364492,0.754678,0.514141,0.235053,0.396201,All
0.552161,0.0716881,0.6973,0.364492,1.1736,0.291346,0.543107,0.163141,All
0.852608,0.430128,1.07155,0.287757,1.59252,0.0685521,0.851161,0.279671,All
1.15306,0.454025,1.4458,0.115103,2.01144,0.0342761,1.15922,0.326283,All
1.4535,0.143376,1.82004,0.0191838,2.43036,0.017138,1.46727,0.279671,All
1.75395,0.167272,2.19429,0.115103,2.84929,0.017138,1.77532,0.139836,All
