Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
4.9723,0,20.8862,0,0.365895,0.00666667,2.20734,0.00666667,All
8.39838,0.00666667,20.9034,0.00666667,0.586148,0.0133333,3.98402,0.0133333,All
8.44898,0.0133333,20.9034,0.0133333,0.660345,0.02,4.65654,0.02,All
8.48977,0.02,20.9034,0.02,0.813028,0.0266667,5.0015,0.0266667,All
8.5017,0.0266667,20.9034,0.0266667,0.97557,0.0333333,5.11689,0.0333333,All
8.51434,0.0333333,20.9034,0.0333333,1.18355,0.04,5.52046,0.04,All
8.62912,0.04,20.9034,0.04,1.29291,0.0466667,5.53513,0.0466667,All
8.92567,0.0466667,20.9034,0.0466667,1.40597,0.0533333,5.55226,0.0533333,All
8.99703,0.0533333,20.9034,0.0533333,1.58571,0.06,5.83828,0.06,All
9.09521,0.06,20.9034,0.06,1.8556,0.0666667,6.45645,0.0666667,All
9.11318,0.0666667,20.9034,0.0666667,2.60291,0.0733333,6.51427,0.0733333,All
9.18477,0.0733333,20.9034,0.0733333,3.09594,0.08,6.52096,0.08,All
9.36246,0.08,20.9034,0.08,4.19291,0.0866667,6.73474,0.0866667,All
9.49367,0.0866667,20.9034,0.0866667,5.30356,0.0933333,6.99637,0.0933333,All
9.50986,0.0933333,20.9034,0.0933333,5.41729,0.1,7.23454,0.1,All
9.5662,0.1,20.9034,0.1,5.50164,0.106667,7.29333,0.106667,All
9.62784,0.106667,20.9034,0.106667,6.00037,0.113333,7.5634,0.113333,All
9.6939,0.113333,20.9034,0.113333,6.89916,0.12,7.60914,0.12,All
9.69492,0.12,20.9034,0.12,6.95638,0.126667,7.7615,0.126667,All
9.85612,0.126667,20.9034,0.126667,6.96124,0.133333,7.88018,0.133333,All
9.8582,0.133333,20.9034,0.133333,7.74498,0.14,8.18141,0.14,All
9.88854,0.14,20.9034,0.14,7.75762,0.146667,8.19191,0.146667,All
9.90927,0.146667,20.9034,0.146667,9.13616,0.153333,8.36182,0.153333,All
9.96739,0.153333,20.9034,0.153333,9.32369,0.16,8.39526,0.16,All
10.0462,0.16,20.9034,0.16,9.5155,0.166667,8.56402,0.166667,All
10.0599,0.166667,20.9034,0.166667,11.2988,0.173333,8.60126,0.173333,All
10.1372,0.173333,20.9034,0.173333,11.3952,0.18,8.72879,0.18,All
10.1738,0.18,20.9034,0.18,11.8814,0.186667,8.87006,0.186667,All
10.2629,0.186667,20.9034,0.186667,12.4125,0.193333,9.16139,0.193333,All
10.286,0.193333,20.9034,0.193333,12.4958,0.2,9.23801,0.2,All
10.3027,0.2,20.9034,0.2,13.1412,0.206667,9.35503,0.206667,All
10.3125,0.206667,20.9034,0.206667,14.2714,0.213333,9.52278,0.213333,All
10.3171,0.213333,20.9034,0.213333,14.6151,0.22,9.54092,0.22,All
10.3309,0.22,20.9034,0.22,14.961,0.226667,9.82703,0.226667,All
10.356,0.226667,20.9034,0.226667,16.2857,0.233333,9.91314,0.233333,All
10.3767,0.233333,20.9034,0.233333,17.1148,0.24,9.92972,0.24,All
10.4389,0.24,20.9034,0.24,17.2217,0.246667,10.0615,0.246667,All
10.5009,0.246667,20.9034,0.246667,18.5214,0.253333,10.1307,0.253333,All
10.5646,0.253333,20.9034,0.253333,18.7371,0.26,10.1541,0.26,All
10.565,0.26,20.9034,0.26,21.0172,0.266667,10.6246,0.266667,All
10.6448,0.266667,20.9034,0.266667,22.8864,0.273333,10.6507,0.273333,All
10.8551,0.273333,20.9034,0.273333,24.9529,0.28,10.7089,0.28,All
10.908,0.28,20.9034,0.28,25.6828,0.286667,10.7249,0.286667,All
10.9655,0.286667,20.9034,0.286667,26.4459,0.293333,10.8762,0.293333,All
11.057,0.293333,20.9034,0.293333,27.1498,0.3,11.0495,0.3,All
11.1113,0.3,20.9034,0.3,28.0323,0.306667,11.1356,0.306667,All
11.2008,0.306667,20.9034,0.306667,29.2051,0.313333,11.141,0.313333,All
11.2029,0.313333,20.9034,0.313333,30.0085,0.32,11.2217,0.32,All
11.2105,0.32,20.9034,0.32,30.0903,0.326667,11.2679,0.326667,All
11.3313,0.326667,20.9034,0.326667,30.5334,0.333333,11.2928,0.333333,All
11.3375,0.333333,20.9034,0.333333,30.9038,0.34,11.2934,0.34,All
11.3803,0.34,20.9034,0.34,30.9377,0.346667,11.3903,0.346667,All
11.4399,0.346667,20.9034,0.346667,31.6479,0.353333,11.7147,0.353333,All
11.5556,0.353333,20.9034,0.353333,32.3526,0.36,11.8691,0.36,All
11.6318,0.36,20.9034,0.36,32.4261,0.366667,12.161,0.366667,All
11.6555,0.366667,20.9034,0.366667,32.6462,0.373333,12.2402,0.373333,All
11.833,0.373333,20.9034,0.373333,32.9556,0.38,12.3696,0.38,All
11.8382,0.38,20.9034,0.38,32.9791,0.386667,12.7702,0.386667,All
11.84,0.386667,20.9034,0.386667,33.5032,0.393333,12.7923,0.393333,All
11.8588,0.393333,20.9034,0.393333,34.0694,0.4,12.7983,0.4,All
11.9473,0.4,20.9034,0.4,34.6416,0.406667,12.8685,0.406667,All
12.0208,0.406667,20.9034,0.406667,35.0306,0.413333,13.0227,0.413333,All
12.0932,0.413333,20.9034,0.413333,35.3482,0.42,13.1736,0.42,All
12.2189,0.42,20.9034,0.42,36.8562,0.426667,13.1795,0.426667,All
12.283,0.426667,20.9034,0.426667,38.9574,0.433333,13.6755,0.433333,All
12.7255,0.433333,20.9034,0.433333,39.2409,0.44,13.7596,0.44,All
12.8425,0.44,20.9034,0.44,41.0992,0.446667,14.0199,0.446667,All
12.8993,0.446667,20.9034,0.446667,41.1354,0.453333,14.307,0.453333,All
13.0144,0.453333,20.9034,0.453333,41.5306,0.46,14.4269,0.46,All
13.3256,0.46,20.9034,0.46,41.9582,0.466667,14.4279,0.466667,All
13.3596,0.466667,20.9034,0.466667,42.2512,0.473333,14.4354,0.473333,All
13.3601,0.473333,20.9034,0.473333,44.4334,0.48,14.7833,0.48,All
13.4971,0.48,20.9034,0.48,44.7249,0.486667,15.0239,0.486667,All
13.6068,0.486667,20.9034,0.486667,49.7374,0.493333,15.2119,0.493333,All
13.6148,0.493333,20.9034,0.493333,50.3254,0.5,15.2661,0.5,All
13.6172,0.5,20.9034,0.5,50.4159,0.506667,15.3231,0.506667,All
13.6459,0.506667,20.9034,0.506667,51.1632,0.513333,15.3688,0.513333,All
