Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
9.10275,0.105353,13.2437,0.0171819,32.4015,0.0141926,4.14613,0.0425687,All
10.125,0.154517,16.1687,0.0417275,92.093,0.00312719,8.69986,0.0614881,All
11.1472,0.112376,19.0937,0.0613639,151.785,0.000240553,13.2536,0.0441453,All
12.1694,0.0983291,22.0186,0.0859095,211.476,0.000240553,17.8073,0.020496,All
13.1916,0.0351175,24.9436,0.0638185,271.168,0,22.3611,0.0189194,All
14.2138,0.0491645,27.8686,0.0270001,330.859,0,26.9148,0.0094597,All
15.236,0.112376,30.7935,0.0270001,390.551,0.000120277,31.4685,0.00788308,All
16.2582,0.084282,33.7185,0.0196365,450.242,0,36.0222,0.0110363,All
17.2804,0.0983291,36.6434,0.00245456,509.934,0,40.576,0.00472985,All
18.3026,0.084282,39.5684,0.00490911,569.625,0,45.1297,0.00472985,All
19.3248,0.084282,42.4934,0.00490911,629.317,0,49.6834,0.00315323,All
20.347,0.0210705,45.4183,0.00245456,689.008,0,54.2372,0.00315323,All
21.3693,0.014047,48.3433,0.00981823,748.7,0.000120277,58.7909,0.00472985,All
