rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
0,1,0.293719,-0.0430177,0.5054,0.805616,All,#4682B4,0
1,1,0.262194,-0.203707,0.373194,1.3842,All,#4682B4,0
2,1,0.203858,-0.27229,0.543394,1.08919,All,#4682B4,0
3,1,0.292439,-0.0827445,0.490708,1.09481,All,#4682B4,0
4,1,0.329597,-0.0308475,0.317447,1.44503,All,#4682B4,0
5,1,0.403837,-0.128463,0.219746,1.27115,All,#4682B4,0
6,1,0.362995,-0.119487,0.279858,1.25242,All,#4682B4,0
7,1,0.250307,-0.158619,0.344246,1.29158,All,#4682B4,0
8,1,0.443033,-0.513043,0.577108,0.744852,All,#4682B4,0
9,1,0.418514,-0.0960186,0.134422,1.27361,All,#4682B4,0
0,2,0.259884,-0.172278,-0.234015,0.00587693,All,#4682B4,0
1,2,0.224214,-0.173254,-0.8882,0.170626,All,#4682B4,0
2,2,0.230457,-0.0341967,-1.2599,-0.464659,All,#4682B4,0
3,2,0.204831,-0.0920336,-1.10835,-0.45229,All,#4682B4,0
4,2,0.215366,0.03848,-1.06044,0.900685,All,#4682B4,0
5,2,0.173759,-0.0353957,-1.59369,-0.446366,All,#4682B4,0
6,2,0.239153,-0.361443,0.368321,0.0690894,All,#4682B4,0
7,2,0.247781,-0.48695,0.611258,-0.197737,All,#4682B4,0
8,2,0.167032,-0.246636,-0.535151,0.172308,All,#4682B4,0
9,2,0.239118,-0.141754,-1.23511,-0.998768,All,#4682B4,0
0,3,0.335158,0.230959,-0.335858,-0.428584,All,#4682B4,0
1,3,0.187017,0.261635,-0.838309,-0.341116,All,#4682B4,0
2,3,0.182557,0.255565,1.0085,-1.05058,All,#4682B4,0
3,3,0.235388,0.066199,0.559629,-0.301807,All,#4682B4,0
4,3,0.268649,0.102672,-0.386849,-0.0631174,All,#4682B4,0
5,3,0.354807,0.190262,-1.53743,-1.55707,All,#4682B4,0
6,3,0.325432,0.321839,-0.550587,-1.38217,All,#4682B4,0
7,3,0.340239,-0.0443548,1.82613,-0.214678,All,#4682B4,0
8,3,0.242483,0.195056,0.336965,-0.441686,All,#4682B4,0
9,3,0.302352,0.223275,0.464146,-0.350904,All,#4682B4,0
0,4,-0.155358,0.0480271,0.00364957,-0.355893,All,#4682B4,0
1,4,-0.0714406,0.137983,-0.259944,-1.78485,All,#4682B4,0
2,4,-0.109,-0.148774,-0.314615,-0.149188,All,#4682B4,0
3,4,-0.109229,-0.17105,0.950233,-0.187745,All,#4682B4,0
