parameter,value
Cl_pop,13.5645551784247
V1_pop,26.7238347969993
beta_V1_ANTU_1,-0.241769872588891
beta_V1_SEXF_1,-0.149458688306865
beta_V1_logtCLCRMLMIN,-1.58889726220971
beta_V1_logtPROGDL,-0.552642011948887
Q_pop,23.4
beta_Q_LMP_1,0.966904687264108
beta_Q_logtAGEA,1.49434657577523
beta_Q_logtALBGDL,18.7760339169265
beta_Q_logtPROGDL,-18.4797880369997
V2_pop,2.22086847397578
beta_V2_SEXF_1,5.05305056288454
beta_V2_logtHCM,41.5790203339337
beta_V2_logtRAL,0.307249839792516
omega_Cl,0.25795425575146
omega_V1,3.01646077182985e-8
omega_Q,3.58739819127775e-8
omega_V2,3.03785668003442e-8
a,1.30963523690516
b,0.0609767508869349
