Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
4.97944,0,8.83636,0,2.15934,0.00666667,0.900372,0.00666667,All
8.19763,0.00666667,14.4038,0.00666667,2.74965,0.0133333,1.23607,0.0133333,All
8.22168,0.0133333,14.7235,0.0133333,3.11875,0.02,1.57435,0.02,All
8.48984,0.02,15.0195,0.02,3.18588,0.0266667,2.04308,0.0266667,All
8.51041,0.0266667,15.4693,0.0266667,3.40233,0.0333333,2.17306,0.0333333,All
8.51547,0.0333333,15.6865,0.0333333,3.62628,0.04,2.32865,0.04,All
8.73055,0.04,15.8534,0.04,3.94249,0.0466667,2.42521,0.0466667,All
8.73277,0.0466667,16.0952,0.0466667,4.00267,0.0533333,2.5118,0.0533333,All
8.85152,0.0533333,16.4835,0.0533333,4.04742,0.06,2.55222,0.06,All
8.91063,0.06,16.5921,0.06,4.32839,0.0666667,2.57108,0.0666667,All
9.0691,0.0666667,17.1015,0.0666667,4.60916,0.0733333,2.58601,0.0733333,All
9.21637,0.0733333,17.1043,0.0733333,4.74425,0.08,2.68003,0.08,All
9.32268,0.08,17.3038,0.08,4.98099,0.0866667,2.77619,0.0866667,All
9.48964,0.0866667,17.4294,0.0866667,5.23789,0.0933333,2.99539,0.0933333,All
9.51511,0.0933333,17.4717,0.0933333,5.48134,0.1,3.13526,0.1,All
9.58264,0.1,17.7988,0.1,5.51144,0.106667,3.15353,0.106667,All
9.69341,0.106667,18.2289,0.106667,5.70418,0.113333,3.32752,0.113333,All
9.75867,0.113333,18.2955,0.113333,6.31753,0.12,3.47502,0.12,All
9.796,0.12,18.5834,0.12,7.0614,0.126667,3.5478,0.126667,All
9.81875,0.126667,18.6184,0.126667,7.16081,0.133333,3.73008,0.133333,All
9.85106,0.133333,18.715,0.133333,7.40604,0.14,3.75001,0.14,All
9.85663,0.14,18.7447,0.14,7.63315,0.146667,3.76929,0.146667,All
9.91804,0.146667,18.7508,0.146667,8.01719,0.153333,3.79998,0.153333,All
10.0397,0.153333,18.846,0.153333,8.18295,0.16,4.03203,0.16,All
10.0566,0.16,18.8704,0.16,8.39985,0.166667,4.15889,0.166667,All
10.0624,0.166667,18.9757,0.166667,9.41169,0.173333,4.17193,0.173333,All
10.0907,0.173333,19.4711,0.173333,9.58194,0.18,4.3043,0.18,All
10.1024,0.18,19.6587,0.18,9.95967,0.186667,4.6837,0.186667,All
10.1925,0.186667,19.6864,0.186667,10.4546,0.193333,4.85584,0.193333,All
10.2174,0.193333,19.8801,0.193333,10.5663,0.2,4.91784,0.2,All
10.2249,0.2,19.9613,0.2,10.8625,0.206667,4.93383,0.206667,All
10.2383,0.206667,19.966,0.206667,11.1367,0.213333,5.03265,0.213333,All
10.2699,0.213333,19.9872,0.213333,11.5278,0.22,5.26565,0.22,All
10.2761,0.22,20.2175,0.22,12.8994,0.226667,5.28666,0.226667,All
10.398,0.226667,20.3171,0.226667,13.0311,0.233333,5.3481,0.233333,All
10.4934,0.233333,20.3895,0.233333,13.4329,0.24,5.50222,0.24,All
10.5385,0.24,20.4671,0.24,13.7142,0.246667,5.56305,0.246667,All
10.5997,0.246667,20.5022,0.246667,13.8796,0.253333,5.61079,0.253333,All
10.6067,0.253333,20.6656,0.253333,14.2006,0.26,5.73462,0.26,All
10.6417,0.26,20.7744,0.26,14.2016,0.266667,5.74387,0.266667,All
10.7246,0.266667,20.8831,0.266667,14.339,0.273333,5.77411,0.273333,All
10.7425,0.273333,21.0526,0.273333,14.5089,0.28,5.99611,0.28,All
10.8869,0.28,21.0898,0.28,15.0042,0.286667,6.13614,0.286667,All
10.9039,0.286667,21.0986,0.286667,15.1051,0.293333,6.14739,0.293333,All
11.241,0.293333,21.2254,0.293333,15.1403,0.3,6.24535,0.3,All
11.2764,0.3,21.3317,0.3,15.3481,0.306667,6.36625,0.306667,All
11.2817,0.306667,21.3665,0.306667,15.8313,0.313333,6.54141,0.313333,All
11.296,0.313333,21.4225,0.313333,15.8725,0.32,6.62878,0.32,All
11.3243,0.32,21.5248,0.32,15.9523,0.326667,6.79213,0.326667,All
11.3659,0.326667,21.5548,0.326667,16.0275,0.333333,6.81894,0.333333,All
11.4132,0.333333,21.5712,0.333333,16.2257,0.34,6.83026,0.34,All
11.4237,0.34,21.6053,0.34,17.0095,0.346667,7.34324,0.346667,All
11.4687,0.346667,21.6178,0.346667,17.1635,0.353333,7.65876,0.353333,All
