Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.71115,0.0768957,15.8218,0.027847,16.9063,0.0216646,3.46923,0.0586911,All
9.73818,0.13981,18.6578,0.0531624,46.4003,0.00925005,8.60695,0.0503067,All
10.7652,0.0978672,21.4938,0.0961987,75.8942,0.00316449,13.7447,0.0265507,All
11.7922,0.118839,24.3299,0.0632886,105.388,0.00146053,18.8824,0.0167689,All
12.8193,0.0559241,27.1659,0.0379732,134.882,0.000243422,24.0201,0.00698704,All
13.8463,0.0419431,30.0019,0.0430363,164.376,0,29.1578,0.00139741,All
14.8733,0.118839,32.8379,0.0253154,193.87,0.000243422,34.2955,0.0111793,All
15.9004,0.0908767,35.6739,0.00253154,223.364,0.000243422,39.4333,0.00978186,All
16.9274,0.0768957,38.5099,0.00506309,252.858,0,44.571,0.0111793,All
17.9544,0.104858,41.3459,0.00506309,282.352,0,49.7087,0.00558963,All
18.9815,0.0489336,44.1819,0.00506309,311.846,0,54.8464,0.00558963,All
20.0085,0.0629146,47.0179,0.00506309,341.34,0,59.9841,0.00279482,All
21.0355,0.013981,49.8539,0.0101262,370.834,0.000243422,65.1218,0.00279482,All
