Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
4.97944,0.000189514,6.00936e-05,8.83636,0.000137526,8.2056e-05,2.15934,0.0098179,0.00752967,0.900372,0.00808892,0.00213343,All
5.29996,0.000435674,0.000155736,9.4326,0.000310817,0.000209939,6.03228,0.02593,0.0833438,1.72733,0.0247025,0.0157021,All
5.62049,0.000904814,0.000363091,10.0288,0.000633695,0.000482309,9.90522,0.0279703,0.190244,2.55429,0.038011,0.0419833,All
5.94101,0.00172173,0.00077283,10.6251,0.00118298,0.00101052,13.7782,0.0255262,0.294487,3.38125,0.0463545,0.0771827,All
6.26154,0.00303683,0.00151999,11.2213,0.00204672,0.00195545,17.6511,0.0221227,0.386819,4.20821,0.0507556,0.117563,All
6.58206,0.00501306,0.00279025,11.8175,0.00331487,0.0035316,21.5241,0.0188396,0.466032,5.03517,0.05243,0.16038,All
6.90259,0.00780756,0.00482113,12.4138,0.00506767,0.00600478,25.397,0.0159689,0.533291,5.86213,0.0523217,0.203789,All
7.22311,0.0115509,0.00789682,13.01,0.007364,0.00968286,29.2699,0.0135466,0.590307,6.68909,0.0510917,0.246608,All
7.54364,0.0163274,0.0123364,13.6062,0.0102316,0.0148999,33.1429,0.0115293,0.638745,7.51605,0.0491861,0.288106,All
7.86416,0.0221602,0.0184766,14.2025,0.0136611,0.0219957,37.0158,0.009855,0.680054,8.34301,0.0469009,0.327854,All
8.18469,0.0290031,0.0266504,14.7987,0.0176038,0.0312926,40.8888,0.00846401,0.715446,9.16997,0.0444308,0.365626,All
8.50521,0.0367397,0.0371648,15.3949,0.0219748,0.043073,44.7617,0.00730456,0.745914,9.99693,0.0419023,0.401324,All
8.82574,0.0451906,0.0502789,15.9912,0.0266589,0.0575592,48.6346,0.00633391,0.772269,10.8239,0.0393965,0.434936,All
9.14626,0.0541264,0.0661861,16.5874,0.0315196,0.074898,52.5076,0.00551738,0.795174,11.6509,0.0369638,0.466503,All
