parameter,value
Cl_pop,13.4996022187013
V1_pop,26.4552002003489
beta_V1_ANTU_1,-0.277838706413175
beta_V1_logtCLCRMLMIN,-3.18702235730973
beta_V1_logtPROGDL,-2.08737156913375
Q_pop,23.4
beta_Q_LMP_1,0.835172016864147
beta_Q_logtAGEA,1.49996458689861
beta_Q_logtALBGDL,18.3764489258693
beta_Q_logtPROGDL,-17.7656331779372
V2_pop,2.10954640489109
beta_V2_SEXF_1,5.47742994691553
beta_V2_logtHCM,43.8201354469404
beta_V2_logtPROGDL,0.534227714305278
beta_V2_logtRAL,0.350273857514349
omega_Cl,0.258611954749429
omega_V1,0.342235417058751
omega_Q,5.59954037714953e-8
omega_V2,4.76897303946116e-8
a,1.29851518651603
b,0.0426320182493107
