iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2
74,444.196,1,13.4524,20.7321,24.5667,15.2126,1.78525,0.262161,1.03657,0.244212,0.797247
75,440.539,1,13.4126,20.1795,24.2798,15.4955,1.76112,0.265183,1.07621,0.235146,0.758301
76,446.421,1,13.4411,19.6367,24.003,14.6512,1.81993,0.26143,1.18821,0.22405,0.731321
77,455.565,1,13.5138,19.9576,23.6098,15.1399,1.86131,0.262394,1.27064,0.242156,0.746629
78,448.55,1,13.4254,19.2159,24.0093,14.1345,1.83432,0.256028,1.23717,0.244987,0.672277
79,450.308,1,13.5505,21.6269,23.7141,15.0254,1.82155,0.25484,1.25161,0.257238,0.699136
80,455.891,1,13.5399,19.9635,23.6759,14.7626,1.84216,0.262434,1.25861,0.260982,0.75218
81,448.883,1,13.5533,20.7097,24.0735,13.6375,1.79134,0.259952,1.16945,0.261053,0.763699
82,453.853,1,13.5087,22.1075,24.1416,14.11,1.82499,0.257574,1.3365,0.267628,0.692054
83,451.256,1,13.5096,21.6996,24.2267,14.6671,1.82493,0.265473,1.25682,0.254341,0.689847
84,448.677,1,13.541,22.1306,24.152,15.1186,1.79864,0.260464,1.22274,0.272478,0.674638
85,444.89,1,13.5356,21.165,24.0141,15.112,1.78439,0.258112,1.14252,0.273696,0.672116
86,453.016,1,13.5233,24.864,23.9915,15.3812,1.77721,0.254584,1.23307,0.28489,0.807538
87,438.847,1,13.4044,23.7644,23.9684,15.0438,1.69839,0.257094,1.17742,0.281362,0.696025
88,438.983,1,13.4726,23.7509,23.601,15.3879,1.69261,0.257742,1.27877,0.264796,0.69645
89,441.335,1,13.5127,23.5687,24.0909,14.8577,1.68251,0.259686,1.35536,0.267808,0.723243
90,451.626,1,13.4318,23.118,23.7092,15.0735,1.77251,0.262561,1.32132,0.268981,0.753925
91,451.726,1,13.5315,22.3697,24.0413,14.8805,1.77694,0.274033,1.24394,0.259349,0.787977
92,453.348,1,13.5465,22.9773,23.823,14.5744,1.79459,0.272056,1.25331,0.260027,0.780465
93,462.429,1,13.7856,21.1176,23.7688,14.0734,1.85942,0.272768,1.27931,0.251179,0.86749
94,465.854,1,13.5138,22.6642,24.197,12.8706,1.92451,0.279595,1.14607,0.255196,0.844746
95,464.401,1,13.5656,22.935,24.4153,13.5593,1.86982,0.272526,1.14626,0.261061,0.95875
96,458.32,1,13.4427,21.0455,24.2005,14.8447,1.81068,0.270294,1.11209,0.276921,0.934307
97,446.981,1,13.4745,21.7195,23.7894,15.1939,1.77552,0.260197,1.09953,0.257678,0.811877
98,444.022,1,13.5536,24.4228,23.8003,14.4541,1.73137,0.266479,1.09604,0.264769,0.810312
99,446.528,1,13.46,23.0319,24.1389,14.223,1.74168,0.271452,0.978588,0.286701,0.86608
100,449.323,1,13.2956,21.8484,23.9746,13.9917,1.79485,0.254434,0.961326,0.281695,0.87984
101,444.947,1,13.4146,22.8312,23.9809,12.7555,1.78551,0.260859,0.915473,0.286675,0.787811
102,445.005,1,13.4663,20.6059,24.3385,12.2285,1.77973,0.263972,0.908139,0.284746,0.811462
103,449.783,1,13.6354,20.7243,24.3707,13.7339,1.80008,0.267672,0.907246,0.29948,0.834011
104,456.435,1,13.594,20.3254,24.695,12.8441,1.87852,0.262812,0.880811,0.312158,0.811911
105,459.584,1,13.6695,21.2697,24.228,12.2041,1.90489,0.259984,0.896598,0.306405,0.837272
106,464.465,1,13.4119,22.3731,24.4608,12.174,1.95106,0.26881,0.9821,0.296357,0.777005
107,469.232,1,13.4931,22.9597,24.2567,12.6213,1.99239,0.262594,0.958186,0.304981,0.817717
108,465.533,1,13.4659,24.0404,24.713,11.8965,1.96914,0.265437,1.00585,0.294932,0.753849
109,454.745,1,13.5777,22.0889,24.0273,12.669,1.90017,0.266072,0.901548,0.304409,0.706059
110,450.044,1,13.4122,23.1828,23.8696,13.287,1.85057,0.258113,0.898124,0.298626,0.74429
111,451.966,1,13.5307,23.8629,23.7344,13.9461,1.85969,0.256371,0.892632,0.313669,0.741803
112,441.108,1,13.4725,22.3077,23.9681,13.1677,1.77753,0.254596,0.854484,0.311459,0.720338
113,441.194,1,13.4916,21.7573,24.1788,12.9955,1.78361,0.262747,0.827012,0.313268,0.705427
114,444.49,1,13.6201,21.8565,24.0574,12.9259,1.76073,0.259397,0.944122,0.313878,0.753183
115,443.342,1,13.5188,22.6474,24.5635,12.6279,1.73205,0.266739,0.982597,0.299153,0.7828
116,442.823,1,13.5368,22.0975,24.529,12.8281,1.7384,0.274972,0.886416,0.307458,0.788551
117,446.053,1,13.5445,20.4369,24.7459,13.8046,1.76807,0.263603,0.928741,0.296188,0.823191
118,444.568,1,13.4929,22.1993,24.6916,14.4258,1.78101,0.263893,0.874686,0.29557,0.79369
119,445.701,1,13.5041,21.073,24.4838,14.1244,1.79144,0.258084,0.895496,0.301902,0.780304
120,450.651,1,13.5727,20.5644,25.0155,14.8034,1.83794,0.258668,0.883583,0.294632,0.818621
121,450.162,1,13.6062,18.9126,24.7731,15.303,1.81696,0.26167,0.866233,0.303606,0.847481
122,456.932,1,13.5535,18.4407,24.8872,14.8712,1.82482,0.27385,0.880337,0.322899,0.915817
123,454.284,1,13.3717,21.116,25.1016,14.1196,1.78847,0.261222,0.886675,0.305553,1.03422
124,462.564,1,13.4928,20.365,24.9467,14.1445,1.84023,0.268787,0.922739,0.299838,1.09493
125,459.496,1,13.4477,20.0846,24.8854,13.5021,1.81742,0.26455,0.929059,0.304652,1.05872
126,451.434,1,13.5478,20.0909,24.8667,13.7371,1.75423,0.269009,0.894926,0.310325,1.00291
127,448.82,1,13.3635,19.8836,24.708,12.9278,1.81523,0.256881,0.831219,0.303021,0.864973
128,455.496,1,13.5925,20.5401,24.8585,12.0086,1.85576,0.260625,0.847204,0.307988,0.89915
129,454.005,1,13.6027,20.4897,24.9774,11.9617,1.88321,0.266727,0.810396,0.302011,0.816184
130,457.071,1,13.4898,22.4043,24.876,13.5361,1.93581,0.264498,0.782925,0.306263,0.785197
131,449.941,1,13.3957,23.207,24.3,12.2649,1.88599,0.245451,0.860056,0.29517,0.735414
132,446.038,1,13.5403,24.1441,24.253,12.3284,1.85844,0.257133,0.858107,0.280117,0.709432
133,444.626,1,13.3979,21.6581,24.7114,14.0885,1.79447,0.254069,0.858952,0.315095,0.755122
134,443.657,1,13.4929,22.1384,24.3781,13.5876,1.79713,0.262499,0.794214,0.304549,0.783935
135,447.75,1,13.5976,26.7363,24.269,12.3545,1.8257,0.275981,0.772634,0.306024,0.786467
136,454.313,1,13.4635,26.2751,24.3111,12.2039,1.90283,0.264889,0.760958,0.319479,0.774636
137,447.768,1,13.4392,24.6015,24.2972,11.8637,1.90442,0.260036,0.66986,0.313179,0.734543
138,442.589,1,13.5699,24.8707,23.9759,11.8057,1.88096,0.265203,0.658003,0.289127,0.71939
139,445.559,1,13.6365,22.5396,24.0972,11.4039,1.89587,0.268317,0.68228,0.282227,0.743936
140,446.271,1,13.7186,24.5678,23.8259,11.4109,1.93012,0.267061,0.650059,0.272539,0.743467
141,441.995,1,13.5627,24.2953,23.6696,12.2534,1.82949,0.269238,0.726619,0.2987,0.720252
142,447.752,1,13.5211,25.1785,23.5936,12.49,1.91543,0.266227,0.674411,0.308543,0.697356
143,450.325,1,13.5352,24.5498,24.2033,13.0199,1.95028,0.257824,0.642019,0.307167,0.74412
144,450.867,1,13.5154,23.6937,23.9295,12.7131,1.99725,0.256364,0.633712,0.302817,0.680283
145,446.497,1,13.4382,24.5582,23.8165,12.5316,1.91248,0.252569,0.671272,0.303385,0.728076
146,443.082,1,13.6855,21.8011,24.4658,12.9457,1.81437,0.271401,0.758515,0.297974,0.752306
147,449.699,1,13.5649,20.9911,24.3644,12.1957,1.84026,0.268873,0.825846,0.316899,0.752458
148,460.141,1,13.4491,21.7557,24.6174,12.0318,1.96693,0.263951,0.759164,0.327986,0.76391
149,449.322,1,13.3826,22.929,24.6961,11.7925,1.85959,0.264658,0.726581,0.322441,0.788375
150,451.78,1,13.4194,22.1412,24.9309,12.189,1.86828,0.266009,0.781158,0.305076,0.815402
151,450.21,1,13.4208,20.2637,25.5137,11.6564,1.83897,0.253375,0.824809,0.316472,0.819147
152,446.461,1,13.471,19.0376,25.4463,11.7551,1.81325,0.256791,0.838116,0.321279,0.754551
153,452.962,1,13.5434,18.7762,25.2293,13.4691,1.85521,0.267132,0.804201,0.316642,0.830913
154,451.323,1,13.5232,18.5846,25.4435,11.692,1.89472,0.249717,0.795177,0.309845,0.766843
155,454.982,2,13.5918,18.3388,25.6118,12.8989,1.90748,0.251941,0.821136,0.312999,0.79107
156,455.898,2,13.5295,17.0421,25.2735,12.5563,1.90402,0.259971,0.84397,0.301434,0.809548
157,457.213,2,13.3568,18.4058,25.5659,12.1115,1.92611,0.256476,0.768419,0.319808,0.825742
158,459.567,2,13.468,19.2293,25.5282,12.3482,1.9555,0.256268,0.774199,0.3154,0.81879
159,465.394,2,13.4754,17.8287,25.2107,12.0128,1.99309,0.260305,0.888886,0.296005,0.807671
160,454.152,2,13.4339,17.9734,25.3342,12.5854,1.89262,0.252122,0.856337,0.298147,0.835735
161,457.091,2,13.4045,19.0399,25.7411,12.0041,1.9154,0.248118,0.857454,0.286017,0.873779
162,465.951,2,13.4291,17.9287,25.5031,11.8568,1.92835,0.259494,0.960765,0.29972,0.88997
163,459.137,2,13.499,19.4453,25.5716,11.9961,1.91759,0.256752,0.950402,0.281367,0.856799
164,460.225,2,13.5523,20.1557,25.1433,11.7121,1.93868,0.254737,0.85901,0.283615,0.890504
165,463.832,2,13.5791,19.6273,25.3158,11.4563,1.96795,0.258338,0.83499,0.288081,0.890055
166,461.175,2,13.5071,19.2297,25.3601,11.2769,1.9471,0.2623,0.847691,0.297266,0.855235
167,454.49,2,13.5456,19.6291,25.3578,10.8574,1.91733,0.266778,0.790416,0.29157,0.855527
168,460.802,2,13.6016,19.9191,25.3687,11.3279,1.9486,0.259439,0.754459,0.290218,0.920289
169,460.017,2,13.5744,19.3988,25.4017,11.3464,1.95397,0.256892,0.796434,0.281128,0.905124
170,456.513,2,13.4573,19.8094,25.0779,12.0174,1.95531,0.254906,0.780385,0.279373,0.872846
171,448.961,2,13.4092,19.7179,25.2289,12.0083,1.90527,0.254477,0.739136,0.299501,0.854353
172,458.261,2,13.3558,19.211,25.1901,12.034,1.94027,0.25181,0.722027,0.301771,0.865903
173,450.795,2,13.3554,18.6411,25.3705,11.7825,1.89878,0.249763,0.767907,0.306015,0.84927
174,448.036,2,13.421,18.059,25.5321,12.3951,1.86891,0.253302,0.73368,0.308219,0.881432
175,455.73,2,13.4468,18.4646,25.4243,12.6087,1.86483,0.25526,0.785047,0.307077,0.897393
176,450.195,2,13.4914,19.203,25.361,12.7544,1.85706,0.254344,0.80404,0.298831,0.88775
177,456.974,2,13.5131,19.1921,25.248,12.5843,1.87797,0.259178,0.815843,0.293441,0.876492
178,453.231,2,13.5559,19.7265,25.1594,12.3464,1.87678,0.260217,0.831804,0.29176,0.855774
179,453.949,2,13.6112,19.0959,25.1572,11.9148,1.87761,0.264964,0.832656,0.289707,0.845911
180,454.406,2,13.5775,19.3378,25.1033,11.5016,1.87327,0.26413,0.832655,0.290352,0.864522
181,455.391,2,13.5539,19.7486,24.9247,11.6467,1.87724,0.258844,0.840686,0.291142,0.873187
182,460.33,2,13.5437,20.3224,24.8124,11.9577,1.89524,0.257127,0.829559,0.290305,0.895696
183,450.657,2,13.5569,20.9426,24.7484,12.0047,1.87994,0.258132,0.832357,0.290762,0.882628
184,441.132,2,13.5222,21.577,24.7377,12.2203,1.84652,0.257374,0.826307,0.288741,0.885234
185,449.077,2,13.51,21.5359,24.7543,12.3135,1.83167,0.257911,0.844902,0.290075,0.887598
186,450.449,2,13.5261,21.5731,24.7065,12.1236,1.83728,0.258677,0.844557,0.290496,0.867085
187,459.603,2,13.5649,22.2348,24.5594,12.181,1.84916,0.261014,0.846393,0.29177,0.878822
188,459.623,2,13.5744,22.7484,24.4229,12.005,1.86298,0.261142,0.850157,0.292209,0.876943
189,457.399,2,13.5764,23.336,24.2912,11.875,1.87375,0.261861,0.846183,0.293536,0.863222
190,449.339,2,13.573,23.2935,24.2814,11.8714,1.87074,0.259911,0.837692,0.296952,0.847607
191,456.191,2,13.5937,23.0701,24.2798,11.9717,1.87546,0.259596,0.83655,0.299764,0.840806
192,459.628,2,13.564,23.475,24.277,12.0786,1.89082,0.259787,0.83396,0.302775,0.818986
193,451.576,2,13.55,23.75,24.338,12.0291,1.88943,0.260159,0.828663,0.306,0.803213
194,441.83,2,13.553,24.1015,24.2643,12.0653,1.87679,0.260791,0.824473,0.30726,0.785433
195,452.932,2,13.547,24.0998,24.2174,12.1034,1.87543,0.261372,0.821796,0.308813,0.78598
196,449.581,2,13.5424,23.9449,24.2597,12.0339,1.87863,0.260498,0.810826,0.307659,0.78339
197,450.361,2,13.549,23.7264,24.2564,11.9886,1.88029,0.259398,0.800407,0.308422,0.784473
198,454.559,2,13.5513,23.8832,24.2866,11.8644,1.88159,0.260059,0.798352,0.309799,0.784616
199,457.578,2,13.5486,24.0616,24.2739,11.9009,1.88221,0.260548,0.806107,0.308254,0.791966
200,455.834,2,13.5475,24.0387,24.3062,11.8963,1.87965,0.261139,0.815998,0.307093,0.797378
201,465.715,2,13.5492,24.123,24.2932,11.992,1.88737,0.26168,0.818372,0.307707,0.802331
202,462.622,2,13.5577,24.3019,24.2777,12.0174,1.89532,0.26239,0.817191,0.307112,0.801299
203,456.51,2,13.5639,24.3144,24.2547,12.007,1.8997,0.262963,0.81529,0.305853,0.796601
204,451.139,2,13.5611,24.1235,24.254,12.0601,1.89832,0.26266,0.817665,0.305316,0.792044
205,453.013,2,13.5704,23.9982,24.2336,12.0741,1.89622,0.262529,0.819979,0.303982,0.795491
206,459.908,2,13.5695,23.9436,24.2349,12.0604,1.89718,0.26236,0.820352,0.303916,0.796111
207,447.219,2,13.5683,23.9202,24.2363,12.0685,1.89511,0.262257,0.821687,0.303614,0.797144
208,456.955,2,13.57,23.8828,24.2362,12.0747,1.89525,0.26241,0.822171,0.303522,0.797218
209,453.914,2,13.5692,23.8433,24.2415,12.0934,1.89431,0.262371,0.823482,0.303338,0.798513
210,448.224,2,13.5681,23.8131,24.2461,12.071,1.89207,0.262496,0.824446,0.303213,0.799974
211,457.412,2,13.5666,23.7929,24.2559,12.0642,1.89203,0.262508,0.825048,0.303127,0.801024
212,452.679,2,13.5653,23.7646,24.265,12.0713,1.89155,0.262485,0.824602,0.302846,0.802534
213,444.315,2,13.566,23.7062,24.2682,12.0643,1.88966,0.262425,0.824949,0.302364,0.80364
214,453.68,2,13.5666,23.6512,24.2786,12.0636,1.88936,0.262473,0.825047,0.302135,0.804428
215,457.463,2,13.5667,23.5692,24.2869,12.0499,1.88935,0.262438,0.82566,0.302008,0.805656
216,450.243,2,13.5663,23.5267,24.2978,12.0567,1.88887,0.262373,0.825304,0.301733,0.806276
217,446.121,2,13.5658,23.4824,24.3116,12.0673,1.88863,0.262288,0.824105,0.301344,0.80571
218,453.768,2,13.5669,23.4252,24.3209,12.0649,1.88876,0.2622,0.824349,0.301198,0.805575
219,451.497,2,13.5665,23.4027,24.3235,12.0756,1.88886,0.262256,0.823059,0.301079,0.805546
220,450.748,2,13.5661,23.3708,24.324,12.0754,1.88864,0.262265,0.822641,0.300803,0.805785
221,442.104,2,13.5657,23.3562,24.3255,12.0765,1.88772,0.262186,0.820718,0.300491,0.806121
222,452.42,2,13.565,23.3706,24.3338,12.056,1.88719,0.262151,0.81985,0.300463,0.807871
223,444.337,2,13.5649,23.3882,24.3321,12.0494,1.88638,0.262181,0.817716,0.300278,0.808621
224,449.465,2,13.5633,23.3706,24.3295,12.0433,1.88627,0.262183,0.816536,0.300287,0.808313
225,456.024,2,13.5632,23.3432,24.3278,12.0493,1.88677,0.262276,0.81622,0.300236,0.808077
226,446.167,2,13.5632,23.3221,24.3286,12.0629,1.88586,0.262204,0.816542,0.300335,0.807137
227,453.838,2,13.5615,23.299,24.3329,12.0831,1.88605,0.262058,0.816498,0.300383,0.80707
228,445.702,2,13.5599,23.3074,24.3339,12.0945,1.88549,0.261992,0.816108,0.300449,0.805948
229,467.845,2,13.5565,23.3366,24.3349,12.0961,1.88745,0.261955,0.816216,0.300543,0.80593
230,460.639,2,13.5528,23.3457,24.3316,12.1117,1.88792,0.261965,0.816785,0.300671,0.806297
231,452.398,2,13.551,23.3321,24.3328,12.1194,1.88746,0.261932,0.817269,0.300887,0.805989
232,455.58,2,13.5501,23.3195,24.335,12.1416,1.88774,0.261975,0.817456,0.300778,0.805865
233,453.748,2,13.5489,23.2911,24.3348,12.1565,1.88795,0.261964,0.817815,0.300656,0.805314
234,460.628,2,13.548,23.2711,24.3391,12.1773,1.889,0.261851,0.818342,0.300556,0.805039
235,461.344,2,13.5494,23.2495,24.3423,12.1744,1.88913,0.261939,0.819613,0.300416,0.806094
236,460.676,2,13.5505,23.2584,24.3396,12.1762,1.88906,0.262029,0.821447,0.300275,0.806817
237,458.378,2,13.5521,23.277,24.3365,12.183,1.88906,0.262104,0.822382,0.300168,0.807368
238,462.459,2,13.5512,23.3045,24.3295,12.2005,1.88943,0.262265,0.823441,0.300157,0.807625
239,455.338,2,13.5495,23.3276,24.3231,12.2122,1.88899,0.26226,0.824722,0.300078,0.808079
240,464.407,2,13.5485,23.3281,24.3199,12.2035,1.89005,0.262216,0.82559,0.299796,0.808644
241,463.507,2,13.5455,23.3186,24.3263,12.2067,1.8905,0.262221,0.826162,0.299549,0.810476
242,455.636,2,13.5442,23.3156,24.3328,12.2142,1.89095,0.262153,0.825834,0.29921,0.811139
243,452.506,2,13.5442,23.3165,24.3363,12.2105,1.89047,0.262168,0.826403,0.299113,0.811391
244,458.868,2,13.5444,23.3283,24.3368,12.1988,1.89099,0.262169,0.826071,0.299014,0.811995
245,454.79,2,13.543,23.3381,24.3371,12.1868,1.8913,0.262146,0.825661,0.298817,0.812274
246,445.138,2,13.5441,23.3296,24.3391,12.1881,1.89085,0.26218,0.825277,0.298641,0.811369
247,452.719,2,13.5443,23.2983,24.3415,12.1894,1.89076,0.262205,0.825779,0.298282,0.81149
248,453.156,2,13.5441,23.2944,24.343,12.1944,1.89073,0.262129,0.826492,0.297883,0.811808
249,455.528,2,13.5439,23.3045,24.3455,12.194,1.89064,0.262079,0.827049,0.297614,0.812716
250,449.943,2,13.5441,23.3153,24.3441,12.1933,1.89011,0.262056,0.828584,0.297256,0.812313
251,451.755,2,13.5451,23.3172,24.347,12.1881,1.88997,0.262048,0.828846,0.297196,0.811872
252,459.182,2,13.5452,23.3192,24.3511,12.1796,1.89038,0.262071,0.829442,0.297035,0.81196
253,457.808,2,13.5462,23.3164,24.3569,12.1677,1.89058,0.262112,0.829704,0.296932,0.812295
254,462.302,2,13.5469,23.3045,24.3635,12.1596,1.89098,0.262092,0.83003,0.296873,0.813348
255,459.753,2,13.5457,23.304,24.3673,12.1544,1.89139,0.262154,0.831009,0.296773,0.812833
256,464.733,2,13.5447,23.3086,24.369,12.1639,1.8919,0.262152,0.831926,0.296725,0.813512
257,461.597,2,13.5441,23.3072,24.3696,12.165,1.89184,0.262131,0.832527,0.296697,0.815091
258,449.496,2,13.5443,23.3093,24.3686,12.1662,1.89113,0.262116,0.833019,0.296633,0.815277
259,454.801,2,13.5452,23.3059,24.366,12.1614,1.89053,0.262121,0.833795,0.296531,0.816365
260,457.329,2,13.5451,23.3115,24.3622,12.1695,1.89003,0.262155,0.834653,0.296542,0.81738
261,452.093,2,13.5452,23.3035,24.3571,12.1808,1.88971,0.262162,0.835087,0.296392,0.817496
262,451.53,2,13.5448,23.2935,24.3562,12.1931,1.8892,0.262223,0.835725,0.296249,0.817598
263,454.185,2,13.544,23.2947,24.3529,12.1983,1.88907,0.262251,0.836127,0.296072,0.817803
