pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.5846,0.0776787,-3.08475,0.00541145,-1.93816,0.0751782,All
-1.11257,0.388394,-2.87258,0,-1.45043,0.0751782,All
-0.640536,0.569644,-2.66041,0.0162343,-0.962695,0.476129,All
-0.168507,0.310715,-2.44824,0.0216458,-0.474965,0.476129,All
0.303523,0.414287,-2.23607,0.0432916,0.0127652,0.225535,All
0.775553,0.233036,-2.0239,0.0595259,0.500495,0.501188,All
1.24758,0.103572,-1.81173,0.0649374,0.988225,0.175416,All
1.71961,0.0776787,-1.59956,0.119052,1.47596,0.0751782,All
2.19164,0.103572,-1.38739,0.151521,1.96369,0.150356,All
2.66367,0.0517858,-1.17522,0.135286,2.45142,0.0250594,All
,,-0.96305,0.281395,,,All
,,-0.75088,0.281395,,,All
,,-0.53871,0.330098,,,All
,,-0.326539,0.405859,,,All
,,-0.114369,0.400447,,,All
,,0.0978013,0.37339,,,All
,,0.309972,0.357156,,,All
,,0.522142,0.384213,,,All
,,0.734312,0.378801,,,All
,,0.946482,0.292218,,,All
,,1.15865,0.205635,,,All
,,1.37082,0.221869,,,All
,,1.58299,0.0919946,,,All
,,1.79516,0.0757603,,,All
,,2.00733,0.0432916,,,All
,,2.2195,0.0541145,,,All
,,2.43167,0.0270572,,,All
,,2.64384,0.0324687,,,All
,,2.85601,0.0108229,,,All
,,3.06818,0.00541145,,,All
