parameter,value
Cl_pop,13.0661386270643
beta_Cl_SEXF_1,0.0967419124111299
V1_pop,23.5743402319576
beta_V1_logtCLCRMLMIN,-1.39606862743546
beta_V1_logtPROGDL,-0.522857630865189
Q_pop,23.4
beta_Q_LMP_1,0.842387669219614
beta_Q_logtAGEA,1.31093362383422
beta_Q_logtALBGDL,17.2831850577577
beta_Q_logtPROGDL,-16.9476463115624
V2_pop,3.67089711396308
beta_V2_SEXF_1,3.91163744907547
beta_V2_logtHCM,30.4695549159561
omega_Cl,0.253671623333399
omega_V1,0.140547399165687
omega_Q,2.32662719387988e-8
omega_V2,6.19329235782148e-8
a,1.45343635687376
b,0.0392698203252277
