Cl_pop,13.699,0.055807,0.11156,-0.38325,-12.188,-5.6346e+5,0,0,0,0,nan,nan,0
V1_pop,0.055807,6.1855,-10.133,-2.1905,-0.053349,79250,0,0,0,0,nan,nan,0
Q2_pop,0.11156,-10.133,90.096,8.3591,0.25358,-9.5028e+5,0,0,0,0,nan,nan,0
V2_pop,-0.38325,-2.1905,8.3591,9.7058,0.071801,3.4525e+5,0,0,0,0,nan,nan,0
Q3_pop,-12.188,-0.053349,0.25358,0.071801,11.775,1.6359e+5,0,0,0,0,nan,nan,0
V3_pop,-5.6346e+5,79250,-9.5028e+5,3.4525e+5,1.6359e+5,6.6432e+11,0,0,0,0,nan,nan,0
omega_Cl,0,0,0,0,0,0,0.0024033,2.2005e-6,1.4679e-5,2.3814e-6,nan,nan,-0.00018518
omega_V1,0,0,0,0,0,0,2.2005e-6,0.006285,-0.0027637,-0.0006666,nan,nan,-0.00058036
omega_Q2,0,0,0,0,0,0,1.4679e-5,-0.0027637,0.059143,-0.0022687,nan,nan,-0.0037773
omega_V2,0,0,0,0,0,0,2.3814e-6,-0.0006666,-0.0022687,0.03026,nan,nan,-0.0024637
omega_Q3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_V3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
a,0,0,0,0,0,0,-0.00018518,-0.00058036,-0.0037773,-0.0024637,nan,nan,0.04345
