Cl_pop,0.86104,0.35154,-0.88229,-0.47635,6.9968e-13,nan,0.0016739,0.0079235,-0.048365,0.0087656,8.8296e-10,-7.8863e-10,0.0036147
V1_pop,0.35154,83.948,-255.71,-73.94,1.5096e-10,nan,0.10724,2.0604,-10.306,1.0565,5.2023e-7,-2.9639e-9,0.15227
Q2_pop,-0.88229,-255.71,891.23,223.63,-4.6266e-10,nan,-0.32223,-6.4286,30.854,-3.3214,-1.6463e-6,2.3586e-8,-0.22517
V2_pop,-0.47635,-73.94,223.63,80.711,-1.427e-10,nan,-0.10552,-1.8954,10.031,-1.0718,-4.6474e-7,3.8383e-10,-0.24577
Q3_pop,6.9968e-13,1.5096e-10,-4.6266e-10,-1.427e-10,3.0806e-22,nan,2.2475e-13,3.9663e-12,-2.0404e-11,1.6993e-12,1.0135e-18,3.2083e-20,3.1405e-13
V3_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_Cl,0.0016739,0.10724,-0.32223,-0.10552,2.2475e-13,nan,0.0026149,0.0028052,-0.014486,0.0012239,6.8462e-10,1.6107e-11,0.00010611
omega_V1,0.0079235,2.0604,-6.4286,-1.8954,3.9663e-12,nan,0.0028052,0.058781,-0.27343,0.022353,1.3674e-8,-2.5077e-10,0.00353
omega_Q2,-0.048365,-10.306,30.854,10.031,-2.0404e-11,nan,-0.014486,-0.27343,1.5084,-0.12032,-6.4989e-8,-1.5243e-9,-0.030351
omega_V2,0.0087656,1.0565,-3.3214,-1.0718,1.6993e-12,nan,0.0012239,0.022353,-0.12032,0.069325,5.5324e-9,-9.2873e-10,0.0016032
omega_Q3,8.8296e-10,5.2023e-7,-1.6463e-6,-4.6474e-7,1.0135e-18,nan,6.8462e-10,1.3674e-8,-6.4989e-8,5.5324e-9,6.3286e-15,1.7678e-16,1.0144e-9
omega_V3,-7.8863e-10,-2.9639e-9,2.3586e-8,3.8383e-10,3.2083e-20,nan,1.6107e-11,-2.5077e-10,-1.5243e-9,-9.2873e-10,1.7678e-16,1.5523e-15,-5.8993e-10
a,0.0036147,0.15227,-0.22517,-0.24577,3.1405e-13,nan,0.00010611,0.00353,-0.030351,0.0016032,1.0144e-9,-5.8993e-10,0.046639
