pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-1.73059,0.0111111,-3.7007,0.00111111,-1.9307,0.0111111,All
-1.68686,0.0222222,-3.49266,0.00222222,-1.84501,0.0222222,All
-1.29341,0.0333333,-3.47029,0.00333333,-1.35806,0.0333333,All
-1.24078,0.0444444,-2.88299,0.00444444,-1.35496,0.0444444,All
-1.23617,0.0555556,-2.81061,0.00555556,-1.32264,0.0555556,All
-1.18465,0.0666667,-2.79032,0.00666667,-1.30136,0.0666667,All
-1.18403,0.0777778,-2.56679,0.00777778,-1.2753,0.0777778,All
-1.17322,0.0888889,-2.45824,0.00888889,-1.27202,0.0888889,All
-1.1729,0.1,-2.42682,0.01,-1.23493,0.1,All
-1.13367,0.111111,-2.37236,0.0111111,-1.22031,0.111111,All
-1.08156,0.122222,-2.33733,0.0122222,-1.21097,0.122222,All
-1.06192,0.133333,-2.29362,0.0133333,-1.15028,0.133333,All
-1.04105,0.144444,-2.28004,0.0144444,-1.09193,0.144444,All
-1.03792,0.155556,-2.26399,0.0155556,-1.08614,0.155556,All
-1.01226,0.166667,-2.25474,0.0166667,-1.05228,0.166667,All
-0.989366,0.177778,-2.20948,0.0177778,-1.03782,0.177778,All
-0.923177,0.188889,-2.17935,0.0188889,-0.940837,0.188889,All
-0.867603,0.2,-2.16699,0.02,-0.849423,0.2,All
-0.856524,0.211111,-2.15326,0.0211111,-0.825593,0.211111,All
-0.854939,0.222222,-2.14808,0.0222222,-0.824736,0.222222,All
-0.775609,0.233333,-2.10876,0.0233333,-0.705184,0.233333,All
-0.734822,0.244444,-2.08419,0.0244444,-0.6592,0.244444,All
-0.697748,0.255556,-2.07746,0.0255556,-0.653773,0.255556,All
-0.68969,0.266667,-2.05726,0.0266667,-0.639454,0.266667,All
-0.688049,0.277778,-2.0367,0.0277778,-0.63177,0.277778,All
-0.68764,0.288889,-2.0266,0.0288889,-0.61715,0.288889,All
-0.680512,0.3,-1.9802,0.03,-0.593754,0.3,All
-0.678088,0.311111,-1.96848,0.0311111,-0.591754,0.311111,All
-0.608564,0.322222,-1.96097,0.0322222,-0.554489,0.322222,All
-0.601349,0.333333,-1.94559,0.0333333,-0.545765,0.333333,All
-0.600703,0.344444,-1.9173,0.0344444,-0.53222,0.344444,All
-0.586466,0.355556,-1.89131,0.0355556,-0.492429,0.355556,All
-0.551403,0.366667,-1.88357,0.0366667,-0.467547,0.366667,All
-0.547845,0.377778,-1.86934,0.0377778,-0.460997,0.377778,All
-0.505519,0.388889,-1.82341,0.0388889,-0.460915,0.388889,All
-0.456041,0.4,-1.80559,0.04,-0.443881,0.4,All
-0.447449,0.411111,-1.78414,0.0411111,-0.410539,0.411111,All
-0.422747,0.422222,-1.77491,0.0422222,-0.357665,0.422222,All
-0.382679,0.433333,-1.76082,0.0433333,-0.314306,0.433333,All
-0.377741,0.444444,-1.75334,0.0444444,-0.286051,0.444444,All
-0.344668,0.455556,-1.7443,0.0455556,-0.240604,0.455556,All
-0.321152,0.466667,-1.7368,0.0466667,-0.239084,0.466667,All
-0.302417,0.477778,-1.72179,0.0477778,-0.234138,0.477778,All
-0.286758,0.488889,-1.71905,0.0488889,-0.194526,0.488889,All
-0.282565,0.5,-1.7134,0.05,-0.178087,0.5,All
-0.232915,0.511111,-1.71202,0.0511111,-0.156988,0.511111,All
-0.224472,0.522222,-1.70253,0.0522222,-0.141024,0.522222,All
-0.217956,0.533333,-1.70062,0.0533333,-0.1362,0.533333,All
-0.189657,0.544444,-1.69749,0.0544444,-0.117467,0.544444,All
-0.189127,0.555556,-1.68051,0.0555556,-0.115051,0.555556,All
-0.183186,0.566667,-1.65652,0.0566667,-0.0810482,0.566667,All
-0.139517,0.577778,-1.63743,0.0577778,-0.0553318,0.577778,All
-0.119632,0.588889,-1.61964,0.0588889,-0.00136708,0.588889,All
-0.0856122,0.6,-1.61335,0.06,0.00780017,0.6,All
-0.0334485,0.611111,-1.6067,0.0611111,0.0152735,0.611111,All
-0.0114227,0.622222,-1.58256,0.0622222,0.0473252,0.622222,All
-0.0108035,0.633333,-1.57905,0.0633333,0.0716429,0.633333,All
0.0368167,0.644444,-1.56723,0.0644444,0.0884611,0.644444,All
0.138084,0.655556,-1.56553,0.0655556,0.202113,0.655556,All
0.140972,0.666667,-1.56015,0.0666667,0.219649,0.666667,All
0.160558,0.677778,-1.55774,0.0677778,0.22944,0.677778,All
0.19766,0.688889,-1.55243,0.0688889,0.261574,0.688889,All
0.285376,0.7,-1.55055,0.07,0.396894,0.7,All
0.334636,0.711111,-1.54873,0.0711111,0.495124,0.711111,All
0.397939,0.722222,-1.5205,0.0722222,0.528792,0.722222,All
0.418323,0.733333,-1.5165,0.0733333,0.537422,0.733333,All
0.500131,0.744444,-1.4987,0.0744444,0.581095,0.744444,All
0.555054,0.755556,-1.49685,0.0755556,0.617361,0.755556,All
0.581067,0.766667,-1.4875,0.0766667,0.628801,0.766667,All
0.673475,0.777778,-1.47292,0.0777778,0.76987,0.777778,All
0.711183,0.788889,-1.4681,0.0788889,0.777731,0.788889,All
0.854914,0.8,-1.44427,0.08,0.867829,0.8,All
1.06791,0.811111,-1.4271,0.0811111,1.09019,0.811111,All
1.10794,0.822222,-1.41729,0.0822222,1.09325,0.822222,All
1.27323,0.833333,-1.40989,0.0833333,1.18593,0.833333,All
1.27814,0.844444,-1.39932,0.0844444,1.2458,0.844444,All
1.2892,0.855556,-1.37973,0.0855556,1.24771,0.855556,All
1.33004,0.866667,-1.36592,0.0866667,1.27036,0.866667,All
