pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.50894,0.0827126,-3.59062,0.0104308,-1.7205,0.058144,All
-1.06563,0.468704,-3.37048,0.00521542,-1.30008,0.319792,All
-0.622331,0.496275,-3.15034,0,-0.879672,0.232576,All
-0.179029,0.551417,-2.93019,0.00521542,-0.45926,0.552368,All
0.264273,0.220567,-2.71005,0.0104308,-0.0388483,0.523296,All
0.707576,0.165425,-2.4899,0.0156463,0.381564,0.261648,All
1.15088,0.192996,-2.26976,0.0469388,0.801976,0.14536,All
1.59418,0.165425,-2.04961,0.0625851,1.22239,0.232576,All
2.03748,0.0827126,-1.82947,0.0678005,1.6428,0.232576,All
2.48078,0.0551417,-1.60932,0.119955,2.06321,0.058144,All
,,-1.38918,0.146032,,,All
,,-1.16903,0.224263,,,All
,,-0.948887,0.25034,,,All
,,-0.728742,0.255556,,,All
,,-0.508598,0.37551,,,All
,,-0.288453,0.37551,,,All
,,-0.068308,0.438096,,,All
,,0.151837,0.511111,,,All
,,0.371982,0.391157,,,All
,,0.592126,0.297279,,,All
,,0.812271,0.286848,,,All
,,1.03242,0.203401,,,All
,,1.25256,0.203401,,,All
,,1.47271,0.156463,,,All
,,1.69285,0.0834468,,,All
,,1.913,0.0573696,,,All
,,2.13314,0.036508,,,All
,,2.35328,0.0417234,,,All
,,2.57343,0.00521542,,,All
,,2.79357,0.0104308,,,All
