iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,646.234,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,609.346,1,16.1163,27.6201,13.5147,0.897094,0.200848,0.389443,0.920457,0.678893,0.949503
3,576.583,1,15.7432,29.4524,12.8517,0.990263,0.159318,0.363799,0.845042,0.601393,0.91653
4,542.987,1,15.6057,29.4159,15.1735,0.978977,0.122897,0.374719,0.842767,0.563516,1.04286
5,528.437,1,15.6108,29.8266,14.1283,1.13182,0.0998502,0.376486,0.975054,0.553602,1.09032
6,523.16,1,15.6112,30.6003,12.1553,1.13163,0.0932362,0.368219,1.10968,0.524479,1.17162
7,524.118,1,15.4334,30.7421,13.1825,1.08528,0.0913238,0.370424,1.19013,0.532639,1.34069
8,518.639,1,15.3996,30.2051,14.6368,1.05396,0.085102,0.377872,1.33256,0.571221,1.32119
9,510,1,15.4574,29.7379,15.8186,1.07036,0.080762,0.371921,1.23929,0.553767,1.26838
10,506.991,1,15.3875,29.7327,16.2889,1.23356,0.0705401,0.379101,1.2461,0.564196,1.27761
11,490.951,1,15.4238,29.6595,18.4152,1.23329,0.0605165,0.383388,1.24601,0.533825,1.24115
12,490.831,1,15.3522,28.9036,19.4509,1.16737,0.0632476,0.377963,1.24213,0.553571,1.22959
13,477.652,1,15.2594,28.7633,19.63,1.18584,0.055788,0.372043,1.18767,0.555766,1.13627
14,472.477,1,15.3497,29.8176,16.1506,1.23361,0.0507631,0.379373,1.23138,0.524395,1.11986
15,470.438,1,15.4971,30.106,17.195,1.38925,0.0428275,0.376325,1.06813,0.526174,1.23381
16,470.384,1,15.4768,29.6614,17.125,1.38929,0.043628,0.377358,1.01774,0.50974,1.23683
17,460.289,1,15.4201,29.2259,17.0971,1.38547,0.0388436,0.375607,0.981521,0.507672,1.18501
18,459.477,1,15.2407,28.4066,18.0117,1.29979,0.0420339,0.37387,1.04414,0.498323,1.18887
19,455.958,1,15.3982,28.7472,17.7277,1.33005,0.0376113,0.377823,1.07607,0.504597,1.19614
20,452.67,1,15.2917,29.0501,18.5971,1.36828,0.034519,0.376416,1.04271,0.498736,1.17022
21,452.282,1,15.278,29.0565,18.574,1.38349,0.0336269,0.369602,1.00063,0.48663,1.25299
22,448.302,1,15.3204,28.7694,18.5577,1.38351,0.0339494,0.371323,0.942826,0.472461,1.13057
23,448.548,1,15.4155,28.3927,20.343,1.29067,0.037735,0.370783,0.998603,0.488602,1.16138
24,444.15,1,15.419,28.2585,20.6628,1.24061,0.0378833,0.375218,0.956759,0.492675,1.1902
25,443.832,1,15.3266,27.6454,19.0095,1.19964,0.0386254,0.37746,1.01449,0.494253,1.18026
26,443.862,1,15.399,27.638,19.3901,1.19965,0.0381952,0.381645,1.07765,0.498778,1.11191
27,445.334,1,15.4522,26.7185,19.6121,1.25526,0.0369251,0.380046,1.03733,0.509455,1.10773
28,439.749,1,15.2869,27.1337,18.1574,1.22811,0.0366552,0.372465,1.00846,0.489598,1.06828
29,446.588,1,15.4615,27.0657,18.9585,1.35245,0.0330824,0.379983,1.02773,0.492173,1.10178
