pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.40916,0.126345,-2.9284,0.0109068,-1.67403,0.0542309,All
-0.925471,0.631724,-2.71787,0,-1.22328,0.352501,All
-0.441785,0.48011,-2.50733,0.0109068,-0.772531,0.488078,All
0.0419001,0.303227,-2.29679,0.0218135,-0.321784,0.460963,All
0.525585,0.25269,-2.08625,0.0654406,0.128964,0.244039,All
1.00927,0.151614,-1.87571,0.0599873,0.579711,0.325385,All
1.49296,0.176883,-1.66517,0.147241,1.03046,0.216924,All
1.97664,0.0505379,-1.45463,0.114521,1.48121,0.162693,All
2.46033,0.0758069,-1.2441,0.223589,1.93195,0.0813463,All
2.94401,0.025269,-1.03356,0.267216,2.3827,0.0542309,All
,,-0.823019,0.299936,,,All
,,-0.612481,0.267216,,,All
,,-0.401942,0.289029,,,All
,,-0.191404,0.414457,,,All
,,0.0191349,0.392644,,,All
,,0.229673,0.458084,,,All
,,0.440212,0.441724,,,All
,,0.650751,0.261763,,,All
,,0.861289,0.30539,,,All
,,1.07183,0.272669,,,All
,,1.28237,0.158148,,,All
,,1.4929,0.141788,,,All
,,1.70344,0.098161,,,All
,,1.91398,0.0763474,,,All
,,2.12452,0.0545339,,,All
,,2.33506,0.0218135,,,All
,,2.5456,0.0163602,,,All
,,2.75614,0,,,All
,,2.96667,0.0109068,,,All
,,3.17721,0.00545339,,,All
