parameter,value
Cl_pop,13.3019407839718
beta_Cl_logtSCRMGDL,-0.318131517587471
V1_pop,24.6856543938619
beta_V1_ANTU_1,-0.209947189708035
beta_V1_logtCLCRMLMIN,-1.39324488892599
beta_V1_logtPROGDL,-0.663610920617486
Q_pop,23.4
beta_Q_LMP_1,0.932977894306821
beta_Q_logtAGEA,1.32504724748353
beta_Q_logtALBGDL,18.571208841387
beta_Q_logtPROGDL,-18.3758093880651
V2_pop,3.09115157549988
beta_V2_SEXF_1,4.31428796495437
beta_V2_logtHCM,33.4478517870885
omega_Cl,0.238561978620411
omega_V1,0.108568927713717
omega_Q,3.15590442538577e-8
omega_V2,1.09195201415695e-7
a,1.43084874043017
b,0.0399666782989079
