standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.72647,0.125647,-2.4914,0.0163176,-2.40809,0.0452915,-2.39785,0.0652047,All
-1.44077,0.201035,-2.05142,0.0815881,-1.93253,0.090583,-2.06753,0.0217349,All
-1.15507,0.45233,-1.61144,0.179494,-1.45698,0.256652,-1.73721,0.130409,All
-0.869371,0.45233,-1.17145,0.163176,-0.98143,0.181166,-1.40688,0.195614,All
-0.58367,0.351812,-0.73147,0.310035,-0.505878,0.21136,-1.07656,0.195614,All
-0.29797,0.276424,-0.291486,0.522164,-0.030326,0.301943,-0.746243,0.347758,All
-0.0122695,0.125647,0.148497,0.391623,0.445226,0.528401,-0.415922,0.391228,All
0.273431,0.301553,0.588481,0.228447,0.920778,0.392526,-0.0856011,0.434698,All
0.559131,0.201035,1.02846,0.261082,1.39633,0.166069,0.24472,0.260819,All
0.844832,0.4272,1.46845,0.163176,1.87188,0.0452915,0.575041,0.369493,All
1.13053,0.45233,1.90843,0.0489529,2.34743,0.0150972,0.905362,0.347758,All
1.41623,0.201035,2.34842,0.0326352,2.82299,0.0150972,1.23568,0.282554,All
1.70193,0.201035,2.7884,0.0489529,3.29854,0.0150972,1.566,0.217349,All
