standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.06619,0.0727469,-2.0171,0.0774138,-2.14216,0.0601531,-2.73718,0.0364097,All
-1.77012,0.0727469,-1.64613,0.0580604,-1.7841,0.100255,-2.34281,0.0182049,All
-1.47404,0.24249,-1.27516,0.251595,-1.42604,0.280715,-1.94844,0.0546146,All
-1.17797,0.339486,-0.904198,0.193535,-1.06798,0.280715,-1.55407,0.127434,All
-0.881897,0.315237,-0.533231,0.425776,-0.709921,0.260664,-1.1597,0.163844,All
-0.585823,0.363735,-0.162265,0.445129,-0.351861,0.461174,-0.765326,0.309483,All
-0.289749,0.193992,0.208702,0.348362,0.00619998,0.38097,-0.370954,0.418712,All
0.00632472,0.193992,0.579669,0.367716,0.36426,0.38097,0.023418,0.564351,All
0.302398,0.436482,0.950635,0.329009,0.722321,0.240613,0.41779,0.491531,All
0.598472,0.363735,1.3216,0.193535,1.08038,0.20051,0.812162,0.273073,All
0.894546,0.266739,1.69257,0.0967673,1.43844,0.160408,1.20653,0.109229,All
1.19062,0.48498,2.06354,0.0580604,1.7965,0.100255,1.60091,0.0910243,All
1.48669,0.290988,2.4345,0.0580604,2.15456,0.100255,1.99528,0.0728195,All
