pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.39311,0.142749,-3.58575,0.0106845,-1.58966,0.0915851,All
-0.965008,0.542447,-3.37084,0,-1.1893,0.396869,All
-0.536907,0.599547,-3.15592,0,-0.788947,0.488454,All
-0.108805,0.199849,-2.941,0.0106845,-0.388591,0.457925,All
0.319296,0.399698,-2.72608,0.0160267,0.0117656,0.152642,All
0.747397,0.285498,-2.51116,0.021369,0.412122,0.396869,All
1.1755,0.142749,-2.29624,0.0480802,0.812478,0.427397,All
1.6036,0.0856495,-2.08132,0.0480802,1.21283,0.0915851,All
2.0317,0.0570997,-1.8664,0.0854759,1.61319,0.0915851,All
2.4598,0.114199,-1.65149,0.160267,2.01355,0.152642,All
,,-1.43657,0.112187,,,All
,,-1.22165,0.133556,,,All
,,-1.00673,0.26177,,,All
,,-0.791811,0.240401,,,All
,,-0.576892,0.347246,,,All
,,-0.361973,0.347246,,,All
,,-0.147055,0.352588,,,All
,,0.0678642,0.352588,,,All
,,0.282783,0.443406,,,All
,,0.497702,0.443406,,,All
,,0.71262,0.304508,,,All
,,0.927539,0.325877,,,All
,,1.14246,0.235059,,,All
,,1.35738,0.181636,,,All
,,1.5723,0.16561,,,All
,,1.78721,0.0587647,,,All
,,2.00213,0.0373957,,,All
,,2.21705,0.0320535,,,All
,,2.43197,0.0160267,,,All
,,2.64689,0.0160267,,,All
