pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.45533,0.143737,-2.59604,0.0135772,-1.56658,0.0921441,All
-1.03017,0.459958,-2.42691,0.0271545,-1.16866,0.399291,All
-0.605013,0.603695,-2.25778,0.0407317,-0.770729,0.52215,All
-0.179854,0.258727,-2.08866,0.0407317,-0.372801,0.430006,All
0.245305,0.287474,-1.91953,0.0950406,0.025126,0.153574,All
0.670464,0.344969,-1.7504,0.0746748,0.423053,0.430006,All
1.09562,0.201232,-1.58127,0.162927,0.82098,0.399291,All
1.52078,0.0862422,-1.41214,0.162927,1.21891,0.0921441,All
1.94594,0.0862422,-1.24301,0.169715,1.61683,0.0921441,All
2.3711,0.11499,-1.07389,0.237602,2.01476,0.153574,All
,,-0.904757,0.224024,,,All
,,-0.735628,0.264756,,,All
,,-0.5665,0.278333,,,All
,,-0.397371,0.305488,,,All
,,-0.228243,0.373374,,,All
,,-0.0591144,0.380162,,,All
,,0.110014,0.380162,,,All
,,0.279143,0.420894,,,All
,,0.448271,0.373374,,,All
,,0.6174,0.346219,,,All
,,0.786528,0.414106,,,All
,,0.955656,0.319065,,,All
,,1.12478,0.278333,,,All
,,1.29391,0.162927,,,All
,,1.46304,0.169715,,,All
,,1.63217,0.128984,,,All
,,1.8013,0.0950406,,,All
,,1.97043,0.088252,,,All
,,2.13956,0.0543089,,,All
,,2.30868,0.0271545,,,All
